encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_RIVAL_SILVER,SILVER,TRAINER_CLASS_RIVAL,66,,,,TRAINER_PIC_SILVER,,heartgoldsoulsilver_trainer_index=1; source=files/poketool/trainer/trainers.json; map_refs=0866_T23; matched_map=0866_T23,10,5,
TRAINER_ACE_TRAINER_F_FRAN,FRAN,TRAINER_CLASS_ACE_TRAINER_F,92,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=119; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101|137_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_F_IRENE,IRENE,TRAINER_CLASS_ACE_TRAINER_F,69,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=120; source=files/poketool/trainer/trainers.json; map_refs=0237_R34; matched_map=0237_R34,10,5,
TRAINER_ACE_TRAINER_F_KELLY,KELLY,TRAINER_CLASS_ACE_TRAINER_F,94,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=121; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_FISHERMAN_MARVIN,MARVIN,TRAINER_CLASS_FISHERMAN,87,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=122; source=files/poketool/trainer/trainers.json; map_refs=042_R43; matched_map=042_R43,10,5,
TRAINER_FISHERMAN_TULLY,TULLY,TRAINER_CLASS_FISHERMAN,85,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=123; source=files/poketool/trainer/trainers.json; map_refs=041_R42; matched_map=041_R42,10,5,
TRAINER_FISHERMAN_WILTON,WILTON,TRAINER_CLASS_FISHERMAN,90,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=124; source=files/poketool/trainer/trainers.json; map_refs=043_R44; matched_map=043_R44,10,5,
TRAINER_FISHERMAN_EDGAR,EDGAR,TRAINER_CLASS_FISHERMAN,90,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=125; source=files/poketool/trainer/trainers.json; map_refs=043_R44; matched_map=043_R44,10,5,
TRAINER_FISHERMAN_ANDRE,ANDRE,TRAINER_CLASS_FISHERMAN,88,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=126; source=files/poketool/trainer/trainers.json; map_refs=085_T29; matched_map=085_T29,10,5,
TRAINER_FISHERMAN_RAYMOND,RAYMOND,TRAINER_CLASS_FISHERMAN,88,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=127; source=files/poketool/trainer/trainers.json; map_refs=085_T29; matched_map=085_T29,10,5,
TRAINER_POKE_MANIAC_SHANE,SHANE,TRAINER_CLASS_POKE_MANIAC,85,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=129; source=files/poketool/trainer/trainers.json; map_refs=041_R42; matched_map=041_R42,10,5,
TRAINER_POKE_MANIAC_BECKETT,BECKETT,TRAINER_CLASS_POKE_MANIAC,87,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=130; source=files/poketool/trainer/trainers.json; map_refs=042_R43; matched_map=042_R43,10,5,
TRAINER_POKE_MANIAC_BRENT,BRENT,TRAINER_CLASS_POKE_MANIAC,87,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=131; source=files/poketool/trainer/trainers.json; map_refs=042_R43; matched_map=042_R43,10,5,
TRAINER_POKE_MANIAC_RON,RON,TRAINER_CLASS_POKE_MANIAC,87,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=132; source=files/poketool/trainer/trainers.json; map_refs=042_R43; matched_map=042_R43,10,5,
TRAINER_HIKER_BENJAMIN,BENJAMIN,TRAINER_CLASS_HIKER,85,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=134; source=files/poketool/trainer/trainers.json; map_refs=041_R42; matched_map=041_R42,10,5,
TRAINER_SCHOOL_KID_M_JOHNNY,JOHNNY,TRAINER_CLASS_SCHOOL_KID_M,34,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=135; source=files/poketool/trainer/trainers.json; map_refs=020_R15; matched_map=020_R15,10,5,
TRAINER_BIRD_KEEPER_GS_VANCE,VANCE,TRAINER_CLASS_BIRD_KEEPER_GS,90,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=137; source=files/poketool/trainer/trainers.json; map_refs=043_R44; matched_map=043_R44,10,5,
TRAINER_BUG_CATCHER_DOUG,DOUG,TRAINER_CLASS_BUG_CATCHER,6,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=140; source=files/poketool/trainer/trainers.json; map_refs=007_R02; matched_map=007_R02,10,5,
TRAINER_HIKER_ERIK,ERIK,TRAINER_CLASS_HIKER,94,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=143; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_HIKER_MICHAEL,MICHAEL,TRAINER_CLASS_HIKER,94,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=144; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_HIKER_PARRY,PARRY,TRAINER_CLASS_HIKER,94,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=145; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_HIKER_TIMOTHY,TIMOTHY,TRAINER_CLASS_HIKER,94,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=146; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_CAMPER_TED,TED,TRAINER_CLASS_CAMPER,95,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=147; source=files/poketool/trainer/trainers.json; map_refs=045_R46; matched_map=045_R46,10,5,
TRAINER_CAMPER_LLOYD,LLOYD,TRAINER_CLASS_CAMPER,13,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=148; source=files/poketool/trainer/trainers.json; map_refs=026_R25; matched_map=026_R25,10,5,
TRAINER_CAMPER_DEAN,DEAN,TRAINER_CLASS_CAMPER,19,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=149; source=files/poketool/trainer/trainers.json; map_refs=014_R09; matched_map=014_R09,10,5,
TRAINER_CAMPER_SID,SID,TRAINER_CLASS_CAMPER,19,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=150; source=files/poketool/trainer/trainers.json; map_refs=014_R09; matched_map=014_R09,10,5,
TRAINER_PICNICKER_ERIN,ERIN,TRAINER_CLASS_PICNICKER,95,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=151; source=files/poketool/trainer/trainers.json; map_refs=045_R46; matched_map=045_R46,10,5,
TRAINER_PICNICKER_HOPE,HOPE,TRAINER_CLASS_PICNICKER,9,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=152; source=files/poketool/trainer/trainers.json; map_refs=009_R04; matched_map=009_R04,10,5,
TRAINER_PICNICKER_SHARON,SHARON,TRAINER_CLASS_PICNICKER,9,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=153; source=files/poketool/trainer/trainers.json; map_refs=009_R04; matched_map=009_R04,10,5,
TRAINER_HIKER_BAILEY,BAILEY,TRAINER_CLASS_HIKER,95,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=154; source=files/poketool/trainer/trainers.json; map_refs=045_R46; matched_map=045_R46,10,5,
TRAINER_BLACK_BELT_YOSHI,YOSHI,TRAINER_CLASS_BLACK_BELT,84,,,,TRAINER_PIC_BLACK_BELT,,heartgoldsoulsilver_trainer_index=156; source=files/poketool/trainer/trainers.json; map_refs=0877_T24GYM0101|135_T24GYM0101; matched_map=0877_T24GYM0101,10,5,
TRAINER_BLACK_BELT_LAO,LAO,TRAINER_CLASS_BLACK_BELT,84,,,,TRAINER_PIC_BLACK_BELT,,heartgoldsoulsilver_trainer_index=157; source=files/poketool/trainer/trainers.json; map_refs=0877_T24GYM0101|135_T24GYM0101; matched_map=0877_T24GYM0101,10,5,
TRAINER_BLACK_BELT_LUNG,LUNG,TRAINER_CLASS_BLACK_BELT,84,,,,TRAINER_PIC_BLACK_BELT,,heartgoldsoulsilver_trainer_index=159; source=files/poketool/trainer/trainers.json; map_refs=0877_T24GYM0101|135_T24GYM0101; matched_map=0877_T24GYM0101,10,5,
TRAINER_KIMONO_GIRL_NAOKO,NAOKO,TRAINER_CLASS_KIMONO_GIRL,75,,,,TRAINER_PIC_KIMONO_GIRL,,heartgoldsoulsilver_trainer_index=160; source=files/poketool/trainer/trainers.json; map_refs=0928_T27R0501; matched_map=0928_T27R0501,10,5,
TRAINER_KIMONO_GIRL_SAYO,SAYO,TRAINER_CLASS_KIMONO_GIRL,75,,,,TRAINER_PIC_KIMONO_GIRL,,heartgoldsoulsilver_trainer_index=161; source=files/poketool/trainer/trainers.json; map_refs=0928_T27R0501; matched_map=0928_T27R0501,10,5,
TRAINER_KIMONO_GIRL_ZUKI,ZUKI,TRAINER_CLASS_KIMONO_GIRL,75,,,,TRAINER_PIC_KIMONO_GIRL,,heartgoldsoulsilver_trainer_index=162; source=files/poketool/trainer/trainers.json; map_refs=0928_T27R0501; matched_map=0928_T27R0501,10,5,
TRAINER_KIMONO_GIRL_KUNI,KUNI,TRAINER_CLASS_KIMONO_GIRL,75,,,,TRAINER_PIC_KIMONO_GIRL,,heartgoldsoulsilver_trainer_index=163; source=files/poketool/trainer/trainers.json; map_refs=0928_T27R0501; matched_map=0928_T27R0501,10,5,
TRAINER_KIMONO_GIRL_MIKI,MIKI,TRAINER_CLASS_KIMONO_GIRL,75,,,,TRAINER_PIC_KIMONO_GIRL,,heartgoldsoulsilver_trainer_index=164; source=files/poketool/trainer/trainers.json; map_refs=0928_T27R0501; matched_map=0928_T27R0501,10,5,
TRAINER_SCHOOL_KID_M_JACK,JACK,TRAINER_CLASS_SCHOOL_KID_M,72,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=178; source=files/poketool/trainer/trainers.json; map_refs=093_D22R0101; matched_map=093_D22R0101,10,5,
TRAINER_SCHOOL_KID_M_KIPP,KIPP,TRAINER_CLASS_SCHOOL_KID_M,34,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=179; source=files/poketool/trainer/trainers.json; map_refs=020_R15; matched_map=020_R15,10,5,
TRAINER_POKEFAN_M_WILLIAM,WILLIAM,TRAINER_CLASS_POKEFAN_M,72,,,,TRAINER_PIC_POKEFAN_MALE,,heartgoldsoulsilver_trainer_index=181; source=files/poketool/trainer/trainers.json; map_refs=093_D22R0101; matched_map=093_D22R0101,10,5,
TRAINER_POKEFAN_BEVERLY,BEVERLY,TRAINER_CLASS_POKEFAN,72,,,,TRAINER_PIC_POKEFAN_FEMALE,,heartgoldsoulsilver_trainer_index=182; source=files/poketool/trainer/trainers.json; map_refs=093_D22R0101; matched_map=093_D22R0101,10,5,
TRAINER_LASS_KRISE,KRISE,TRAINER_CLASS_LASS,72,,,,TRAINER_PIC_LASS,,heartgoldsoulsilver_trainer_index=184; source=files/poketool/trainer/trainers.json; map_refs=093_D22R0101; matched_map=093_D22R0101,10,5,
TRAINER_POKE_MANIAC_ANDREW,ANDREW,TRAINER_CLASS_POKE_MANIAC,64,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=201; source=files/poketool/trainer/trainers.json; map_refs=148_D25R0102; matched_map=148_D25R0102,10,5,
TRAINER_POKE_MANIAC_CALVIN,CALVIN,TRAINER_CLASS_POKE_MANIAC,64,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=202; source=files/poketool/trainer/trainers.json; map_refs=148_D25R0102; matched_map=148_D25R0102,10,5,
TRAINER_HIKER_PHILLIP,PHILLIP,TRAINER_CLASS_HIKER,64,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=203; source=files/poketool/trainer/trainers.json; map_refs=148_D25R0102; matched_map=148_D25R0102,10,5,
TRAINER_HIKER_LEONARD,LEONARD,TRAINER_CLASS_HIKER,64,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=204; source=files/poketool/trainer/trainers.json; map_refs=148_D25R0102; matched_map=148_D25R0102,10,5,
TRAINER_ACE_TRAINER_M_NICK,NICK,TRAINER_CLASS_ACE_TRAINER_M,64,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=205; source=files/poketool/trainer/trainers.json; map_refs=149_D25R0103; matched_map=149_D25R0103,10,5,
TRAINER_ACE_TRAINER_F_GWEN,GWEN,TRAINER_CLASS_ACE_TRAINER_F,64,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=206; source=files/poketool/trainer/trainers.json; map_refs=149_D25R0103; matched_map=149_D25R0103,10,5,
TRAINER_PSYCHIC_M_FRANKLIN,FRANKLIN,TRAINER_CLASS_PSYCHIC_M,27,,,,TRAINER_PIC_PSYCHIC_MALE,,heartgoldsoulsilver_trainer_index=230; source=files/poketool/trainer/trainers.json; map_refs=0829_T11GYM0101|366_T11GYM0101; matched_map=0829_T11GYM0101,10,5,
TRAINER_GUITARIST_VINCENT,VINCENT,TRAINER_CLASS_GUITARIST,16,,,,TRAINER_PIC_GUITARIST,,heartgoldsoulsilver_trainer_index=232; source=files/poketool/trainer/trainers.json; map_refs=0778_T06GYM0101|322_T06GYM0101; matched_map=0778_T06GYM0101,10,5,
TRAINER_HIKER_EOIN,EOIN,TRAINER_CLASS_HIKER,19,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=234; source=files/poketool/trainer/trainers.json; map_refs=014_R09; matched_map=014_R09,10,5,
TRAINER_BUG_CATCHER_ED,ED,TRAINER_CLASS_BUG_CATCHER,55,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=248; source=files/poketool/trainer/trainers.json; map_refs=370_R02R0101; matched_map=370_R02R0101,10,5,
TRAINER_BUG_CATCHER_DON,DON,TRAINER_CLASS_BUG_CATCHER,57,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=249; source=files/poketool/trainer/trainers.json; map_refs=031_R30; matched_map=031_R30,10,5,
TRAINER_BLACK_BELT_NOB,NOB,TRAINER_CLASS_BLACK_BELT,84,,,,TRAINER_PIC_BLACK_BELT,,heartgoldsoulsilver_trainer_index=251; source=files/poketool/trainer/trainers.json; map_refs=0877_T24GYM0101|135_T24GYM0101; matched_map=0877_T24GYM0101,10,5,
TRAINER_SWIMMER_M_HAROLD,HAROLD,TRAINER_CLASS_SWIMMER_M,38,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=252; source=files/poketool/trainer/trainers.json; map_refs=088_W19; matched_map=088_W19,10,5,
TRAINER_LEADER_BROCK_BROCK,BROCK,TRAINER_CLASS_LEADER_BROCK,54,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_BROCK,,heartgoldsoulsilver_trainer_index=253; source=files/poketool/trainer/trainers.json; map_refs=0752_T03GYM0101; matched_map=0752_T03GYM0101,10,5,
TRAINER_LEADER_MISTY_MISTY,MISTY,TRAINER_CLASS_LEADER_MISTY,11,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_MISTY,,heartgoldsoulsilver_trainer_index=254; source=files/poketool/trainer/trainers.json; map_refs=0760_T04GYM0101; matched_map=0760_T04GYM0101,10,5,
TRAINER_LEADER_LT_SURGE_LT__SURGE,LT. SURGE,TRAINER_CLASS_LEADER_LT_SURGE,16,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_LT_SURGE,,heartgoldsoulsilver_trainer_index=255; source=files/poketool/trainer/trainers.json; map_refs=0778_T06GYM0101; matched_map=0778_T06GYM0101,10,5,
TRAINER_LEADER_ERIKA_ERIKA,ERIKA,TRAINER_CLASS_LEADER_ERIKA,26,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_ERIKA,,heartgoldsoulsilver_trainer_index=256; source=files/poketool/trainer/trainers.json; map_refs=0786_T07GYM0101; matched_map=0786_T07GYM0101,10,5,
TRAINER_LEADER_SABRINA_SABRINA,SABRINA,TRAINER_CLASS_LEADER_SABRINA,27,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_SABRINA,,heartgoldsoulsilver_trainer_index=258; source=files/poketool/trainer/trainers.json; map_refs=0829_T11GYM0101; matched_map=0829_T11GYM0101,10,5,
TRAINER_LEADER_BLUE_BLUE,BLUE,TRAINER_CLASS_LEADER_BLUE,7,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_BLUE,,heartgoldsoulsilver_trainer_index=261; source=files/poketool/trainer/trainers.json; map_refs=0743_T02GYM0101; matched_map=0743_T02GYM0101,10,5,
TRAINER_RIVAL_SILVER_11,SILVER,TRAINER_CLASS_RIVAL,76,,,,TRAINER_PIC_SILVER,,heartgoldsoulsilver_trainer_index=270; source=files/poketool/trainer/trainers.json; map_refs=0023_D18R0101; matched_map=0023_D18R0101,10,5,
TRAINER_RIVAL_SILVER_13,SILVER,TRAINER_CLASS_RIVAL,48,,,,TRAINER_PIC_SILVER,,heartgoldsoulsilver_trainer_index=272; source=files/poketool/trainer/trainers.json; map_refs=0110_D43R0103; matched_map=0110_D43R0103,10,5,
TRAINER_FIREBREATHER_RICHARD,RICHARD,TRAINER_CLASS_FIREBREATHER,76,,,,TRAINER_PIC_FIREBREATHER,,heartgoldsoulsilver_trainer_index=281; source=files/poketool/trainer/trainers.json; map_refs=005_D18R0101; matched_map=005_D18R0101,10,5,
TRAINER_FIREBREATHER_NED,NED,TRAINER_CLASS_FIREBREATHER,76,,,,TRAINER_PIC_FIREBREATHER,,heartgoldsoulsilver_trainer_index=282; source=files/poketool/trainer/trainers.json; map_refs=005_D18R0101; matched_map=005_D18R0101,10,5,
TRAINER_ELDER_LI,LI,TRAINER_CLASS_ELDER,61,,,,TRAINER_PIC_ELDER,,heartgoldsoulsilver_trainer_index=290; source=files/poketool/trainer/trainers.json; map_refs=0018_D15R0103; matched_map=0018_D15R0103,10,5,
TRAINER_SWIMMER_F_DEBBIE,DEBBIE,TRAINER_CLASS_SWIMMER_F,38,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=291; source=files/poketool/trainer/trainers.json; map_refs=088_W19; matched_map=088_W19,10,5,
TRAINER_SWIMMER_F_NICOLE,NICOLE,TRAINER_CLASS_SWIMMER_F,39,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=293; source=files/poketool/trainer/trainers.json; map_refs=089_W20; matched_map=089_W20,10,5,
TRAINER_SWIMMER_F_LORI,LORI,TRAINER_CLASS_SWIMMER_F,39,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=294; source=files/poketool/trainer/trainers.json; map_refs=089_W20; matched_map=089_W20,10,5,
TRAINER_SWIMMER_F_NIKKI,NIKKI,TRAINER_CLASS_SWIMMER_F,46,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=296; source=files/poketool/trainer/trainers.json; map_refs=090_W21; matched_map=090_W21,10,5,
TRAINER_SWIMMER_F_DIANA,DIANA,TRAINER_CLASS_SWIMMER_F,11,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=297; source=files/poketool/trainer/trainers.json; map_refs=0760_T04GYM0101|382_T04GYM0101; matched_map=0760_T04GYM0101,10,5,
TRAINER_SWIMMER_F_BRIANA,BRIANA,TRAINER_CLASS_SWIMMER_F,11,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=298; source=files/poketool/trainer/trainers.json; map_refs=0760_T04GYM0101|382_T04GYM0101; matched_map=0760_T04GYM0101,10,5,
TRAINER_BIRD_KEEPER_GS_HANK,HANK,TRAINER_CLASS_BIRD_KEEPER_GS,9,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=299; source=files/poketool/trainer/trainers.json; map_refs=009_R04; matched_map=009_R04,10,5,
TRAINER_BIRD_KEEPER_GS_ROY,ROY,TRAINER_CLASS_BIRD_KEEPER_GS,35,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=300; source=files/poketool/trainer/trainers.json; map_refs=019_R14; matched_map=019_R14,10,5,
TRAINER_BIRD_KEEPER_GS_BORIS,BORIS,TRAINER_CLASS_BIRD_KEEPER_GS,31,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=301; source=files/poketool/trainer/trainers.json; map_refs=023_R18; matched_map=023_R18,10,5,
TRAINER_BIRD_KEEPER_GS_BOB,BOB,TRAINER_CLASS_BIRD_KEEPER_GS,31,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=302; source=files/poketool/trainer/trainers.json; map_refs=023_R18; matched_map=023_R18,10,5,
TRAINER_CAMPER_JERRY,JERRY,TRAINER_CLASS_CAMPER,54,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=308; source=files/poketool/trainer/trainers.json; map_refs=0752_T03GYM0101|426_T03GYM0101; matched_map=0752_T03GYM0101,10,5,
TRAINER_BIKER_DWAYNE,DWAYNE,TRAINER_CLASS_BIKER,24,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=309; source=files/poketool/trainer/trainers.json; map_refs=013_R08; matched_map=013_R08,10,5,
TRAINER_BIKER_HARRIS,HARRIS,TRAINER_CLASS_BIKER,24,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=310; source=files/poketool/trainer/trainers.json; map_refs=013_R08; matched_map=013_R08,10,5,
TRAINER_BIKER_ZEKE,ZEKE,TRAINER_CLASS_BIKER,24,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=311; source=files/poketool/trainer/trainers.json; map_refs=013_R08; matched_map=013_R08,10,5,
TRAINER_BIKER_CHARLES,CHARLES,TRAINER_CLASS_BIKER,31,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=312; source=files/poketool/trainer/trainers.json; map_refs=023_R18; matched_map=023_R18,10,5,
TRAINER_BIKER_REESE,REESE,TRAINER_CLASS_BIKER,30,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=313; source=files/poketool/trainer/trainers.json; map_refs=022_R17; matched_map=022_R17,10,5,
TRAINER_BIKER_JOEL,JOEL,TRAINER_CLASS_BIKER,30,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=314; source=files/poketool/trainer/trainers.json; map_refs=022_R17; matched_map=022_R17,10,5,
TRAINER_BIKER_GLENN,GLENN,TRAINER_CLASS_BIKER,30,,,,TRAINER_PIC_BIKER,,heartgoldsoulsilver_trainer_index=315; source=files/poketool/trainer/trainers.json; map_refs=022_R17; matched_map=022_R17,10,5,
TRAINER_PSYCHIC_M_HERMAN,HERMAN,TRAINER_CLASS_PSYCHIC_M,17,,,,TRAINER_PIC_PSYCHIC_MALE,,heartgoldsoulsilver_trainer_index=316; source=files/poketool/trainer/trainers.json; map_refs=016_R11; matched_map=016_R11,10,5,
TRAINER_PSYCHIC_M_FIDEL,FIDEL,TRAINER_CLASS_PSYCHIC_M,17,,,,TRAINER_PIC_PSYCHIC_MALE,,heartgoldsoulsilver_trainer_index=317; source=files/poketool/trainer/trainers.json; map_refs=016_R11; matched_map=016_R11,10,5,
TRAINER_FIREBREATHER_BURT,BURT,TRAINER_CLASS_FIREBREATHER,8,,,,TRAINER_PIC_FIREBREATHER,,heartgoldsoulsilver_trainer_index=318; source=files/poketool/trainer/trainers.json; map_refs=008_R03; matched_map=008_R03,10,5,
TRAINER_FIREBREATHER_BILL,BILL,TRAINER_CLASS_FIREBREATHER,64,,,,TRAINER_PIC_FIREBREATHER,,heartgoldsoulsilver_trainer_index=319; source=files/poketool/trainer/trainers.json; map_refs=096_D25R0101; matched_map=096_D25R0101,10,5,
TRAINER_FISHERMAN_MARTIN,MARTIN,TRAINER_CLASS_FISHERMAN,23,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=320; source=files/poketool/trainer/trainers.json; map_refs=017_R12; matched_map=017_R12,10,5,
TRAINER_FISHERMAN_STEPHEN,STEPHEN,TRAINER_CLASS_FISHERMAN,23,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=321; source=files/poketool/trainer/trainers.json; map_refs=017_R12; matched_map=017_R12,10,5,
TRAINER_FISHERMAN_BARNEY,BARNEY,TRAINER_CLASS_FISHERMAN,23,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=322; source=files/poketool/trainer/trainers.json; map_refs=017_R12; matched_map=017_R12,10,5,
TRAINER_TWINS_JO_AND_ZOE,JO & ZOE,TRAINER_CLASS_TWINS,26,,,,TRAINER_PIC_TWINS,True,heartgoldsoulsilver_trainer_index=326; source=files/poketool/trainer/trainers.json; map_refs=0786_T07GYM0101|352_T07GYM0101; matched_map=0786_T07GYM0101,10,5,
TRAINER_SCHOOL_KID_M_DANNY,DANNY,TRAINER_CLASS_SCHOOL_KID_M,3,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=327; source=files/poketool/trainer/trainers.json; map_refs=006_R01; matched_map=006_R01,10,5,
TRAINER_SCHOOL_KID_M_TOMMY,TOMMY,TRAINER_CLASS_SCHOOL_KID_M,34,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=328; source=files/poketool/trainer/trainers.json; map_refs=020_R15; matched_map=020_R15,10,5,
TRAINER_SCHOOL_KID_M_DUDLEY,DUDLEY,TRAINER_CLASS_SCHOOL_KID_M,13,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=329; source=files/poketool/trainer/trainers.json; map_refs=026_R25; matched_map=026_R25,10,5,
TRAINER_SCHOOL_KID_M_JOE,JOE,TRAINER_CLASS_SCHOOL_KID_M,13,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=330; source=files/poketool/trainer/trainers.json; map_refs=026_R25; matched_map=026_R25,10,5,
TRAINER_SCHOOL_KID_M_BILLY,BILLY,TRAINER_CLASS_SCHOOL_KID_M,34,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=331; source=files/poketool/trainer/trainers.json; map_refs=020_R15; matched_map=020_R15,10,5,
