source_title,source_url,stored_file,lockley_alias
Spr B2W2 Tate.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_B2W2_Tate.png,Spr_B2W2_Tate.png,TRAINER_PIC_B2W2_TATE.png
Spr B2W2 Twins.png,https://archives.bulbagarden.net/media/upload/9/97/Spr_B2W2_Twins.png,Spr_B2W2_Twins.png,TRAINER_PIC_B2W2_TWINS.png
Spr B2W2 Veteran F.png,https://archives.bulbagarden.net/media/upload/8/88/Spr_B2W2_Veteran_F.png,Spr_B2W2_Veteran_F.png,TRAINER_PIC_B2W2_VETERAN_F.png
Spr B2W2 Veteran M.png,https://archives.bulbagarden.net/media/upload/4/4f/Spr_B2W2_Veteran_M.png,Spr_B2W2_Veteran_M.png,TRAINER_PIC_B2W2_VETERAN_M.png
Spr B2W2 Volkner.png,https://archives.bulbagarden.net/media/upload/4/4c/Spr_B2W2_Volkner.png,Spr_B2W2_Volkner.png,TRAINER_PIC_B2W2_VOLKNER.png
Spr B2W2 Waiter.png,https://archives.bulbagarden.net/media/upload/3/30/Spr_B2W2_Waiter.png,Spr_B2W2_Waiter.png,TRAINER_PIC_B2W2_WAITER.png
Spr B2W2 Waitress.png,https://archives.bulbagarden.net/media/upload/0/00/Spr_B2W2_Waitress.png,Spr_B2W2_Waitress.png,TRAINER_PIC_B2W2_WAITRESS.png
Spr B2W2 Wallace.png,https://archives.bulbagarden.net/media/upload/5/59/Spr_B2W2_Wallace.png,Spr_B2W2_Wallace.png,TRAINER_PIC_B2W2_WALLACE.png
Spr B2W2 Wattson.png,https://archives.bulbagarden.net/media/upload/8/8d/Spr_B2W2_Wattson.png,Spr_B2W2_Wattson.png,TRAINER_PIC_B2W2_WATTSON.png
Spr B2W2 Weird Light.png,https://archives.bulbagarden.net/media/upload/c/c9/Spr_B2W2_Weird_Light.png,Spr_B2W2_Weird_Light.png,TRAINER_PIC_B2W2_WEIRD_LIGHT.png
Spr B2W2 Whitney.png,https://archives.bulbagarden.net/media/upload/c/c0/Spr_B2W2_Whitney.png,Spr_B2W2_Whitney.png,TRAINER_PIC_B2W2_WHITNEY.png
Spr B2W2 Winona.png,https://archives.bulbagarden.net/media/upload/9/97/Spr_B2W2_Winona.png,Spr_B2W2_Winona.png,TRAINER_PIC_B2W2_WINONA.png
Spr B2W2 Worker.png,https://archives.bulbagarden.net/media/upload/f/f9/Spr_B2W2_Worker.png,Spr_B2W2_Worker.png,TRAINER_PIC_B2W2_WORKER.png
Spr B2W2 WorkerIce.png,https://archives.bulbagarden.net/media/upload/f/f1/Spr_B2W2_WorkerIce.png,Spr_B2W2_WorkerIce.png,TRAINER_PIC_B2W2_WORKERICE.png
Spr B2W2 Youngster.png,https://archives.bulbagarden.net/media/upload/c/cd/Spr_B2W2_Youngster.png,Spr_B2W2_Youngster.png,TRAINER_PIC_B2W2_YOUNGSTER.png
Spr B2W2 Zinzolin.png,https://archives.bulbagarden.net/media/upload/3/3c/Spr_B2W2_Zinzolin.png,Spr_B2W2_Zinzolin.png,TRAINER_PIC_B2W2_ZINZOLIN.png
Spr BW Ace Trainer F.png,https://archives.bulbagarden.net/media/upload/c/c9/Spr_BW_Ace_Trainer_F.png,Spr_BW_Ace_Trainer_F.png,TRAINER_PIC_BW_ACE_TRAINER_F.png
Spr BW Ace Trainer M.png,https://archives.bulbagarden.net/media/upload/7/71/Spr_BW_Ace_Trainer_M.png,Spr_BW_Ace_Trainer_M.png,TRAINER_PIC_BW_ACE_TRAINER_M.png
Spr BW Alder.png,https://archives.bulbagarden.net/media/upload/3/3f/Spr_BW_Alder.png,Spr_BW_Alder.png,TRAINER_PIC_BW_ALDER.png
Spr BW Artist.png,https://archives.bulbagarden.net/media/upload/5/5c/Spr_BW_Artist.png,Spr_BW_Artist.png,TRAINER_PIC_BW_ARTIST.png
Spr BW Backers F.png,https://archives.bulbagarden.net/media/upload/6/6e/Spr_BW_Backers_F.png,Spr_BW_Backers_F.png,TRAINER_PIC_BW_BACKERS_F.png
Spr BW Backers M.png,https://archives.bulbagarden.net/media/upload/3/36/Spr_BW_Backers_M.png,Spr_BW_Backers_M.png,TRAINER_PIC_BW_BACKERS_M.png
Spr BW Backpacker F.png,https://archives.bulbagarden.net/media/upload/9/9d/Spr_BW_Backpacker_F.png,Spr_BW_Backpacker_F.png,TRAINER_PIC_BW_BACKPACKER_F.png
Spr BW Backpacker M.png,https://archives.bulbagarden.net/media/upload/0/03/Spr_BW_Backpacker_M.png,Spr_BW_Backpacker_M.png,TRAINER_PIC_BW_BACKPACKER_M.png
Spr BW Baker.png,https://archives.bulbagarden.net/media/upload/d/d2/Spr_BW_Baker.png,Spr_BW_Baker.png,TRAINER_PIC_BW_BAKER.png
Spr BW Battle Girl.png,https://archives.bulbagarden.net/media/upload/7/71/Spr_BW_Battle_Girl.png,Spr_BW_Battle_Girl.png,TRAINER_PIC_BW_BATTLE_GIRL.png
Spr BW Bianca.png,https://archives.bulbagarden.net/media/upload/c/c3/Spr_BW_Bianca.png,Spr_BW_Bianca.png,TRAINER_PIC_BW_BIANCA.png
Spr BW Biker.png,https://archives.bulbagarden.net/media/upload/7/73/Spr_BW_Biker.png,Spr_BW_Biker.png,TRAINER_PIC_BW_BIKER.png
Spr BW Black Belt.png,https://archives.bulbagarden.net/media/upload/d/d8/Spr_BW_Black_Belt.png,Spr_BW_Black_Belt.png,TRAINER_PIC_BW_BLACK_BELT.png
Spr BW Brycen.png,https://archives.bulbagarden.net/media/upload/9/91/Spr_BW_Brycen.png,Spr_BW_Brycen.png,TRAINER_PIC_BW_BRYCEN.png
Spr BW Burgh.png,https://archives.bulbagarden.net/media/upload/3/3a/Spr_BW_Burgh.png,Spr_BW_Burgh.png,TRAINER_PIC_BW_BURGH.png
Spr BW Caitlin.png,https://archives.bulbagarden.net/media/upload/8/86/Spr_BW_Caitlin.png,Spr_BW_Caitlin.png,TRAINER_PIC_BW_CAITLIN.png
Spr BW Cheren.png,https://archives.bulbagarden.net/media/upload/8/80/Spr_BW_Cheren.png,Spr_BW_Cheren.png,TRAINER_PIC_BW_CHEREN.png
Spr BW Chili.png,https://archives.bulbagarden.net/media/upload/8/86/Spr_BW_Chili.png,Spr_BW_Chili.png,TRAINER_PIC_BW_CHILI.png
Spr BW Cilan.png,https://archives.bulbagarden.net/media/upload/b/bd/Spr_BW_Cilan.png,Spr_BW_Cilan.png,TRAINER_PIC_BW_CILAN.png
Spr BW Clay.png,https://archives.bulbagarden.net/media/upload/3/31/Spr_BW_Clay.png,Spr_BW_Clay.png,TRAINER_PIC_BW_CLAY.png
Spr BW Clerk F.png,https://archives.bulbagarden.net/media/upload/6/65/Spr_BW_Clerk_F.png,Spr_BW_Clerk_F.png,TRAINER_PIC_BW_CLERK_F.png
Spr BW Clerk M A.png,https://archives.bulbagarden.net/media/upload/0/09/Spr_BW_Clerk_M_A.png,Spr_BW_Clerk_M_A.png,TRAINER_PIC_BW_CLERK_M_A.png
Spr BW Clerk M B.png,https://archives.bulbagarden.net/media/upload/e/e8/Spr_BW_Clerk_M_B.png,Spr_BW_Clerk_M_B.png,TRAINER_PIC_BW_CLERK_M_B.png
Spr BW Cress.png,https://archives.bulbagarden.net/media/upload/5/57/Spr_BW_Cress.png,Spr_BW_Cress.png,TRAINER_PIC_BW_CRESS.png
Spr BW Cyclist F.png,https://archives.bulbagarden.net/media/upload/1/18/Spr_BW_Cyclist_F.png,Spr_BW_Cyclist_F.png,TRAINER_PIC_BW_CYCLIST_F.png
Spr BW Cyclist M.png,https://archives.bulbagarden.net/media/upload/6/60/Spr_BW_Cyclist_M.png,Spr_BW_Cyclist_M.png,TRAINER_PIC_BW_CYCLIST_M.png
Spr BW Cynthia.png,https://archives.bulbagarden.net/media/upload/b/bd/Spr_BW_Cynthia.png,Spr_BW_Cynthia.png,TRAINER_PIC_BW_CYNTHIA.png
Spr BW Dancer.png,https://archives.bulbagarden.net/media/upload/4/4f/Spr_BW_Dancer.png,Spr_BW_Dancer.png,TRAINER_PIC_BW_DANCER.png
Spr BW Depot Agent.png,https://archives.bulbagarden.net/media/upload/7/73/Spr_BW_Depot_Agent.png,Spr_BW_Depot_Agent.png,TRAINER_PIC_BW_DEPOT_AGENT.png
Spr BW Doctor.png,https://archives.bulbagarden.net/media/upload/b/b9/Spr_BW_Doctor.png,Spr_BW_Doctor.png,TRAINER_PIC_BW_DOCTOR.png
Spr BW Drayden.png,https://archives.bulbagarden.net/media/upload/d/d7/Spr_BW_Drayden.png,Spr_BW_Drayden.png,TRAINER_PIC_BW_DRAYDEN.png
Spr BW Elesa.png,https://archives.bulbagarden.net/media/upload/7/7c/Spr_BW_Elesa.png,Spr_BW_Elesa.png,TRAINER_PIC_BW_ELESA.png
Spr BW Emmet.png,https://archives.bulbagarden.net/media/upload/1/1c/Spr_BW_Emmet.png,Spr_BW_Emmet.png,TRAINER_PIC_BW_EMMET.png
Spr BW Fisherman.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_BW_Fisherman.png,Spr_BW_Fisherman.png,TRAINER_PIC_BW_FISHERMAN.png
Spr BW Gentleman.png,https://archives.bulbagarden.net/media/upload/4/43/Spr_BW_Gentleman.png,Spr_BW_Gentleman.png,TRAINER_PIC_BW_GENTLEMAN.png
Spr BW Ghetsis.png,https://archives.bulbagarden.net/media/upload/d/de/Spr_BW_Ghetsis.png,Spr_BW_Ghetsis.png,TRAINER_PIC_BW_GHETSIS.png
Spr BW Grimsley.png,https://archives.bulbagarden.net/media/upload/b/bf/Spr_BW_Grimsley.png,Spr_BW_Grimsley.png,TRAINER_PIC_BW_GRIMSLEY.png
Spr BW Harlequin.png,https://archives.bulbagarden.net/media/upload/3/3c/Spr_BW_Harlequin.png,Spr_BW_Harlequin.png,TRAINER_PIC_BW_HARLEQUIN.png
Spr BW Hiker.png,https://archives.bulbagarden.net/media/upload/b/bc/Spr_BW_Hiker.png,Spr_BW_Hiker.png,TRAINER_PIC_BW_HIKER.png
Spr BW Hilbert 2.png,https://archives.bulbagarden.net/media/upload/d/d2/Spr_BW_Hilbert_2.png,Spr_BW_Hilbert_2.png,TRAINER_PIC_BW_HILBERT_2.png
Spr BW Hilbert.png,https://archives.bulbagarden.net/media/upload/3/3c/Spr_BW_Hilbert.png,Spr_BW_Hilbert.png,TRAINER_PIC_BW_HILBERT.png
Spr BW Hilda 2.png,https://archives.bulbagarden.net/media/upload/1/16/Spr_BW_Hilda_2.png,Spr_BW_Hilda_2.png,TRAINER_PIC_BW_HILDA_2.png
Spr BW Hilda.png,https://archives.bulbagarden.net/media/upload/2/2a/Spr_BW_Hilda.png,Spr_BW_Hilda.png,TRAINER_PIC_BW_HILDA.png
Spr BW Hooligans.png,https://archives.bulbagarden.net/media/upload/e/e1/Spr_BW_Hooligans.png,Spr_BW_Hooligans.png,TRAINER_PIC_BW_HOOLIGANS.png
Spr BW Hoopster.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_BW_Hoopster.png,Spr_BW_Hoopster.png,TRAINER_PIC_BW_HOOPSTER.png
Spr BW Infielder.png,https://archives.bulbagarden.net/media/upload/b/bd/Spr_BW_Infielder.png,Spr_BW_Infielder.png,TRAINER_PIC_BW_INFIELDER.png
Spr BW Ingo.png,https://archives.bulbagarden.net/media/upload/4/4b/Spr_BW_Ingo.png,Spr_BW_Ingo.png,TRAINER_PIC_BW_INGO.png
Spr BW Iris.png,https://archives.bulbagarden.net/media/upload/f/f8/Spr_BW_Iris.png,Spr_BW_Iris.png,TRAINER_PIC_BW_IRIS.png
Spr BW Janitor.png,https://archives.bulbagarden.net/media/upload/0/0b/Spr_BW_Janitor.png,Spr_BW_Janitor.png,TRAINER_PIC_BW_JANITOR.png
Spr BW Lady.png,https://archives.bulbagarden.net/media/upload/a/ab/Spr_BW_Lady.png,Spr_BW_Lady.png,TRAINER_PIC_BW_LADY.png
Spr BW Lass Beta.png,https://archives.bulbagarden.net/media/upload/c/c9/Spr_BW_Lass_Beta.png,Spr_BW_Lass_Beta.png,TRAINER_PIC_BW_LASS_BETA.png
Spr BW Lass.png,https://archives.bulbagarden.net/media/upload/8/87/Spr_BW_Lass.png,Spr_BW_Lass.png,TRAINER_PIC_BW_LASS.png
Spr BW Lenora.png,https://archives.bulbagarden.net/media/upload/a/a3/Spr_BW_Lenora.png,Spr_BW_Lenora.png,TRAINER_PIC_BW_LENORA.png
Spr BW Linebacker.png,https://archives.bulbagarden.net/media/upload/c/cc/Spr_BW_Linebacker.png,Spr_BW_Linebacker.png,TRAINER_PIC_BW_LINEBACKER.png
Spr BW Maid.png,https://archives.bulbagarden.net/media/upload/5/51/Spr_BW_Maid.png,Spr_BW_Maid.png,TRAINER_PIC_BW_MAID.png
Spr BW Marshal.png,https://archives.bulbagarden.net/media/upload/2/2e/Spr_BW_Marshal.png,Spr_BW_Marshal.png,TRAINER_PIC_BW_MARSHAL.png
Spr BW Musician.png,https://archives.bulbagarden.net/media/upload/e/e7/Spr_BW_Musician.png,Spr_BW_Musician.png,TRAINER_PIC_BW_MUSICIAN.png
Spr BW N.png,https://archives.bulbagarden.net/media/upload/a/a0/Spr_BW_N.png,Spr_BW_N.png,TRAINER_PIC_BW_N.png
Spr BW Nurse.png,https://archives.bulbagarden.net/media/upload/6/66/Spr_BW_Nurse.png,Spr_BW_Nurse.png,TRAINER_PIC_BW_NURSE.png
Spr BW Nursery Aide.png,https://archives.bulbagarden.net/media/upload/2/20/Spr_BW_Nursery_Aide.png,Spr_BW_Nursery_Aide.png,TRAINER_PIC_BW_NURSERY_AIDE.png
Spr BW Parasol Lady.png,https://archives.bulbagarden.net/media/upload/a/aa/Spr_BW_Parasol_Lady.png,Spr_BW_Parasol_Lady.png,TRAINER_PIC_BW_PARASOL_LADY.png
Spr BW Pilot.png,https://archives.bulbagarden.net/media/upload/7/77/Spr_BW_Pilot.png,Spr_BW_Pilot.png,TRAINER_PIC_BW_PILOT.png
Spr BW Plasma Grunt F.png,https://archives.bulbagarden.net/media/upload/a/a1/Spr_BW_Plasma_Grunt_F.png,Spr_BW_Plasma_Grunt_F.png,TRAINER_PIC_BW_PLASMA_GRUNT_F.png
Spr BW Plasma Grunt M.png,https://archives.bulbagarden.net/media/upload/8/82/Spr_BW_Plasma_Grunt_M.png,Spr_BW_Plasma_Grunt_M.png,TRAINER_PIC_BW_PLASMA_GRUNT_M.png
Spr BW Pokéfan F.png,https://archives.bulbagarden.net/media/upload/2/27/Spr_BW_Pok%C3%A9fan_F.png,Spr_BW_Pokéfan_F.png,TRAINER_PIC_BW_POKEFAN_F.png
Spr BW Pokéfan M.png,https://archives.bulbagarden.net/media/upload/0/0a/Spr_BW_Pok%C3%A9fan_M.png,Spr_BW_Pokéfan_M.png,TRAINER_PIC_BW_POKEFAN_M.png
Spr BW Pokémon Breeder F.png,https://archives.bulbagarden.net/media/upload/6/63/Spr_BW_Pok%C3%A9mon_Breeder_F.png,Spr_BW_Pokémon_Breeder_F.png,TRAINER_PIC_BW_POKEMON_BREEDER_F.png
Spr BW Pokémon Breeder M.png,https://archives.bulbagarden.net/media/upload/3/39/Spr_BW_Pok%C3%A9mon_Breeder_M.png,Spr_BW_Pokémon_Breeder_M.png,TRAINER_PIC_BW_POKEMON_BREEDER_M.png
Spr BW Pokémon Ranger F.png,https://archives.bulbagarden.net/media/upload/0/00/Spr_BW_Pok%C3%A9mon_Ranger_F.png,Spr_BW_Pokémon_Ranger_F.png,TRAINER_PIC_BW_POKEMON_RANGER_F.png
Spr BW Pokémon Ranger M.png,https://archives.bulbagarden.net/media/upload/d/d1/Spr_BW_Pok%C3%A9mon_Ranger_M.png,Spr_BW_Pokémon_Ranger_M.png,TRAINER_PIC_BW_POKEMON_RANGER_M.png
Spr BW Policeman.png,https://archives.bulbagarden.net/media/upload/a/a0/Spr_BW_Policeman.png,Spr_BW_Policeman.png,TRAINER_PIC_BW_POLICEMAN.png
Spr BW Preschooler F.png,https://archives.bulbagarden.net/media/upload/2/21/Spr_BW_Preschooler_F.png,Spr_BW_Preschooler_F.png,TRAINER_PIC_BW_PRESCHOOLER_F.png
Spr BW Preschooler M.png,https://archives.bulbagarden.net/media/upload/4/4b/Spr_BW_Preschooler_M.png,Spr_BW_Preschooler_M.png,TRAINER_PIC_BW_PRESCHOOLER_M.png
Spr BW Psychic F.png,https://archives.bulbagarden.net/media/upload/2/29/Spr_BW_Psychic_F.png,Spr_BW_Psychic_F.png,TRAINER_PIC_BW_PSYCHIC_F.png
Spr BW Psychic M.png,https://archives.bulbagarden.net/media/upload/c/c3/Spr_BW_Psychic_M.png,Spr_BW_Psychic_M.png,TRAINER_PIC_BW_PSYCHIC_M.png
Spr BW Rich Boy.png,https://archives.bulbagarden.net/media/upload/f/f2/Spr_BW_Rich_Boy.png,Spr_BW_Rich_Boy.png,TRAINER_PIC_BW_RICH_BOY.png
Spr BW Roughneck.png,https://archives.bulbagarden.net/media/upload/6/63/Spr_BW_Roughneck.png,Spr_BW_Roughneck.png,TRAINER_PIC_BW_ROUGHNECK.png
Spr BW School Kid F.png,https://archives.bulbagarden.net/media/upload/0/05/Spr_BW_School_Kid_F.png,Spr_BW_School_Kid_F.png,TRAINER_PIC_BW_SCHOOL_KID_F.png
Spr BW School Kid M.png,https://archives.bulbagarden.net/media/upload/8/86/Spr_BW_School_Kid_M.png,Spr_BW_School_Kid_M.png,TRAINER_PIC_BW_SCHOOL_KID_M.png
Spr BW Scientist F.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_BW_Scientist_F.png,Spr_BW_Scientist_F.png,TRAINER_PIC_BW_SCIENTIST_F.png
Spr BW Scientist M.png,https://archives.bulbagarden.net/media/upload/9/95/Spr_BW_Scientist_M.png,Spr_BW_Scientist_M.png,TRAINER_PIC_BW_SCIENTIST_M.png
Spr BW Shauntal.png,https://archives.bulbagarden.net/media/upload/2/28/Spr_BW_Shauntal.png,Spr_BW_Shauntal.png,TRAINER_PIC_BW_SHAUNTAL.png
Spr BW Skyla.png,https://archives.bulbagarden.net/media/upload/c/c2/Spr_BW_Skyla.png,Spr_BW_Skyla.png,TRAINER_PIC_BW_SKYLA.png
Spr BW Smasher.png,https://archives.bulbagarden.net/media/upload/4/41/Spr_BW_Smasher.png,Spr_BW_Smasher.png,TRAINER_PIC_BW_SMASHER.png
Spr BW Socialite.png,https://archives.bulbagarden.net/media/upload/9/9b/Spr_BW_Socialite.png,Spr_BW_Socialite.png,TRAINER_PIC_BW_SOCIALITE.png
Spr BW Striker.png,https://archives.bulbagarden.net/media/upload/7/79/Spr_BW_Striker.png,Spr_BW_Striker.png,TRAINER_PIC_BW_STRIKER.png
Spr BW Swimmer F.png,https://archives.bulbagarden.net/media/upload/e/e8/Spr_BW_Swimmer_F.png,Spr_BW_Swimmer_F.png,TRAINER_PIC_BW_SWIMMER_F.png
Spr BW Swimmer M.png,https://archives.bulbagarden.net/media/upload/3/31/Spr_BW_Swimmer_M.png,Spr_BW_Swimmer_M.png,TRAINER_PIC_BW_SWIMMER_M.png
Spr BW Twins.png,https://archives.bulbagarden.net/media/upload/8/8b/Spr_BW_Twins.png,Spr_BW_Twins.png,TRAINER_PIC_BW_TWINS.png
Spr BW Veteran F.png,https://archives.bulbagarden.net/media/upload/1/1b/Spr_BW_Veteran_F.png,Spr_BW_Veteran_F.png,TRAINER_PIC_BW_VETERAN_F.png
Spr BW Veteran M.png,https://archives.bulbagarden.net/media/upload/9/9f/Spr_BW_Veteran_M.png,Spr_BW_Veteran_M.png,TRAINER_PIC_BW_VETERAN_M.png
Spr BW Waiter.png,https://archives.bulbagarden.net/media/upload/0/05/Spr_BW_Waiter.png,Spr_BW_Waiter.png,TRAINER_PIC_BW_WAITER.png
Spr BW Waitress.png,https://archives.bulbagarden.net/media/upload/1/19/Spr_BW_Waitress.png,Spr_BW_Waitress.png,TRAINER_PIC_BW_WAITRESS.png
Spr BW Worker.png,https://archives.bulbagarden.net/media/upload/1/1b/Spr_BW_Worker.png,Spr_BW_Worker.png,TRAINER_PIC_BW_WORKER.png
Spr BW WorkerIce.png,https://archives.bulbagarden.net/media/upload/b/b4/Spr_BW_WorkerIce.png,Spr_BW_WorkerIce.png,TRAINER_PIC_BW_WORKERICE.png
Spr BW Youngster.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_BW_Youngster.png,Spr_BW_Youngster.png,TRAINER_PIC_BW_YOUNGSTER.png
