encounter_name,trainer_name,trainer_class,canonical_location_id,canonical_location_name,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id,gen1_class,gen1_index,map,source,map_line,x,y,location_method
TRAINER_JR_TRAINER_F_24,,TRAINER_CLASS_JR_TRAINER_F,39,Route 20,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route20; source=object_event; map_line=28; object_xy=55,14; script_label=TEXT_ROUTE20_SWIMMER4",1,4,,JR_TRAINER_F,24,Route20,object_event,28,55,14,route
TRAINER_POKEMANIAC_1,,TRAINER_CLASS_POKEMANIAC,20,Route 10,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=Route10; source=object_event; map_line=25; object_xy=10,44; script_label=TEXT_ROUTE10_SUPER_NERD1",1,4,,POKEMANIAC,1,Route10,object_event,25,10,44,route
TRAINER_POKEMANIAC_2,,TRAINER_CLASS_POKEMANIAC,20,Route 10,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=Route10; source=object_event; map_line=27; object_xy=14,64; script_label=TEXT_ROUTE10_SUPER_NERD2",1,4,,POKEMANIAC,2,Route10,object_event,27,14,64,route
TRAINER_POKEMANIAC_3,,TRAINER_CLASS_POKEMANIAC,21,Rock Tunnel,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=RockTunnelB1F; source=object_event; map_line=25; object_xy=3,5; script_label=TEXT_ROCKTUNNELB1F_SUPER_NERD1",1,4,,POKEMANIAC,3,RockTunnelB1F,object_event,25,3,5,manual
TRAINER_POKEMANIAC_4,,TRAINER_CLASS_POKEMANIAC,21,Rock Tunnel,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=RockTunnelB1F; source=object_event; map_line=26; object_xy=20,21; script_label=TEXT_ROCKTUNNELB1F_SUPER_NERD2",1,4,,POKEMANIAC,4,RockTunnelB1F,object_event,26,20,21,manual
TRAINER_POKEMANIAC_5,,TRAINER_CLASS_POKEMANIAC,21,Rock Tunnel,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=RockTunnelB1F; source=object_event; map_line=30; object_xy=26,30; script_label=TEXT_ROCKTUNNELB1F_SUPER_NERD3",1,4,,POKEMANIAC,5,RockTunnelB1F,object_event,30,26,30,manual
TRAINER_POKEMANIAC_6,,TRAINER_CLASS_POKEMANIAC,48,Victory Road,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=VictoryRoad2F; source=object_event; map_line=34; object_xy=4,2; script_label=TEXT_VICTORYROAD2F_SUPER_NERD2",1,4,,POKEMANIAC,6,VictoryRoad2F,object_event,34,4,2,manual
TRAINER_POKEMANIAC_7,,TRAINER_CLASS_POKEMANIAC,21,Rock Tunnel,,,,TRAINER_PIC_POKEMANIAC,,"redblue_map=RockTunnel1F; source=object_event; map_line=30; object_xy=23,8; script_label=TEXT_ROCKTUNNEL1F_SUPER_NERD",1,4,,POKEMANIAC,7,RockTunnel1F,object_event,30,23,8,manual
TRAINER_SUPER_NERD_1,,TRAINER_CLASS_SUPER_NERD,10,Mt. Moon,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=MtMoon1F; source=object_event; map_line=33; object_xy=24,31; script_label=TEXT_MTMOON1F_SUPER_NERD",1,4,,SUPER_NERD,1,MtMoon1F,object_event,33,24,31,manual
TRAINER_SUPER_NERD_2,,TRAINER_CLASS_SUPER_NERD,10,Mt. Moon,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=MtMoonB2F; source=object_event; map_line=24; object_xy=12,8; script_label=TEXT_MTMOONB2F_SUPER_NERD",1,4,,SUPER_NERD,2,MtMoonB2F,object_event,24,12,8,manual
TRAINER_SUPER_NERD_3,,TRAINER_CLASS_SUPER_NERD,24,Route 8,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=Route8; source=object_event; map_line=26; object_xy=8,5; script_label=TEXT_ROUTE8_SUPER_NERD1",1,4,,SUPER_NERD,3,Route8,object_event,26,8,5,route
TRAINER_SUPER_NERD_4,,TRAINER_CLASS_SUPER_NERD,24,Route 8,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=Route8; source=object_event; map_line=28; object_xy=42,6; script_label=TEXT_ROUTE8_SUPER_NERD2",1,4,,SUPER_NERD,4,Route8,object_event,28,42,6,route
TRAINER_SUPER_NERD_5,,TRAINER_CLASS_SUPER_NERD,24,Route 8,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=Route8; source=object_event; map_line=30; object_xy=26,4; script_label=TEXT_ROUTE8_SUPER_NERD3",1,4,,SUPER_NERD,5,Route8,object_event,30,26,4,route
TRAINER_SUPER_NERD_6,,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map object/script trainer reference was found,1,4,,SUPER_NERD,6,,,,,,unreferenced
TRAINER_SUPER_NERD_7,,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map object/script trainer reference was found,1,4,,SUPER_NERD,7,,,,,,unreferenced
TRAINER_SUPER_NERD_8,,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map object/script trainer reference was found,1,4,,SUPER_NERD,8,,,,,,unreferenced
TRAINER_SUPER_NERD_9,,TRAINER_CLASS_SUPER_NERD,41,Cinnabar Island,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=CinnabarGym; source=object_event; map_line=23; object_xy=17,2; script_label=TEXT_CINNABARGYM_SUPER_NERD1",1,4,,SUPER_NERD,9,CinnabarGym,object_event,23,17,2,manual
TRAINER_SUPER_NERD_10,,TRAINER_CLASS_SUPER_NERD,41,Cinnabar Island,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=CinnabarGym; source=object_event; map_line=25; object_xy=11,4; script_label=TEXT_CINNABARGYM_SUPER_NERD3",1,4,,SUPER_NERD,10,CinnabarGym,object_event,25,11,4,manual
TRAINER_SUPER_NERD_11,,TRAINER_CLASS_SUPER_NERD,41,Cinnabar Island,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=CinnabarGym; source=object_event; map_line=27; object_xy=11,14; script_label=TEXT_CINNABARGYM_SUPER_NERD5",1,4,,SUPER_NERD,11,CinnabarGym,object_event,27,11,14,manual
TRAINER_SUPER_NERD_12,,TRAINER_CLASS_SUPER_NERD,41,Cinnabar Island,,,,TRAINER_PIC_SUPER_NERD,,"redblue_map=CinnabarGym; source=object_event; map_line=29; object_xy=3,8; script_label=TEXT_CINNABARGYM_SUPER_NERD7",1,4,,SUPER_NERD,12,CinnabarGym,object_event,29,3,8,manual
TRAINER_HIKER_1,,TRAINER_CLASS_HIKER,10,Mt. Moon,,,,TRAINER_PIC_HIKER,,"redblue_map=MtMoon1F; source=object_event; map_line=30; object_xy=5,6; script_label=TEXT_MTMOON1F_HIKER",1,4,,HIKER,1,MtMoon1F,object_event,30,5,6,manual
TRAINER_HIKER_2,,TRAINER_CLASS_HIKER,13,Route 25,,,,TRAINER_PIC_HIKER,,"redblue_map=Route25; source=object_event; map_line=29; object_xy=8,4; script_label=TEXT_ROUTE25_HIKER1",1,4,,HIKER,2,Route25,object_event,29,8,4,route
TRAINER_HIKER_3,,TRAINER_CLASS_HIKER,13,Route 25,,,,TRAINER_PIC_HIKER,,"redblue_map=Route25; source=object_event; map_line=30; object_xy=23,9; script_label=TEXT_ROUTE25_HIKER2",1,4,,HIKER,3,Route25,object_event,30,23,9,route
TRAINER_HIKER_4,,TRAINER_CLASS_HIKER,13,Route 25,,,,TRAINER_PIC_HIKER,,"redblue_map=Route25; source=object_event; map_line=31; object_xy=13,7; script_label=TEXT_ROUTE25_HIKER3",1,4,,HIKER,4,Route25,object_event,31,13,7,route
TRAINER_HIKER_5,,TRAINER_CLASS_HIKER,19,Route 9,,,,TRAINER_PIC_HIKER,,"redblue_map=Route9; source=object_event; map_line=29; object_xy=45,15; script_label=TEXT_ROUTE9_HIKER3",1,4,,HIKER,5,Route9,object_event,29,45,15,route
TRAINER_HIKER_6,,TRAINER_CLASS_HIKER,19,Route 9,,,,TRAINER_PIC_HIKER,,"redblue_map=Route9; source=object_event; map_line=27; object_xy=43,3; script_label=TEXT_ROUTE9_HIKER2",1,4,,HIKER,6,Route9,object_event,27,43,3,route
TRAINER_HIKER_7,,TRAINER_CLASS_HIKER,20,Route 10,,,,TRAINER_PIC_HIKER,,"redblue_map=Route10; source=object_event; map_line=26; object_xy=3,57; script_label=TEXT_ROUTE10_HIKER1",1,4,,HIKER,7,Route10,object_event,26,3,57,route
TRAINER_HIKER_8,,TRAINER_CLASS_HIKER,20,Route 10,,,,TRAINER_PIC_HIKER,,"redblue_map=Route10; source=object_event; map_line=29; object_xy=3,61; script_label=TEXT_ROUTE10_HIKER2",1,4,,HIKER,8,Route10,object_event,29,3,61,route
TRAINER_HIKER_9,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnelB1F; source=object_event; map_line=24; object_xy=6,10; script_label=TEXT_ROCKTUNNELB1F_HIKER1",1,4,,HIKER,9,RockTunnelB1F,object_event,24,6,10,manual
TRAINER_HIKER_10,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnelB1F; source=object_event; map_line=27; object_xy=30,10; script_label=TEXT_ROCKTUNNELB1F_HIKER2",1,4,,HIKER,10,RockTunnelB1F,object_event,27,30,10,manual
TRAINER_HIKER_11,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnelB1F; source=object_event; map_line=29; object_xy=33,5; script_label=TEXT_ROCKTUNNELB1F_HIKER3",1,4,,HIKER,11,RockTunnelB1F,object_event,29,33,5,manual
TRAINER_HIKER_12,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnel1F; source=object_event; map_line=27; object_xy=7,5; script_label=TEXT_ROCKTUNNEL1F_HIKER1",1,4,,HIKER,12,RockTunnel1F,object_event,27,7,5,manual
TRAINER_HIKER_13,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnel1F; source=object_event; map_line=28; object_xy=5,16; script_label=TEXT_ROCKTUNNEL1F_HIKER2",1,4,,HIKER,13,RockTunnel1F,object_event,28,5,16,manual
TRAINER_HIKER_14,,TRAINER_CLASS_HIKER,21,Rock Tunnel,,,,TRAINER_PIC_HIKER,,"redblue_map=RockTunnel1F; source=object_event; map_line=29; object_xy=17,15; script_label=TEXT_ROCKTUNNEL1F_HIKER3",1,4,,HIKER,14,RockTunnel1F,object_event,29,17,15,manual
TRAINER_BIKER_1,,TRAINER_CLASS_BIKER,36,Route 13,,,,TRAINER_PIC_BIKER,,"redblue_map=Route13; source=object_event; map_line=32; object_xy=10,7; script_label=TEXT_ROUTE13_BIKER",1,4,,BIKER,1,Route13,object_event,32,10,7,route
TRAINER_BIKER_2,,TRAINER_CLASS_BIKER,35,Route 14,,,,TRAINER_PIC_BIKER,,"redblue_map=Route14; source=object_event; map_line=31; object_xy=4,31; script_label=TEXT_ROUTE14_BIKER4",1,4,,BIKER,2,Route14,object_event,31,4,31,route
TRAINER_BIKER_3,,TRAINER_CLASS_BIKER,34,Route 15,,,,TRAINER_PIC_BIKER,,"redblue_map=Route15; source=object_event; map_line=33; object_xy=48,10; script_label=TEXT_ROUTE15_BIKER1",1,4,,BIKER,3,Route15,object_event,33,48,10,route
TRAINER_BIKER_4,,TRAINER_CLASS_BIKER,34,Route 15,,,,TRAINER_PIC_BIKER,,"redblue_map=Route15; source=object_event; map_line=34; object_xy=46,10; script_label=TEXT_ROUTE15_BIKER2",1,4,,BIKER,4,Route15,object_event,34,46,10,route
TRAINER_BIKER_5,,TRAINER_CLASS_BIKER,29,Route 16,,,,TRAINER_PIC_BIKER,,"redblue_map=Route16; source=object_event; map_line=29; object_xy=17,12; script_label=TEXT_ROUTE16_BIKER1",1,4,,BIKER,5,Route16,object_event,29,17,12,route
TRAINER_BIKER_6,,TRAINER_CLASS_BIKER,29,Route 16,,,,TRAINER_PIC_BIKER,,"redblue_map=Route16; source=object_event; map_line=32; object_xy=9,11; script_label=TEXT_ROUTE16_BIKER4",1,4,,BIKER,6,Route16,object_event,32,9,11,route
TRAINER_BIKER_7,,TRAINER_CLASS_BIKER,29,Route 16,,,,TRAINER_PIC_BIKER,,"redblue_map=Route16; source=object_event; map_line=34; object_xy=3,12; script_label=TEXT_ROUTE16_BIKER6",1,4,,BIKER,7,Route16,object_event,34,3,12,route
TRAINER_BIKER_8,,TRAINER_CLASS_BIKER,30,Route 17,,,,TRAINER_PIC_BIKER,,"redblue_map=Route17; source=object_event; map_line=29; object_xy=4,18; script_label=TEXT_ROUTE17_BIKER3",1,4,,BIKER,8,Route17,object_event,29,4,18,route
TRAINER_BIKER_9,,TRAINER_CLASS_BIKER,30,Route 17,,,,TRAINER_PIC_BIKER,,"redblue_map=Route17; source=object_event; map_line=30; object_xy=7,32; script_label=TEXT_ROUTE17_BIKER4",1,4,,BIKER,9,Route17,object_event,30,7,32,route
TRAINER_BIKER_10,,TRAINER_CLASS_BIKER,30,Route 17,,,,TRAINER_PIC_BIKER,,"redblue_map=Route17; source=object_event; map_line=31; object_xy=14,34; script_label=TEXT_ROUTE17_BIKER5",1,4,,BIKER,10,Route17,object_event,31,14,34,route
TRAINER_BIKER_11,,TRAINER_CLASS_BIKER,30,Route 17,,,,TRAINER_PIC_BIKER,,"redblue_map=Route17; source=object_event; map_line=35; object_xy=5,98; script_label=TEXT_ROUTE17_BIKER9",1,4,,BIKER,11,Route17,object_event,35,5,98,route
TRAINER_BIKER_12,,TRAINER_CLASS_BIKER,30,Route 17,,,,TRAINER_PIC_BIKER,,"redblue_map=Route17; source=object_event; map_line=36; object_xy=10,118; script_label=TEXT_ROUTE17_BIKER10",1,4,,BIKER,12,Route17,object_event,36,10,118,route
TRAINER_BIKER_13,,TRAINER_CLASS_BIKER,35,Route 14,,,,TRAINER_PIC_BIKER,,"redblue_map=Route14; source=object_event; map_line=28; object_xy=5,39; script_label=TEXT_ROUTE14_BIKER1",1,4,,BIKER,13,Route14,object_event,28,5,39,route
TRAINER_BIKER_14,,TRAINER_CLASS_BIKER,35,Route 14,,,,TRAINER_PIC_BIKER,,"redblue_map=Route14; source=object_event; map_line=29; object_xy=4,30; script_label=TEXT_ROUTE14_BIKER2",1,4,,BIKER,14,Route14,object_event,29,4,30,route
TRAINER_BIKER_15,,TRAINER_CLASS_BIKER,35,Route 14,,,,TRAINER_PIC_BIKER,,"redblue_map=Route14; source=object_event; map_line=30; object_xy=15,30; script_label=TEXT_ROUTE14_BIKER3",1,4,,BIKER,15,Route14,object_event,30,15,30,route
TRAINER_BURGLAR_1,,TRAINER_CLASS_BURGLAR,,,,,,TRAINER_PIC_BURGLAR,,party exists in decomp but no map object/script trainer reference was found,1,4,,BURGLAR,1,,,,,,unreferenced
TRAINER_BURGLAR_2,,TRAINER_CLASS_BURGLAR,,,,,,TRAINER_PIC_BURGLAR,,party exists in decomp but no map object/script trainer reference was found,1,4,,BURGLAR,2,,,,,,unreferenced
TRAINER_BURGLAR_3,,TRAINER_CLASS_BURGLAR,,,,,,TRAINER_PIC_BURGLAR,,party exists in decomp but no map object/script trainer reference was found,1,4,,BURGLAR,3,,,,,,unreferenced
TRAINER_BURGLAR_4,,TRAINER_CLASS_BURGLAR,41,Cinnabar Island,,,,TRAINER_PIC_BURGLAR,,"redblue_map=CinnabarGym; source=object_event; map_line=24; object_xy=17,8; script_label=TEXT_CINNABARGYM_SUPER_NERD2",1,4,,BURGLAR,4,CinnabarGym,object_event,24,17,8,manual
TRAINER_BURGLAR_5,,TRAINER_CLASS_BURGLAR,41,Cinnabar Island,,,,TRAINER_PIC_BURGLAR,,"redblue_map=CinnabarGym; source=object_event; map_line=26; object_xy=11,8; script_label=TEXT_CINNABARGYM_SUPER_NERD4",1,4,,BURGLAR,5,CinnabarGym,object_event,26,11,8,manual
TRAINER_BURGLAR_6,,TRAINER_CLASS_BURGLAR,41,Cinnabar Island,,,,TRAINER_PIC_BURGLAR,,"redblue_map=CinnabarGym; source=object_event; map_line=28; object_xy=3,14; script_label=TEXT_CINNABARGYM_SUPER_NERD6",1,4,,BURGLAR,6,CinnabarGym,object_event,28,3,14,manual
TRAINER_BURGLAR_7,,TRAINER_CLASS_BURGLAR,42,Pokemon Mansion,,,,TRAINER_PIC_BURGLAR,,"redblue_map=PokemonMansion2F; source=object_event; map_line=19; object_xy=3,17; script_label=TEXT_POKEMONMANSION2F_SUPER_NERD",1,4,,BURGLAR,7,PokemonMansion2F,object_event,19,3,17,manual
TRAINER_BURGLAR_8,,TRAINER_CLASS_BURGLAR,42,Pokemon Mansion,,,,TRAINER_PIC_BURGLAR,,"redblue_map=PokemonMansion3F; source=object_event; map_line=19; object_xy=5,11; script_label=TEXT_POKEMONMANSION3F_SUPER_NERD",1,4,,BURGLAR,8,PokemonMansion3F,object_event,19,5,11,manual
TRAINER_BURGLAR_9,,TRAINER_CLASS_BURGLAR,42,Pokemon Mansion,,,,TRAINER_PIC_BURGLAR,,"redblue_map=PokemonMansionB1F; source=object_event; map_line=20; object_xy=16,23; script_label=TEXT_POKEMONMANSIONB1F_BURGLAR",1,4,,BURGLAR,9,PokemonMansionB1F,object_event,20,16,23,manual
TRAINER_ENGINEER_1,,TRAINER_CLASS_ENGINEER,,,,,,TRAINER_PIC_ENGINEER,,party exists in decomp but no map object/script trainer reference was found,1,4,,ENGINEER,1,,,,,,unreferenced
TRAINER_ENGINEER_2,,TRAINER_CLASS_ENGINEER,17,Route 11,,,,TRAINER_PIC_ENGINEER,,"redblue_map=Route11; source=object_event; map_line=30; object_xy=36,11; script_label=TEXT_ROUTE11_SUPER_NERD1",1,4,,ENGINEER,2,Route11,object_event,30,36,11,route
TRAINER_ENGINEER_3,,TRAINER_CLASS_ENGINEER,17,Route 11,,,,TRAINER_PIC_ENGINEER,,"redblue_map=Route11; source=object_event; map_line=35; object_xy=45,16; script_label=TEXT_ROUTE11_SUPER_NERD2",1,4,,ENGINEER,3,Route11,object_event,35,45,16,route
TRAINER_FISHER_1,,TRAINER_CLASS_FISHER,16,Vermilion City,,,,TRAINER_PIC_FISHER,,"redblue_map=SSAnne2FRooms; source=object_event; map_line=37; object_xy=13,4; script_label=TEXT_SSANNE2FROOMS_FISHER",1,4,,FISHER,1,SSAnne2FRooms,object_event,37,13,4,manual
TRAINER_FISHER_2,,TRAINER_CLASS_FISHER,16,Vermilion City,,,,TRAINER_PIC_FISHER,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=37; object_xy=0,4; script_label=TEXT_SSANNEB1FROOMS_FISHER",1,4,,FISHER,2,SSAnneB1FRooms,object_event,37,0,4,manual
TRAINER_FISHER_3,,TRAINER_CLASS_FISHER,23,Route 12,,,,TRAINER_PIC_FISHER,,"redblue_map=Route12; source=object_event; map_line=28; object_xy=14,31; script_label=TEXT_ROUTE12_FISHER1",1,4,,FISHER,3,Route12,object_event,28,14,31,route
TRAINER_FISHER_4,,TRAINER_CLASS_FISHER,23,Route 12,,,,TRAINER_PIC_FISHER,,"redblue_map=Route12; source=object_event; map_line=29; object_xy=5,39; script_label=TEXT_ROUTE12_FISHER2",1,4,,FISHER,4,Route12,object_event,29,5,39,route
TRAINER_FISHER_5,,TRAINER_CLASS_FISHER,23,Route 12,,,,TRAINER_PIC_FISHER,,"redblue_map=Route12; source=object_event; map_line=32; object_xy=12,40; script_label=TEXT_ROUTE12_FISHER3",1,4,,FISHER,5,Route12,object_event,32,12,40,route
TRAINER_FISHER_6,,TRAINER_CLASS_FISHER,23,Route 12,,,,TRAINER_PIC_FISHER,,"redblue_map=Route12; source=object_event; map_line=33; object_xy=9,52; script_label=TEXT_ROUTE12_FISHER4",1,4,,FISHER,6,Route12,object_event,33,9,52,route
TRAINER_FISHER_7,,TRAINER_CLASS_FISHER,46,Route 21,,,,TRAINER_PIC_FISHER,,"redblue_map=Route21; source=object_event; map_line=20; object_xy=4,24; script_label=TEXT_ROUTE21_FISHER1",1,4,,FISHER,7,Route21,object_event,20,4,24,route
TRAINER_FISHER_8,,TRAINER_CLASS_FISHER,46,Route 21,,,,TRAINER_PIC_FISHER,,"redblue_map=Route21; source=object_event; map_line=27; object_xy=14,56; script_label=TEXT_ROUTE21_FISHER3",1,4,,FISHER,8,Route21,object_event,27,14,56,route
TRAINER_FISHER_9,,TRAINER_CLASS_FISHER,46,Route 21,,,,TRAINER_PIC_FISHER,,"redblue_map=Route21; source=object_event; map_line=21; object_xy=6,25; script_label=TEXT_ROUTE21_FISHER2",1,4,,FISHER,9,Route21,object_event,21,6,25,route
TRAINER_FISHER_10,,TRAINER_CLASS_FISHER,46,Route 21,,,,TRAINER_PIC_FISHER,,"redblue_map=Route21; source=object_event; map_line=28; object_xy=17,57; script_label=TEXT_ROUTE21_FISHER4",1,4,,FISHER,10,Route21,object_event,28,17,57,route
TRAINER_FISHER_11,,TRAINER_CLASS_FISHER,23,Route 12,,,,TRAINER_PIC_FISHER,,"redblue_map=Route12; source=object_event; map_line=34; object_xy=6,87; script_label=TEXT_ROUTE12_FISHER5",1,4,,FISHER,11,Route12,object_event,34,6,87,route
TRAINER_SWIMMER_1,,TRAINER_CLASS_SWIMMER,11,Cerulean City,,,,TRAINER_PIC_SWIMMER,,"redblue_map=CeruleanGym; source=object_event; map_line=19; object_xy=8,7; script_label=TEXT_CERULEANGYM_SWIMMER",1,4,,SWIMMER,1,CeruleanGym,object_event,19,8,7,manual
TRAINER_SWIMMER_2,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=22; object_xy=8,7; script_label=TEXT_ROUTE19_COOLTRAINER_M1",1,4,,SWIMMER,2,Route19,object_event,22,8,7,route
TRAINER_SWIMMER_3,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=23; object_xy=13,7; script_label=TEXT_ROUTE19_COOLTRAINER_M2",1,4,,SWIMMER,3,Route19,object_event,23,13,7,route
TRAINER_SWIMMER_4,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=24; object_xy=13,25; script_label=TEXT_ROUTE19_SWIMMER1",1,4,,SWIMMER,4,Route19,object_event,24,13,25,route
TRAINER_SWIMMER_5,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=25; object_xy=4,27; script_label=TEXT_ROUTE19_SWIMMER2",1,4,,SWIMMER,5,Route19,object_event,25,4,27,route
TRAINER_SWIMMER_6,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=26; object_xy=16,31; script_label=TEXT_ROUTE19_SWIMMER3",1,4,,SWIMMER,6,Route19,object_event,26,16,31,route
TRAINER_SWIMMER_7,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=27; object_xy=9,11; script_label=TEXT_ROUTE19_SWIMMER4",1,4,,SWIMMER,7,Route19,object_event,27,9,11,route
TRAINER_SWIMMER_8,,TRAINER_CLASS_SWIMMER,38,Route 19,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route19; source=object_event; map_line=30; object_xy=9,42; script_label=TEXT_ROUTE19_SWIMMER7",1,4,,SWIMMER,8,Route19,object_event,30,9,42,route
TRAINER_SWIMMER_9,,TRAINER_CLASS_SWIMMER,39,Route 20,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route20; source=object_event; map_line=25; object_xy=87,8; script_label=TEXT_ROUTE20_SWIMMER1",1,4,,SWIMMER,9,Route20,object_event,25,87,8,route
TRAINER_SWIMMER_10,,TRAINER_CLASS_SWIMMER,39,Route 20,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route20; source=object_event; map_line=29; object_xy=38,13; script_label=TEXT_ROUTE20_SWIMMER5",1,4,,SWIMMER,10,Route20,object_event,29,38,13,route
TRAINER_SWIMMER_11,,TRAINER_CLASS_SWIMMER,39,Route 20,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route20; source=object_event; map_line=30; object_xy=87,13; script_label=TEXT_ROUTE20_SWIMMER6",1,4,,SWIMMER,11,Route20,object_event,30,87,13,route
TRAINER_SWIMMER_12,,TRAINER_CLASS_SWIMMER,46,Route 21,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route21; source=object_event; map_line=22; object_xy=10,31; script_label=TEXT_ROUTE21_SWIMMER1",1,4,,SWIMMER,12,Route21,object_event,22,10,31,route
TRAINER_SWIMMER_13,,TRAINER_CLASS_SWIMMER,46,Route 21,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route21; source=object_event; map_line=24; object_xy=16,63; script_label=TEXT_ROUTE21_SWIMMER3",1,4,,SWIMMER,13,Route21,object_event,24,16,63,route
TRAINER_SWIMMER_14,,TRAINER_CLASS_SWIMMER,46,Route 21,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route21; source=object_event; map_line=25; object_xy=5,71; script_label=TEXT_ROUTE21_SWIMMER4",1,4,,SWIMMER,14,Route21,object_event,25,5,71,route
TRAINER_SWIMMER_15,,TRAINER_CLASS_SWIMMER,46,Route 21,,,,TRAINER_PIC_SWIMMER,,"redblue_map=Route21; source=object_event; map_line=26; object_xy=15,71; script_label=TEXT_ROUTE21_SWIMMER5",1,4,,SWIMMER,15,Route21,object_event,26,15,71,route
TRAINER_CUE_BALL_1,,TRAINER_CLASS_CUE_BALL,29,Route 16,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route16; source=object_event; map_line=30; object_xy=14,13; script_label=TEXT_ROUTE16_BIKER2",1,4,,CUE_BALL,1,Route16,object_event,30,14,13,route
TRAINER_CUE_BALL_2,,TRAINER_CLASS_CUE_BALL,29,Route 16,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route16; source=object_event; map_line=31; object_xy=11,12; script_label=TEXT_ROUTE16_BIKER3",1,4,,CUE_BALL,2,Route16,object_event,31,11,12,route
TRAINER_CUE_BALL_3,,TRAINER_CLASS_CUE_BALL,29,Route 16,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route16; source=object_event; map_line=33; object_xy=6,10; script_label=TEXT_ROUTE16_BIKER5",1,4,,CUE_BALL,3,Route16,object_event,33,6,10,route
TRAINER_CUE_BALL_4,,TRAINER_CLASS_CUE_BALL,30,Route 17,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route17; source=object_event; map_line=27; object_xy=12,19; script_label=TEXT_ROUTE17_BIKER1",1,4,,CUE_BALL,4,Route17,object_event,27,12,19,route
TRAINER_CUE_BALL_5,,TRAINER_CLASS_CUE_BALL,30,Route 17,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route17; source=object_event; map_line=28; object_xy=11,16; script_label=TEXT_ROUTE17_BIKER2",1,4,,CUE_BALL,5,Route17,object_event,28,11,16,route
TRAINER_CUE_BALL_6,,TRAINER_CLASS_CUE_BALL,30,Route 17,,,,TRAINER_PIC_CUE_BALL,,"redblue_map=Route17; source=object_event; map_line=32; object_xy=17,58; script_label=TEXT_ROUTE17_BIKER6",1,4,,CUE_BALL,6,Route17,object_event,32,17,58,route
