map,file,line,label,class,id,event,source,x,y,location_method,canonical_location_id,canonical_location_name
Route19,Route19.asm,39,TrainerSwimmermHarold,SWIMMERM,HAROLD,EVENT_BEAT_SWIMMERM_HAROLD,trainer,13,28,route,38,Route 19
Route19,Route19.asm,50,TrainerSwimmermJerome,SWIMMERM,JEROME,EVENT_BEAT_SWIMMERM_JEROME,trainer,11,17,route,38,Route 19
Route19,Route19.asm,61,TrainerSwimmermTucker,SWIMMERM,TUCKER,EVENT_BEAT_SWIMMERM_TUCKER,trainer,8,23,route,38,Route 19
Route2,Route2.asm,17,TrainerBugCatcherRob,BUG_CATCHER,ROB,EVENT_BEAT_BUG_CATCHER_ROB,trainer,10,45,route,6,Route 2
Route2,Route2.asm,28,TrainerBugCatcherEd,BUG_CATCHER,ED,EVENT_BEAT_BUG_CATCHER_ED,trainer,5,5,route,6,Route 2
Route2,Route2.asm,39,TrainerBugCatcherDoug,BUG_CATCHER,DOUG,EVENT_BEAT_BUG_CATCHER_DOUG,trainer,4,43,route,6,Route 2
Route20,Route20.asm,17,TrainerSwimmerfNicole,SWIMMERF,NICOLE,EVENT_BEAT_SWIMMERF_NICOLE,trainer,52,8,route,39,Route 20
Route20,Route20.asm,28,TrainerSwimmerfLori,SWIMMERF,LORI,EVENT_BEAT_SWIMMERF_LORI,trainer,45,13,route,39,Route 20
Route20,Route20.asm,39,TrainerSwimmermCameron,SWIMMERM,CAMERON,EVENT_BEAT_SWIMMERM_CAMERON,trainer,12,13,route,39,Route 20
Route21,Route21.asm,12,TrainerSwimmermSeth,SWIMMERM,SETH,EVENT_BEAT_SWIMMERM_SETH,trainer,2,30,route,46,Route 21
Route21,Route21.asm,23,TrainerSwimmerfNikki,SWIMMERF,NIKKI,EVENT_BEAT_SWIMMERF_NIKKI,trainer,11,16,route,46,Route 21
Route21,Route21.asm,34,TrainerFisherArnold,FISHER,ARNOLD,EVENT_BEAT_FISHER_ARNOLD,trainer,14,22,route,46,Route 21
Route25,Route25.asm,80,TrainerSchoolboyDudley,SCHOOLBOY,DUDLEY,EVENT_BEAT_SCHOOLBOY_DUDLEY,trainer,12,8,route,13,Route 25
Route25,Route25.asm,91,TrainerLassEllen,LASS,ELLEN,EVENT_BEAT_LASS_ELLEN,trainer,16,11,route,13,Route 25
Route25,Route25.asm,102,TrainerSchoolboyJoe,SCHOOLBOY,JOE,EVENT_BEAT_SCHOOLBOY_JOE,trainer,21,8,route,13,Route 25
Route25,Route25.asm,113,TrainerLassLaura,LASS,LAURA,EVENT_BEAT_LASS_LAURA,trainer,22,6,route,13,Route 25
Route25,Route25.asm,124,TrainerCamperLloyd,CAMPER,LLOYD,EVENT_BEAT_CAMPER_LLOYD,trainer,25,4,route,13,Route 25
Route25,Route25.asm,135,TrainerLassShannon,LASS,SHANNON,EVENT_BEAT_LASS_SHANNON,trainer,28,11,route,13,Route 25
Route25,Route25.asm,146,TrainerSupernerdPat,SUPER_NERD,PAT,EVENT_BEAT_SUPER_NERD_PAT,trainer,31,7,route,13,Route 25
Route26,Route26.asm,17,TrainerCooltrainermJake,COOLTRAINERM,JAKE,EVENT_BEAT_COOLTRAINERM_JAKE,trainer,11,16,route,98,Route 26
Route26,Route26.asm,28,TrainerCooltrainermGaven3,COOLTRAINERM,GAVEN3,EVENT_BEAT_COOLTRAINERM_GAVEN,trainer,9,38,route,98,Route 26
Route26,Route26.asm,62,TrainerCooltrainermGaven3,COOLTRAINERM,GAVEN3,,loadtrainer,,,route,98,Route 26
Route26,Route26.asm,111,TrainerCooltrainerfJoyce,COOLTRAINERF,JOYCE,EVENT_BEAT_COOLTRAINERF_JOYCE,trainer,10,56,route,98,Route 26
Route26,Route26.asm,122,TrainerCooltrainerfBeth1,COOLTRAINERF,BETH1,EVENT_BEAT_COOLTRAINERF_BETH,trainer,5,8,route,98,Route 26
Route26,Route26.asm,156,TrainerCooltrainerfBeth1,COOLTRAINERF,BETH1,,loadtrainer,,,route,98,Route 26
Route26,Route26.asm,205,TrainerPsychicRichard,PSYCHIC_T,RICHARD,EVENT_BEAT_PSYCHIC_RICHARD,trainer,13,79,route,98,Route 26
Route26,Route26.asm,216,TrainerFisherScott,FISHER,SCOTT,EVENT_BEAT_FISHER_SCOTT,trainer,10,92,route,98,Route 26
Route27,Route27.asm,50,TrainerPsychicGilbert,PSYCHIC_T,GILBERT,EVENT_BEAT_PSYCHIC_GILBERT,trainer,64,7,route,96,Route 27
Route27,Route27.asm,61,TrainerBirdKeeperJose2,BIRD_KEEPER,JOSE2,EVENT_BEAT_BIRD_KEEPER_JOSE2,trainer,58,13,route,96,Route 27
Route27,Route27.asm,95,TrainerBirdKeeperJose2,BIRD_KEEPER,JOSE2,,loadtrainer,,,route,96,Route 27
Route27,Route27.asm,144,TrainerCooltrainermBlake,COOLTRAINERM,BLAKE,EVENT_BEAT_COOLTRAINERM_BLAKE,trainer,49,7,route,96,Route 27
Route27,Route27.asm,155,TrainerCooltrainermBrian,COOLTRAINERM,BRIAN,EVENT_BEAT_COOLTRAINERM_BRIAN,trainer,58,6,route,96,Route 27
Route27,Route27.asm,166,TrainerCooltrainerfReena,COOLTRAINERF,REENA1,EVENT_BEAT_COOLTRAINERF_REENA,trainer,72,11,route,96,Route 27
Route27,Route27.asm,200,TrainerCooltrainerfReena,COOLTRAINERF,REENA1,,loadtrainer,,,route,96,Route 27
Route27,Route27.asm,249,TrainerCooltrainerfMegan,COOLTRAINERF,MEGAN,EVENT_BEAT_COOLTRAINERF_MEGAN,trainer,37,6,route,96,Route 27
Route3,Route3.asm,13,TrainerFirebreatherOtis,FIREBREATHER,OTIS,EVENT_BEAT_FIREBREATHER_OTIS,trainer,26,12,route,8,Route 3
Route3,Route3.asm,24,TrainerYoungsterWarren,YOUNGSTER,WARREN,EVENT_BEAT_YOUNGSTER_WARREN,trainer,11,2,route,8,Route 3
Route3,Route3.asm,35,TrainerYoungsterJimmy,YOUNGSTER,JIMMY,EVENT_BEAT_YOUNGSTER_JIMMY,trainer,20,4,route,8,Route 3
Route3,Route3.asm,46,TrainerFirebreatherBurt,FIREBREATHER,BURT,EVENT_BEAT_FIREBREATHER_BURT,trainer,49,5,route,8,Route 3
Route30,Route30.asm,39,TrainerYoungsterJoey,YOUNGSTER,JOEY1,EVENT_BEAT_YOUNGSTER_JOEY,trainer,6,29,route,57,Route 30
Route30,Route30.asm,73,TrainerYoungsterJoey,YOUNGSTER,JOEY1,,loadtrainer,,,route,57,Route 30
Route30,Route30.asm,122,TrainerYoungsterMikey,YOUNGSTER,MIKEY,EVENT_BEAT_YOUNGSTER_MIKEY,trainer,5,23,route,57,Route 30
Route30,Route30.asm,133,TrainerBugCatcherDon,BUG_CATCHER,DON,EVENT_BEAT_BUG_CATCHER_DON,trainer,4,7,route,57,Route 30
Route31,Route31.asm,26,TrainerBugCatcherWade1,BUG_CATCHER,WADE1,EVENT_BEAT_BUG_CATCHER_WADE,trainer,18,15,route,58,Route 31
Route31,Route31.asm,60,TrainerBugCatcherWade1,BUG_CATCHER,WADE1,,loadtrainer,,,route,58,Route 31
Route32,Route32.asm,145,TrainerCamperRoland,CAMPER,ROLAND,EVENT_BEAT_CAMPER_ROLAND,trainer,1,56,route,62,Route 32
Route32,Route32.asm,156,TrainerFisherJustin,FISHER,JUSTIN,EVENT_BEAT_FISHER_JUSTIN,trainer,8,49,route,62,Route 32
Route32,Route32.asm,167,TrainerFisherRalph1,FISHER,RALPH1,EVENT_BEAT_FISHER_RALPH,trainer,12,56,route,62,Route 32
Route32,Route32.asm,201,TrainerFisherRalph1,FISHER,RALPH1,,loadtrainer,,,route,62,Route 32
Route32,Route32.asm,250,TrainerFisherHenry,FISHER,HENRY,EVENT_BEAT_FISHER_HENRY,trainer,6,48,route,62,Route 32
Route32,Route32.asm,261,TrainerPicnickerLiz1,PICNICKER,LIZ1,EVENT_BEAT_PICNICKER_LIZ,trainer,10,30,route,62,Route 32
Route32,Route32.asm,295,TrainerPicnickerLiz1,PICNICKER,LIZ1,,loadtrainer,,,route,62,Route 32
Route32,Route32.asm,344,TrainerYoungsterAlbert,YOUNGSTER,ALBERT,EVENT_BEAT_YOUNGSTER_ALBERT,trainer,13,23,route,62,Route 32
Route32,Route32.asm,355,TrainerYoungsterGordon,YOUNGSTER,GORDON,EVENT_BEAT_YOUNGSTER_GORDON,trainer,4,65,route,62,Route 32
Route32,Route32.asm,366,TrainerBirdKeeperPeter,BIRD_KEEPER,PETER,EVENT_BEAT_BIRD_KEEPER_PETER,trainer,11,82,route,62,Route 32
Route33,Route33.asm,11,TrainerHikerAnthony,HIKER,ANTHONY2,EVENT_BEAT_HIKER_ANTHONY,trainer,6,13,route,65,Route 33
Route33,Route33.asm,45,TrainerHikerAnthony,HIKER,ANTHONY2,,loadtrainer,,,route,65,Route 33
Route34,Route34.asm,88,TrainerCamperTodd1,CAMPER,TODD1,EVENT_BEAT_CAMPER_TODD,trainer,13,7,route,69,Route 34
Route34,Route34.asm,122,TrainerCamperTodd1,CAMPER,TODD1,,loadtrainer,,,route,69,Route 34
Route34,Route34.asm,171,TrainerPicnickerGina1,PICNICKER,GINA1,EVENT_BEAT_PICNICKER_GINA,trainer,10,26,route,69,Route 34
Route34,Route34.asm,205,TrainerPicnickerGina1,PICNICKER,GINA1,,loadtrainer,,,route,69,Route 34
Route34,Route34.asm,285,TrainerYoungsterSamuel,YOUNGSTER,SAMUEL,EVENT_BEAT_YOUNGSTER_SAMUEL,trainer,15,33,route,69,Route 34
Route34,Route34.asm,296,TrainerYoungsterIan,YOUNGSTER,IAN,EVENT_BEAT_YOUNGSTER_IAN,trainer,17,22,route,69,Route 34
Route34,Route34.asm,307,TrainerPokefanmBrandon,POKEFANM,BRANDON,EVENT_BEAT_POKEFANM_BRANDON,trainer,19,28,route,69,Route 34
Route34,Route34.asm,318,TrainerCooltrainerfIrene,COOLTRAINERF,IRENE,EVENT_BEAT_COOLTRAINERF_IRENE,trainer,11,48,route,69,Route 34
Route34,Route34.asm,337,TrainerCooltrainerfJenn,COOLTRAINERF,JENN,EVENT_BEAT_COOLTRAINERF_JENN,trainer,3,48,route,69,Route 34
Route34,Route34.asm,356,TrainerCooltrainerfKate,COOLTRAINERF,KATE,EVENT_BEAT_COOLTRAINERF_KATE,trainer,6,51,route,69,Route 34
Route35,Route35.asm,20,TrainerBirdKeeperBryan,BIRD_KEEPER,BRYAN,EVENT_BEAT_BIRD_KEEPER_BRYAN,trainer,14,28,route,71,Route 35
Route35,Route35.asm,31,TrainerJugglerIrwin,JUGGLER,IRWIN1,EVENT_BEAT_JUGGLER_IRWIN,trainer,5,10,route,71,Route 35
Route35,Route35.asm,65,TrainerJugglerIrwin,JUGGLER,IRWIN1,,loadtrainer,,,route,71,Route 35
Route35,Route35.asm,114,TrainerCamperIvan,CAMPER,IVAN,EVENT_BEAT_CAMPER_IVAN,trainer,3,19,route,71,Route 35
Route35,Route35.asm,125,TrainerCamperElliot,CAMPER,ELLIOT,EVENT_BEAT_CAMPER_ELLIOT,trainer,8,20,route,71,Route 35
Route35,Route35.asm,136,TrainerPicnickerBrooke,PICNICKER,BROOKE,EVENT_BEAT_PICNICKER_BROOKE,trainer,7,20,route,71,Route 35
Route35,Route35.asm,147,TrainerPicnickerKim,PICNICKER,KIM,EVENT_BEAT_PICNICKER_KIM,trainer,11,24,route,71,Route 35
Route35,Route35.asm,158,TrainerBugCatcherArnie,BUG_CATCHER,ARNIE1,EVENT_BEAT_BUG_CATCHER_ARNIE,trainer,16,7,route,71,Route 35
Route35,Route35.asm,192,TrainerBugCatcherArnie,BUG_CATCHER,ARNIE1,,loadtrainer,,,route,71,Route 35
Route35,Route35.asm,213,TrainerFirebreatherWalt,FIREBREATHER,WALT,EVENT_BEAT_FIREBREATHER_WALT,trainer,2,10,route,71,Route 35
Route36,Route36.asm,116,TrainerSchoolboyAlan1,SCHOOLBOY,ALAN1,EVENT_BEAT_SCHOOLBOY_ALAN,trainer,31,14,route,73,Route 36
Route36,Route36.asm,150,TrainerSchoolboyAlan1,SCHOOLBOY,ALAN1,,loadtrainer,,,route,73,Route 36
Route36,Route36.asm,199,TrainerPsychicMark,PSYCHIC_T,MARK,EVENT_BEAT_PSYCHIC_MARK,trainer,20,12,route,73,Route 36
Route37,Route37.asm,27,TrainerTwinsAnnandanne1,TWINS,ANNANDANNE1,EVENT_BEAT_TWINS_ANN_AND_ANNE,trainer,6,12,route,74,Route 37
Route37,Route37.asm,38,TrainerTwinsAnnandanne2,TWINS,ANNANDANNE2,EVENT_BEAT_TWINS_ANN_AND_ANNE,trainer,7,12,route,74,Route 37
Route37,Route37.asm,49,TrainerPsychicGreg,PSYCHIC_T,GREG,EVENT_BEAT_PSYCHIC_GREG,trainer,9,6,route,74,Route 37
Route38,Route38.asm,15,TrainerBirdKeeperToby,BIRD_KEEPER,TOBY,EVENT_BEAT_BIRD_KEEPER_TOBY,trainer,15,10,route,78,Route 38
Route38,Route38.asm,26,TrainerSailorHarry,SAILOR,HARRY,EVENT_BEAT_SAILOR_HARRY,trainer,25,5,route,78,Route 38
Route38,Route38.asm,37,TrainerLassDana1,LASS,DANA1,EVENT_BEAT_LASS_DANA,trainer,15,3,route,78,Route 38
Route38,Route38.asm,71,TrainerLassDana1,LASS,DANA1,,loadtrainer,,,route,78,Route 38
Route38,Route38.asm,120,TrainerSchoolboyChad1,SCHOOLBOY,CHAD1,EVENT_BEAT_SCHOOLBOY_CHAD,trainer,4,1,route,78,Route 38
Route38,Route38.asm,154,TrainerSchoolboyChad1,SCHOOLBOY,CHAD1,,loadtrainer,,,route,78,Route 38
Route38,Route38.asm,203,TrainerBeautyValerie,BEAUTY,VALERIE,EVENT_BEAT_BEAUTY_VALERIE,trainer,9,6,route,78,Route 38
Route39,Route39.asm,26,TrainerPokefanmDerek,POKEFANM,DEREK1,EVENT_BEAT_POKEFANM_DEREK,trainer,11,19,route,79,Route 39
Route39,Route39.asm,60,TrainerPokefanmDerek,POKEFANM,DEREK1,,loadtrainer,,,route,79,Route 39
Route39,Route39.asm,109,TrainerPokefanfRuth,POKEFANF,RUTH,EVENT_BEAT_POKEFANF_RUTH,trainer,13,22,route,79,Route 39
Route39,Route39.asm,120,TrainerSailorEugene,SAILOR,EUGENE,EVENT_BEAT_SAILOR_EUGENE,trainer,13,29,route,79,Route 39
Route39,Route39.asm,131,TrainerPsychicNorman,PSYCHIC_T,NORMAN,EVENT_BEAT_PSYCHIC_NORMAN,trainer,13,6,route,79,Route 39
Route4,Route4.asm,13,TrainerBirdKeeperHank,BIRD_KEEPER,HANK,EVENT_BEAT_BIRD_KEEPER_HANK,trainer,17,9,route,9,Route 4
Route4,Route4.asm,24,TrainerPicnickerHope,PICNICKER,HOPE,EVENT_BEAT_PICNICKER_HOPE,trainer,10,8,route,9,Route 4
Route4,Route4.asm,35,TrainerPicnickerSharon,PICNICKER,SHARON,EVENT_BEAT_PICNICKER_SHARON,trainer,21,6,route,9,Route 4
Route40,Route40.asm,29,TrainerSwimmerfElaine,SWIMMERF,ELAINE,EVENT_BEAT_SWIMMERF_ELAINE,trainer,3,19,route,81,Route 40
Route40,Route40.asm,40,TrainerSwimmerfPaula,SWIMMERF,PAULA,EVENT_BEAT_SWIMMERF_PAULA,trainer,10,25,route,81,Route 40
Route40,Route40.asm,51,TrainerSwimmermSimon,SWIMMERM,SIMON,EVENT_BEAT_SWIMMERM_SIMON,trainer,14,15,route,81,Route 40
Route40,Route40.asm,62,TrainerSwimmermRandall,SWIMMERM,RANDALL,EVENT_BEAT_SWIMMERM_RANDALL,trainer,18,30,route,81,Route 40
Route41,Route41.asm,19,TrainerSwimmerfKaylee,SWIMMERF,KAYLEE,EVENT_BEAT_SWIMMERF_KAYLEE,trainer,17,4,route,82,Route 41
Route41,Route41.asm,30,TrainerSwimmerfSusie,SWIMMERF,SUSIE,EVENT_BEAT_SWIMMERF_SUSIE,trainer,23,19,route,82,Route 41
Route41,Route41.asm,41,TrainerSwimmerfDenise,SWIMMERF,DENISE,EVENT_BEAT_SWIMMERF_DENISE,trainer,27,34,route,82,Route 41
Route41,Route41.asm,52,TrainerSwimmerfKara,SWIMMERF,KARA,EVENT_BEAT_SWIMMERF_KARA,trainer,44,28,route,82,Route 41
Route41,Route41.asm,63,TrainerSwimmerfWendy,SWIMMERF,WENDY,EVENT_BEAT_SWIMMERF_WENDY,trainer,9,50,route,82,Route 41
Route41,Route41.asm,74,TrainerSwimmermCharlie,SWIMMERM,CHARLIE,EVENT_BEAT_SWIMMERM_CHARLIE,trainer,32,6,route,82,Route 41
Route41,Route41.asm,85,TrainerSwimmermGeorge,SWIMMERM,GEORGE,EVENT_BEAT_SWIMMERM_GEORGE,trainer,46,8,route,82,Route 41
Route41,Route41.asm,96,TrainerSwimmermBerke,SWIMMERM,BERKE,EVENT_BEAT_SWIMMERM_BERKE,trainer,20,26,route,82,Route 41
Route41,Route41.asm,107,TrainerSwimmermKirk,SWIMMERM,KIRK,EVENT_BEAT_SWIMMERM_KIRK,trainer,32,30,route,82,Route 41
Route41,Route41.asm,118,TrainerSwimmermMathew,SWIMMERM,MATHEW,EVENT_BEAT_SWIMMERM_MATHEW,trainer,19,46,route,82,Route 41
Route42,Route42.asm,17,TrainerFisherChris,FISHER,CHRIS1,EVENT_BEAT_FISHER_CHRIS,trainer,40,10,route,85,Route 42
Route42,Route42.asm,51,TrainerFisherChris,FISHER,CHRIS1,,loadtrainer,,,route,85,Route 42
Route42,Route42.asm,100,TrainerPokemaniacShane,POKEMANIAC,SHANE,EVENT_BEAT_POKEMANIAC_SHANE,trainer,47,8,route,85,Route 42
Route42,Route42.asm,111,TrainerHikerBenjamin,HIKER,BENJAMIN,EVENT_BEAT_HIKER_BENJAMIN,trainer,51,9,route,85,Route 42
Route43,Route43.asm,28,TrainerCamperSpencer,CAMPER,SPENCER,EVENT_BEAT_CAMPER_SPENCER,trainer,15,43,route,87,Route 43
Route43,Route43.asm,39,TrainerPokemaniacBen,POKEMANIAC,BEN,EVENT_BEAT_POKEMANIAC_BEN,trainer,14,6,route,87,Route 43
Route43,Route43.asm,50,TrainerPokemaniacBrent,POKEMANIAC,BRENT1,EVENT_BEAT_POKEMANIAC_BRENT,trainer,13,20,route,87,Route 43
Route43,Route43.asm,84,TrainerPokemaniacBrent,POKEMANIAC,BRENT1,,loadtrainer,,,route,87,Route 43
Route43,Route43.asm,133,TrainerPokemaniacRon,POKEMANIAC,RON,EVENT_BEAT_POKEMANIAC_RON,trainer,13,7,route,87,Route 43
Route43,Route43.asm,144,TrainerFisherMarvin,FISHER,MARVIN,EVENT_BEAT_FISHER_MARVIN,trainer,4,16,route,87,Route 43
Route43,Route43.asm,155,TrainerPicnickerTiffany,PICNICKER,TIFFANY3,EVENT_BEAT_PICNICKER_TIFFANY,trainer,9,29,route,87,Route 43
Route43,Route43.asm,189,TrainerPicnickerTiffany,PICNICKER,TIFFANY3,,loadtrainer,,,route,87,Route 43
Route44,Route44.asm,19,TrainerBirdKeeperVance1,BIRD_KEEPER,VANCE1,EVENT_BEAT_BIRD_KEEPER_VANCE,trainer,50,7,route,90,Route 44
Route44,Route44.asm,53,TrainerBirdKeeperVance1,BIRD_KEEPER,VANCE1,,loadtrainer,,,route,90,Route 44
Route44,Route44.asm,102,TrainerPsychicPhil,PSYCHIC_T,PHIL,EVENT_BEAT_PSYCHIC_PHIL,trainer,10,9,route,90,Route 44
Route44,Route44.asm,113,TrainerFisherWilton1,FISHER,WILTON1,EVENT_BEAT_FISHER_WILTON,trainer,42,5,route,90,Route 44
Route44,Route44.asm,147,TrainerFisherWilton1,FISHER,WILTON1,,loadtrainer,,,route,90,Route 44
Route44,Route44.asm,168,TrainerFisherEdgar,FISHER,EDGAR,EVENT_BEAT_FISHER_EDGAR,trainer,19,13,route,90,Route 44
Route44,Route44.asm,179,TrainerCooltrainerfCybil,COOLTRAINERF,CYBIL,EVENT_BEAT_COOLTRAINERF_CYBIL,trainer,31,14,route,90,Route 44
Route44,Route44.asm,190,TrainerPokemaniacZach,POKEMANIAC,ZACH,EVENT_BEAT_POKEMANIAC_ZACH,trainer,35,2,route,90,Route 44
Route44,Route44.asm,201,TrainerCooltrainermAllen,COOLTRAINERM,ALLEN,EVENT_BEAT_COOLTRAINERM_ALLEN,trainer,41,15,route,90,Route 44
Route45,Route45.asm,21,TrainerBlackbeltKenji,BLACKBELT_T,KENJI3,EVENT_BEAT_BLACKBELT_KENJI,trainer,11,50,route,94,Route 45
Route45,Route45.asm,55,TrainerBlackbeltKenji,BLACKBELT_T,KENJI3,,loadtrainer,,,route,94,Route 45
Route45,Route45.asm,104,TrainerHikerErik,HIKER,ERIK,EVENT_BEAT_HIKER_ERIK,trainer,10,16,route,94,Route 45
Route45,Route45.asm,115,TrainerHikerMichael,HIKER,MICHAEL,EVENT_BEAT_HIKER_MICHAEL,trainer,15,64,route,94,Route 45
Route45,Route45.asm,126,TrainerHikerParry,HIKER,PARRY3,EVENT_BEAT_HIKER_PARRY,trainer,5,28,route,94,Route 45
Route45,Route45.asm,160,TrainerHikerParry,HIKER,PARRY3,,loadtrainer,,,route,94,Route 45
Route45,Route45.asm,181,TrainerHikerTimothy,HIKER,TIMOTHY,EVENT_BEAT_HIKER_TIMOTHY,trainer,9,64,route,94,Route 45
Route45,Route45.asm,192,TrainerCooltrainermRyan,COOLTRAINERM,RYAN,EVENT_BEAT_COOLTRAINERM_RYAN,trainer,17,18,route,94,Route 45
Route45,Route45.asm,203,TrainerCooltrainerfKelly,COOLTRAINERF,KELLY,EVENT_BEAT_COOLTRAINERF_KELLY,trainer,4,36,route,94,Route 45
Route46,Route46.asm,15,TrainerCamperTed,CAMPER,TED,EVENT_BEAT_CAMPER_TED,trainer,3,13,route,95,Route 46
Route46,Route46.asm,26,TrainerPicnickerErin1,PICNICKER,ERIN1,EVENT_BEAT_PICNICKER_ERIN,trainer,1,15,route,95,Route 46
Route46,Route46.asm,60,TrainerPicnickerErin1,PICNICKER,ERIN1,,loadtrainer,,,route,95,Route 46
Route46,Route46.asm,109,TrainerHikerBailey,HIKER,BAILEY,EVENT_BEAT_HIKER_BAILEY,trainer,12,18,route,95,Route 46
Route8,Route8.asm,15,TrainerBikerDwayne,BIKER,DWAYNE,EVENT_BEAT_BIKER_DWAYNE,trainer,10,8,route,24,Route 8
Route8,Route8.asm,26,TrainerBikerHarris,BIKER,HARRIS,EVENT_BEAT_BIKER_HARRIS,trainer,10,9,route,24,Route 8
Route8,Route8.asm,37,TrainerBikerZeke,BIKER,ZEKE,EVENT_BEAT_BIKER_ZEKE,trainer,10,10,route,24,Route 8
Route8,Route8.asm,48,TrainerSupernerdSam,SUPER_NERD,SAM,EVENT_BEAT_SUPER_NERD_SAM,trainer,20,6,route,24,Route 8
Route8,Route8.asm,59,TrainerSupernerdTom,SUPER_NERD,TOM,EVENT_BEAT_SUPER_NERD_TOM,trainer,27,9,route,24,Route 8
Route9,Route9.asm,15,TrainerCamperDean,CAMPER,DEAN,EVENT_BEAT_CAMPER_DEAN,trainer,23,11,route,19,Route 9
Route9,Route9.asm,26,TrainerPicnickerHeidi,PICNICKER,HEIDI,EVENT_BEAT_PICNICKER_HEIDI,trainer,35,8,route,19,Route 9
Route9,Route9.asm,37,TrainerCamperSid,CAMPER,SID,EVENT_BEAT_CAMPER_SID,trainer,11,2,route,19,Route 9
Route9,Route9.asm,48,TrainerPicnickerEdna,PICNICKER,EDNA,EVENT_BEAT_PICNICKER_EDNA,trainer,9,10,route,19,Route 9
Route9,Route9.asm,59,TrainerHikerTim,HIKER,TIM,EVENT_BEAT_HIKER_TIM,trainer,32,3,route,19,Route 9
Route9,Route9.asm,70,TrainerHikerSidney,HIKER,SIDNEY,EVENT_BEAT_HIKER_SIDNEY,trainer,33,15,route,19,Route 9
RuinsOfAlphOutside,RuinsOfAlphOutside.asm,72,TrainerPsychicNathan,PSYCHIC_T,NATHAN,EVENT_BEAT_PSYCHIC_NATHAN,trainer,4,20,manual,63,Ruins of Alph
RuinsOfAlphOutside,RuinsOfAlphOutside.asm,83,TrainerSuperNerdEricUnused,SUPER_NERD,ERIC_UNUSED,EVENT_BEAT_SUPER_NERD_ERIC_UNUSED,trainer,,,manual,63,Ruins of Alph
SaffronGym,SaffronGym.asm,48,TrainerMediumRebecca,MEDIUM,REBECCA,EVENT_BEAT_MEDIUM_REBECCA,trainer,17,16,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,59,TrainerPsychicFranklin,PSYCHIC_T,FRANKLIN,EVENT_BEAT_PSYCHIC_FRANKLIN,trainer,3,16,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,70,TrainerMediumDoris,MEDIUM,DORIS,EVENT_BEAT_MEDIUM_DORIS,trainer,3,4,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,81,TrainerPsychicJared,PSYCHIC_T,JARED,EVENT_BEAT_PSYCHIC_JARED,trainer,17,4,canon_not_in_event,27,Saffron City
SlowpokeWellB1F,SlowpokeWellB1F.asm,21,TrainerGruntM29,GRUNTM,GRUNTM_29,EVENT_BEAT_ROCKET_GRUNTM_29,trainer,14,8,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,32,TrainerGruntM1,GRUNTM,GRUNTM_1,EVENT_BEAT_ROCKET_GRUNTM_1,trainer,5,2,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,75,TrainerGruntM2,GRUNTM,GRUNTM_2,EVENT_BEAT_ROCKET_GRUNTM_2,trainer,5,6,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,86,TrainerGruntF1,GRUNTF,GRUNTF_1,EVENT_BEAT_ROCKET_GRUNTF_1,trainer,13,2,manual,67,Slowpoke Well
SproutTower1F,SproutTower1F.asm,27,TrainerSageChow,SAGE,CHOW,EVENT_BEAT_SAGE_CHOW,trainer,2,1,manual,61,Sprout Tower
SproutTower2F,SproutTower2F.asm,12,TrainerSageNico,SAGE,NICO,EVENT_BEAT_SAGE_NICO,trainer,14,4,manual,61,Sprout Tower
SproutTower2F,SproutTower2F.asm,23,TrainerSageEdmond,SAGE,EDMOND,EVENT_BEAT_SAGE_EDMOND,trainer,3,15,manual,61,Sprout Tower
SproutTower3F,SproutTower3F.asm,94,TrainerSageJin,SAGE,JIN,EVENT_BEAT_SAGE_JIN,trainer,8,13,manual,61,Sprout Tower
SproutTower3F,SproutTower3F.asm,105,TrainerSageTroy,SAGE,TROY,EVENT_BEAT_SAGE_TROY,trainer,8,8,manual,61,Sprout Tower
SproutTower3F,SproutTower3F.asm,116,TrainerSageNeal,SAGE,NEAL,EVENT_BEAT_SAGE_NEAL,trainer,11,11,manual,61,Sprout Tower
TeamRocketBaseB1F,TeamRocketBaseB1F.asm,482,TrainerScientistJed,SCIENTIST,JED,EVENT_BEAT_SCIENTIST_JED,trainer,18,12,manual,89,Rocket Hideout
TeamRocketBaseB1F,TeamRocketBaseB1F.asm,493,TrainerGruntM16,GRUNTM,GRUNTM_16,EVENT_BEAT_ROCKET_GRUNTM_16,trainer,2,4,manual,89,Rocket Hideout
TeamRocketBaseB2F,TeamRocketBaseB2F.asm,189,TrainerGruntM17,GRUNTM,GRUNTM_17,EVENT_BEAT_ROCKET_GRUNTM_17,trainer,25,13,manual,89,Rocket Hideout
TeamRocketBaseB2F,TeamRocketBaseB2F.asm,200,TrainerGruntM18,GRUNTM,GRUNTM_18,EVENT_BEAT_ROCKET_GRUNTM_18,trainer,2,1,manual,89,Rocket Hideout
