source_title,source_url,stored_file,platinum_alias
Spr HGSS Skier.png,https://archives.bulbagarden.net/media/upload/4/41/Spr_HGSS_Skier.png,Spr_HGSS_Skier.png,
Spr HGSS Super Nerd.png,https://archives.bulbagarden.net/media/upload/3/3d/Spr_HGSS_Super_Nerd.png,Spr_HGSS_Super_Nerd.png,
Spr HGSS Swimmer F.png,https://archives.bulbagarden.net/media/upload/5/5f/Spr_HGSS_Swimmer_F.png,Spr_HGSS_Swimmer_F.png,
Spr HGSS Swimmer M JP.png,https://archives.bulbagarden.net/media/upload/d/d7/Spr_HGSS_Swimmer_M_JP.png,Spr_HGSS_Swimmer_M_JP.png,
Spr HGSS Swimmer M.png,https://archives.bulbagarden.net/media/upload/b/bd/Spr_HGSS_Swimmer_M.png,Spr_HGSS_Swimmer_M.png,
Spr HGSS Teacher.png,https://archives.bulbagarden.net/media/upload/a/ab/Spr_HGSS_Teacher.png,Spr_HGSS_Teacher.png,
Spr HGSS Twins.png,https://archives.bulbagarden.net/media/upload/f/f8/Spr_HGSS_Twins.png,Spr_HGSS_Twins.png,
Spr HGSS Whitney.png,https://archives.bulbagarden.net/media/upload/f/fc/Spr_HGSS_Whitney.png,Spr_HGSS_Whitney.png,
Spr HGSS Will.png,https://archives.bulbagarden.net/media/upload/f/fd/Spr_HGSS_Will.png,Spr_HGSS_Will.png,
Spr HGSS Young Couple.png,https://archives.bulbagarden.net/media/upload/1/17/Spr_HGSS_Young_Couple.png,Spr_HGSS_Young_Couple.png,
Spr HGSS Youngster.png,https://archives.bulbagarden.net/media/upload/d/d0/Spr_HGSS_Youngster.png,Spr_HGSS_Youngster.png,
Spr Pt Aaron.png,https://archives.bulbagarden.net/media/upload/8/8e/Spr_Pt_Aaron.png,Spr_Pt_Aaron.png,TRAINER_PIC_ELITE_FOUR_AARON.png
Spr Pt Argenta.png,https://archives.bulbagarden.net/media/upload/f/f5/Spr_Pt_Argenta.png,Spr_Pt_Argenta.png,TRAINER_PIC_HALL_MATRON.png
Spr Pt Barry.png,https://archives.bulbagarden.net/media/upload/d/d5/Spr_Pt_Barry.png,Spr_Pt_Barry.png,TRAINER_PIC_RIVAL.png
Spr Pt Bertha.png,https://archives.bulbagarden.net/media/upload/f/fa/Spr_Pt_Bertha.png,Spr_Pt_Bertha.png,TRAINER_PIC_ELITE_FOUR_BERTHA.png
Spr Pt Buck.png,https://archives.bulbagarden.net/media/upload/9/9a/Spr_Pt_Buck.png,Spr_Pt_Buck.png,TRAINER_PIC_TRAINER_BUCK.png
Spr Pt Byron.png,https://archives.bulbagarden.net/media/upload/f/f0/Spr_Pt_Byron.png,Spr_Pt_Byron.png,TRAINER_PIC_LEADER_BYRON.png
Spr Pt Candice.png,https://archives.bulbagarden.net/media/upload/8/88/Spr_Pt_Candice.png,Spr_Pt_Candice.png,TRAINER_PIC_LEADER_CANDICE.png
Spr Pt Charon.png,https://archives.bulbagarden.net/media/upload/e/e6/Spr_Pt_Charon.png,Spr_Pt_Charon.png,TRAINER_PIC_CHARON.png
Spr Pt Cheryl.png,https://archives.bulbagarden.net/media/upload/2/2b/Spr_Pt_Cheryl.png,Spr_Pt_Cheryl.png,TRAINER_PIC_TRAINER_CHERYL.png
Spr Pt Crasher Wake.png,https://archives.bulbagarden.net/media/upload/0/06/Spr_Pt_Crasher_Wake.png,Spr_Pt_Crasher_Wake.png,TRAINER_PIC_LEADER_WAKE.png
Spr Pt Cynthia.png,https://archives.bulbagarden.net/media/upload/d/d2/Spr_Pt_Cynthia.png,Spr_Pt_Cynthia.png,TRAINER_PIC_CHAMPION_CYNTHIA.png
Spr Pt Cyrus.png,https://archives.bulbagarden.net/media/upload/9/97/Spr_Pt_Cyrus.png,Spr_Pt_Cyrus.png,TRAINER_PIC_GALACTIC_BOSS.png
Spr Pt Dahlia.png,https://archives.bulbagarden.net/media/upload/3/36/Spr_Pt_Dahlia.png,Spr_Pt_Dahlia.png,TRAINER_PIC_ARCADE_STAR.png
Spr Pt Darach Caitlin.png,https://archives.bulbagarden.net/media/upload/f/f6/Spr_Pt_Darach_Caitlin.png,Spr_Pt_Darach_Caitlin.png,TRAINER_PIC_CASTLE_VALET.png
Spr Pt Dawn.png,https://archives.bulbagarden.net/media/upload/d/d6/Spr_Pt_Dawn.png,Spr_Pt_Dawn.png,TRAINER_PIC_DP_PLAYER_FEMALE.png
Spr Pt Fantina.png,https://archives.bulbagarden.net/media/upload/3/33/Spr_Pt_Fantina.png,Spr_Pt_Fantina.png,TRAINER_PIC_LEADER_FANTINA.png
Spr Pt Flint.png,https://archives.bulbagarden.net/media/upload/9/97/Spr_Pt_Flint.png,Spr_Pt_Flint.png,TRAINER_PIC_ELITE_FOUR_FLINT.png
Spr Pt Gardenia.png,https://archives.bulbagarden.net/media/upload/0/07/Spr_Pt_Gardenia.png,Spr_Pt_Gardenia.png,TRAINER_PIC_LEADER_GARDENIA.png
Spr Pt Looker.png,https://archives.bulbagarden.net/media/upload/c/c4/Spr_Pt_Looker.png,Spr_Pt_Looker.png,TRAINER_PIC_LOOKER.png
Spr Pt Lucas.png,https://archives.bulbagarden.net/media/upload/6/6b/Spr_Pt_Lucas.png,Spr_Pt_Lucas.png,TRAINER_PIC_DP_PLAYER_MALE.png
Spr Pt Lucian.png,https://archives.bulbagarden.net/media/upload/9/99/Spr_Pt_Lucian.png,Spr_Pt_Lucian.png,TRAINER_PIC_ELITE_FOUR_LUCIAN.png
Spr Pt Maid.png,https://archives.bulbagarden.net/media/upload/d/d7/Spr_Pt_Maid.png,Spr_Pt_Maid.png,TRAINER_PIC_MAID.png
Spr Pt Marley.png,https://archives.bulbagarden.net/media/upload/6/67/Spr_Pt_Marley.png,Spr_Pt_Marley.png,TRAINER_PIC_TRAINER_MARLEY.png
Spr Pt Maylene.png,https://archives.bulbagarden.net/media/upload/5/52/Spr_Pt_Maylene.png,Spr_Pt_Maylene.png,TRAINER_PIC_LEADER_MAYLENE.png
Spr Pt Mira.png,https://archives.bulbagarden.net/media/upload/d/dd/Spr_Pt_Mira.png,Spr_Pt_Mira.png,TRAINER_PIC_TRAINER_MIRA.png
Spr Pt Palmer.png,https://archives.bulbagarden.net/media/upload/8/83/Spr_Pt_Palmer.png,Spr_Pt_Palmer.png,TRAINER_PIC_TOWER_TYCOON.png
Spr Pt Riley.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_Pt_Riley.png,Spr_Pt_Riley.png,TRAINER_PIC_TRAINER_RILEY.png
Spr Pt Roark.png,https://archives.bulbagarden.net/media/upload/3/38/Spr_Pt_Roark.png,Spr_Pt_Roark.png,TRAINER_PIC_LEADER_ROARK.png
Spr Pt Thorton.png,https://archives.bulbagarden.net/media/upload/1/18/Spr_Pt_Thorton.png,Spr_Pt_Thorton.png,TRAINER_PIC_FACTORY_HEAD.png
Spr Pt Volkner.png,https://archives.bulbagarden.net/media/upload/8/8a/Spr_Pt_Volkner.png,Spr_Pt_Volkner.png,TRAINER_PIC_LEADER_VOLKNER.png
