encounter_name,trainer_name,trainer_class,trainer_class_id,trainer_pic,match_source
TRAINER_PKMN_RANGER_M_LEWIS,LEWIS,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_PKMN_RANGER_M_ALAIN,ALAIN,TRAINER_CLASS_PKMN_RANGER_M,24,TRAINER_PIC_BW_POKEMON_RANGER_M,trainer_class_id
TRAINER_PKMN_RANGER_F_SHANTI,SHANTI,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_F_MARY,MARY,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_F_ANNIE,ANNIE,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_PKMN_RANGER_F_HEIDI,HEIDI,TRAINER_CLASS_PKMN_RANGER_F,25,TRAINER_PIC_BW_POKEMON_RANGER_F,trainer_class_id
TRAINER_LASS_KARA,KARA,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_INFIELDER_ALEX,ALEX,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_INFIELDER_CONNOR,CONNOR,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_HIKER_BRET,BRET,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_HARDY,HARDY,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_NEIL,NEIL,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HARLEQUIN_JACK,JACK,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_HARLEQUIN_TRAINER_197,,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_HARLEQUIN_LOUIS,LOUIS,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_HARLEQUIN_KERRY,KERRY,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_HARLEQUIN_RICK,RICK,TRAINER_CLASS_HARLEQUIN,32,TRAINER_PIC_BW_HARLEQUIN,trainer_class_id
TRAINER_WORKER_FELIX,FELIX,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_WORKER_STERLING,STERLING,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_WORKER_DON,DON,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_TWINS_TRAINER_204,,TRAINER_CLASS_TWINS,16,TRAINER_PIC_BW_TWINS,trainer_class_id
TRAINER_ACE_TRAINER_M_MARIANA,MARIANA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_HENRY,HENRY,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_LASS_SIBYL,SIBYL,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_RICH_BOY_BRAD,BRAD,TRAINER_CLASS_RICH_BOY,41,TRAINER_PIC_BW_RICH_BOY,trainer_class_id
TRAINER_LADY_ELIZANDRA,ELIZANDRA,TRAINER_CLASS_LADY,42,TRAINER_PIC_BW_LADY,trainer_class_id
TRAINER_SOCIALITE_CASSANDRA,CASSANDRA,TRAINER_CLASS_SOCIALITE,75,TRAINER_PIC_BW_SOCIALITE,trainer_class_id
TRAINER_GENTLEMAN_ROBERT,ROBERT,TRAINER_CLASS_GENTLEMAN,76,TRAINER_PIC_BW_GENTLEMAN,trainer_class_id
TRAINER_BATTLE_GIRL_MIRIAM,MIRIAM,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_BATTLE_GIRL_MIKIKO,MIKIKO,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_BATTLE_GIRL_CHANDRA,CHANDRA,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_BLACK_BELT_GRANT,GRANT,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_BLACK_BELT_KENDREW,KENDREW,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_BLACK_BELT_THOMAS,THOMAS,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_TEAM_PLASMA_N_2,N,TRAINER_CLASS_TEAM_PLASMA,47,TRAINER_PIC_BW_N,trainer_name
TRAINER_PKMN_TRAINER_TRAINER_219,,TRAINER_CLASS_PKMN_TRAINER,40,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_TEAM_PLASMA_TRAINER_220,,TRAINER_CLASS_TEAM_PLASMA,47,TRAINER_PIC_BW_N,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_4,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_5,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_6,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_7,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_8,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_9,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_10,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_ELITE_FOUR_SHAUNTAL,SHAUNTAL,TRAINER_CLASS_ELITE_FOUR,78,TRAINER_PIC_BW_SHAUNTAL,trainer_name
TRAINER_ELITE_FOUR_MARSHAL,MARSHAL,TRAINER_CLASS_ELITE_FOUR,79,TRAINER_PIC_BW_MARSHAL,trainer_name
TRAINER_ELITE_FOUR_GRIMSLEY,GRIMSLEY,TRAINER_CLASS_ELITE_FOUR,80,TRAINER_PIC_BW_GRIMSLEY,trainer_name
TRAINER_ELITE_FOUR_CAITLIN,CAITLIN,TRAINER_CLASS_ELITE_FOUR,81,TRAINER_PIC_BW_CAITLIN,trainer_name
TRAINER_TEAM_PLASMA_GHETSIS,GHETSIS,TRAINER_CLASS_TEAM_PLASMA,82,TRAINER_PIC_BW_GHETSIS,trainer_name
TRAINER_PSYCHIC_M_LOW,LOW,TRAINER_CLASS_PSYCHIC_M,35,TRAINER_PIC_BW_PSYCHIC_M,trainer_class_id
TRAINER_PSYCHIC_M_GAVEN,GAVEN,TRAINER_CLASS_PSYCHIC_M,35,TRAINER_PIC_BW_PSYCHIC_M,trainer_class_id
TRAINER_PSYCHIC_F_CYBIL,CYBIL,TRAINER_CLASS_PSYCHIC_F,36,TRAINER_PIC_BW_PSYCHIC_F,trainer_class_id
TRAINER_BACKPACKER_M_KELSEY,KELSEY,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_M_NATE,NATE,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_BACKPACKER_F_LIZ,LIZ,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_BACKPACKER_F_ELAINE,ELAINE,TRAINER_CLASS_BACKPACKER_F,28,TRAINER_PIC_BW_BACKPACKER_F,trainer_class_id
TRAINER_SCIENTIST_RONALD,RONALD,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_WORKER_BRAND,BRAND,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_HIKER_DARRELL,DARRELL,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_TERRELL,TERRELL,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_ACE_TRAINER_M_SHANTA,SHANTA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_CATHY,CATHY,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_DWAYNE,DWAYNE,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_DAVID,DAVID,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_BLACK_BELT_TYRONE,TYRONE,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_DOCTOR_LOGAN,LOGAN,TRAINER_CLASS_DOCTOR,61,TRAINER_PIC_BW_DOCTOR,trainer_class_id
TRAINER_VETERAN_M_MARTELL,MARTELL,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_VETERAN_F_TIFFANY,TIFFANY,TRAINER_CLASS_VETERAN_F,71,TRAINER_PIC_BW_VETERAN_F,trainer_class_id
TRAINER_BLACK_BELT_EDWARD,EDWARD,TRAINER_CLASS_BLACK_BELT,51,TRAINER_PIC_BW_BLACK_BELT,trainer_class_id
TRAINER_BATTLE_GIRL_MAGGIE,MAGGIE,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_BATTLE_GIRL_XIAO,XIAO,TRAINER_CLASS_BATTLE_GIRL,64,TRAINER_PIC_BW_BATTLE_GIRL,trainer_class_id
TRAINER_HIKER_HUGH,HUGH,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_HIKER_CLARKE,CLARKE,TRAINER_CLASS_HIKER,74,TRAINER_PIC_BW_HIKER,trainer_class_id
TRAINER_SCIENTIST_RON,RON,TRAINER_CLASS_SCIENTIST,52,TRAINER_PIC_BW_SCIENTIST_M,trainer_class_id
TRAINER_SCIENTIST_MARIA,MARIA,TRAINER_CLASS_SCIENTIST,46,TRAINER_PIC_BW_SCIENTIST_F,trainer_class_id
TRAINER_VETERAN_M_SHAUN,SHAUN,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_VETERAN_F_JULIA,JULIA,TRAINER_CLASS_VETERAN_F,71,TRAINER_PIC_BW_VETERAN_F,trainer_class_id
TRAINER_ACE_TRAINER_M_BEVERLY,BEVERLY,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_TERRY,TERRY,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_PSYCHIC_F_BELLE,BELLE,TRAINER_CLASS_PSYCHIC_F,36,TRAINER_PIC_BW_PSYCHIC_F,trainer_class_id
TRAINER_ACE_TRAINER_M_KASSANDRA,KASSANDRA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_OLWEN,OLWEN,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_CLARA,CLARA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_DARA,DARA,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_M_TRAINER_268,,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_BECKETT,BECKETT,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_WEBSTER,WEBSTER,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_JOSE,JOSE,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_TOM,TOM,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_ACE_TRAINER_F_TRAINER_273,,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_VETERAN_M_HUGO,HUGO,TRAINER_CLASS_VETERAN_M,70,TRAINER_PIC_BW_VETERAN_M,trainer_class_id
TRAINER_VETERAN_F_KIM,KIM,TRAINER_CLASS_VETERAN_F,71,TRAINER_PIC_BW_VETERAN_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_11,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_TRAINER_277,,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_12,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_13,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_ACE_TRAINER_M_TRAINER_280,,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_AUSTIN,AUSTIN,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
TRAINER_CLERK_M_TRAINER_282,,TRAINER_CLASS_CLERK_M,66,TRAINER_PIC_BW_CLERK_M_A,trainer_class_id
TRAINER_WAITER_TRAINER_283,,TRAINER_CLASS_WAITER,8,TRAINER_PIC_BW_WAITER,trainer_class_id
TRAINER_RICH_BOY_MARTIN,MARTIN,TRAINER_CLASS_RICH_BOY,41,TRAINER_PIC_BW_RICH_BOY,trainer_class_id
TRAINER_LASS_MAYA,MAYA,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_LADY_TRAINER_286,,TRAINER_CLASS_LADY,42,TRAINER_PIC_BW_LADY,trainer_class_id
TRAINER_PKMN_TRAINER_CHEREN_10,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_11,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_PKMN_TRAINER_CHEREN_12,CHEREN,TRAINER_CLASS_PKMN_TRAINER,37,TRAINER_PIC_BW_CHEREN,trainer_name
TRAINER_BACKPACKER_M_KEANE,KEANE,TRAINER_CLASS_BACKPACKER_M,27,TRAINER_PIC_BW_BACKPACKER_M,trainer_class_id
TRAINER_WORKER_GUS,GUS,TRAINER_CLASS_WORKER,26,TRAINER_PIC_BW_WORKER,trainer_class_id
TRAINER_SCHOOL_KID_F_GINA,GINA,TRAINER_CLASS_SCHOOL_KID_F,5,TRAINER_PIC_BW_SCHOOL_KID_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_14,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_15,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_16,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_17,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_18,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_19,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_20,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_21,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_22,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_23,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_24,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_25,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_26,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_27,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_28,GRUNT,TRAINER_CLASS_TEAM_PLASMA,39,TRAINER_PIC_BW_PLASMA_GRUNT_M,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_29,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_30,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_31,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_32,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_33,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_TEAM_PLASMA_GRUNT_34,GRUNT,TRAINER_CLASS_TEAM_PLASMA,77,TRAINER_PIC_BW_PLASMA_GRUNT_F,trainer_class_id
TRAINER_SMASHER_MARI,MARI,TRAINER_CLASS_SMASHER,6,TRAINER_PIC_BW_SMASHER,trainer_class_id
TRAINER_SMASHER_ELENA_2,ELENA,TRAINER_CLASS_SMASHER,6,TRAINER_PIC_BW_SMASHER,trainer_class_id
TRAINER_SMASHER_ELENA_3,ELENA,TRAINER_CLASS_SMASHER,6,TRAINER_PIC_BW_SMASHER,trainer_class_id
TRAINER_SMASHER_ELENA_4,ELENA,TRAINER_CLASS_SMASHER,6,TRAINER_PIC_BW_SMASHER,trainer_class_id
TRAINER_SMASHER_ASPEN_2,ASPEN,TRAINER_CLASS_SMASHER,6,TRAINER_PIC_BW_SMASHER,trainer_class_id
TRAINER_INFIELDER_TODD,TODD,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_INFIELDER_ALEX_2,ALEX,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_INFIELDER_ALEX_3,ALEX,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_INFIELDER_ALEX_4,ALEX,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_INFIELDER_CONNOR_2,CONNOR,TRAINER_CLASS_INFIELDER,73,TRAINER_PIC_BW_INFIELDER,trainer_class_id
TRAINER_STRIKER_MARCO,MARCO,TRAINER_CLASS_STRIKER,53,TRAINER_PIC_BW_STRIKER,trainer_class_id
TRAINER_STRIKER_TONY_2,TONY,TRAINER_CLASS_STRIKER,53,TRAINER_PIC_BW_STRIKER,trainer_class_id
TRAINER_STRIKER_TONY_3,TONY,TRAINER_CLASS_STRIKER,53,TRAINER_PIC_BW_STRIKER,trainer_class_id
TRAINER_STRIKER_TONY_4,TONY,TRAINER_CLASS_STRIKER,53,TRAINER_PIC_BW_STRIKER,trainer_class_id
TRAINER_STRIKER_ROBERTO_2,ROBERTO,TRAINER_CLASS_STRIKER,53,TRAINER_PIC_BW_STRIKER,trainer_class_id
TRAINER_LINEBACKER_JONAH,JONAH,TRAINER_CLASS_LINEBACKER,7,TRAINER_PIC_BW_LINEBACKER,trainer_class_id
TRAINER_LINEBACKER_DAN_2,DAN,TRAINER_CLASS_LINEBACKER,7,TRAINER_PIC_BW_LINEBACKER,trainer_class_id
TRAINER_LINEBACKER_DAN_3,DAN,TRAINER_CLASS_LINEBACKER,7,TRAINER_PIC_BW_LINEBACKER,trainer_class_id
TRAINER_LINEBACKER_DAN_4,DAN,TRAINER_CLASS_LINEBACKER,7,TRAINER_PIC_BW_LINEBACKER,trainer_class_id
TRAINER_LINEBACKER_BOB_2,BOB,TRAINER_CLASS_LINEBACKER,7,TRAINER_PIC_BW_LINEBACKER,trainer_class_id
TRAINER_HOOPSTER_LAMARCUS,LAMARCUS,TRAINER_CLASS_HOOPSTER,45,TRAINER_PIC_BW_HOOPSTER,trainer_class_id
TRAINER_HOOPSTER_BOBBY_2,BOBBY,TRAINER_CLASS_HOOPSTER,45,TRAINER_PIC_BW_HOOPSTER,trainer_class_id
TRAINER_HOOPSTER_BOBBY_3,BOBBY,TRAINER_CLASS_HOOPSTER,45,TRAINER_PIC_BW_HOOPSTER,trainer_class_id
TRAINER_HOOPSTER_BOBBY_4,BOBBY,TRAINER_CLASS_HOOPSTER,45,TRAINER_PIC_BW_HOOPSTER,trainer_class_id
TRAINER_HOOPSTER_JOHN_2,JOHN,TRAINER_CLASS_HOOPSTER,45,TRAINER_PIC_BW_HOOPSTER,trainer_class_id
TRAINER_BACKERS_HAWK_DAR_2,HAWK & DAR,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_HAWK_DAR_3,HAWK & DAR,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_JOE_ROSS_2,JOE & ROSS,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_JOE_ROSS_3,JOE & ROSS,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_MASA_YAS_2,MASA & YAS,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_MASA_YAS_3,MASA & YAS,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_LES_WEB,LES & WEB,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_ALF_FRED,ALF & FRED,TRAINER_CLASS_BACKERS,68,TRAINER_PIC_BW_BACKERS_M,trainer_class_id
TRAINER_BACKERS_KAY_ALI_2,KAY & ALI,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_KAY_ALI_3,KAY & ALI,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_AMI_EIRA_2,AMI & EIRA,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_AMI_EIRA_3,AMI & EIRA,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_CAM_ABBY,CAM & ABBY,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_AI_CIEL,AI & CIEL,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_BACKERS_KAT_PHAE,KAT & PHAE,TRAINER_CLASS_BACKERS,69,TRAINER_PIC_BW_BACKERS_F,trainer_class_id
TRAINER_LASS_DANA,DANA,TRAINER_CLASS_LASS,3,TRAINER_PIC_BW_LASS,trainer_class_id
TRAINER_SCHOOL_KID_M_ALAN,ALAN,TRAINER_CLASS_SCHOOL_KID_M,4,TRAINER_PIC_BW_SCHOOL_KID_M,trainer_class_id
TRAINER_SCHOOL_KID_F_SALLY,SALLY,TRAINER_CLASS_SCHOOL_KID_F,5,TRAINER_PIC_BW_SCHOOL_KID_F,trainer_class_id
TRAINER_ACE_TRAINER_M_LUCILLE,LUCILLE,TRAINER_CLASS_ACE_TRAINER_M,49,TRAINER_PIC_BW_ACE_TRAINER_F,trainer_class_id
TRAINER_ACE_TRAINER_F_CHARLIE,CHARLIE,TRAINER_CLASS_ACE_TRAINER_F,50,TRAINER_PIC_BW_ACE_TRAINER_M,trainer_class_id
