game_id,location_id,canonical_location_id,species_id,min_level,max_level,method,enounter_rate
1001,,241,120,,,surf-special,60
1002,,241,120,,,surf-special,60
1001,,241,73,,,surf-special,30
1002,,241,73,,,surf-special,30
1001,,241,131,,,surf-special,10
1002,,241,131,,,surf-special,10
1001,,241,116,,,fish-normal,60
1002,,241,116,,,fish-normal,60
1001,,241,320,,,fish-normal,30
1002,,241,320,,,fish-normal,30
1001,,241,458,,,fish-normal,10
1002,,241,458,,,fish-normal,10
1001,,241,320,,,fish-special,60
1002,,241,320,,,fish-special,60
1001,,241,117,,,fish-special,30
1002,,241,117,,,fish-special,30
1001,,241,458,,,fish-special,10
1002,,241,458,,,fish-special,10
1001,,242,582,,,grass-normal,20
1002,,242,582,,,grass-normal,20
1001,,242,507,,,grass-normal,20
1002,,242,507,,,grass-normal,20
1001,,242,361,,,grass-normal,10
1002,,242,361,,,grass-normal,10
1001,,242,220,,,grass-normal,10
1002,,242,220,,,grass-normal,10
1001,,242,613,,,grass-normal,10
1002,,242,613,,,grass-normal,10
1001,,242,418,,,grass-normal,10
1002,,242,418,,,grass-normal,10
1001,,242,619,,,grass-normal,10
1002,,242,619,,,grass-normal,10
1001,,242,276,,,grass-normal,10
1002,,242,276,,,grass-normal,10
1001,,242,583,,,grass-doubles,20
1002,,242,583,,,grass-doubles,20
1001,,242,507,,,grass-doubles,20
1002,,242,507,,,grass-doubles,20
1001,,242,277,,,grass-doubles,10
1002,,242,277,,,grass-doubles,10
1001,,242,419,,,grass-doubles,10
1002,,242,419,,,grass-doubles,10
1001,,242,215,,,grass-doubles,10
1002,,242,215,,,grass-doubles,10
1001,,242,225,,,grass-doubles,10
1002,,242,225,,,grass-doubles,10
1001,,242,238,,,grass-doubles,10
1002,,242,238,,,grass-doubles,10
1001,,242,221,,,grass-doubles,10
1002,,242,221,,,grass-doubles,10
1001,,242,531,,,grass-special,90
1002,,242,531,,,grass-special,90
1001,,242,620,,,grass-special,10
1002,,242,620,,,grass-special,10
1001,,15,420,,,grass-normal,20
1002,,15,420,,,grass-normal,20
1001,,15,585,,,grass-normal,20
1002,,15,585,,,grass-normal,20
1001,,15,234,,,grass-normal,10
1002,,15,234,,,grass-normal,10
1001,,15,590,,,grass-normal,10
1002,,15,590,,,grass-normal,10
1001,,15,17,,,grass-normal,10
1002,,15,17,,,grass-normal,10
1001,,15,177,,,grass-normal,10
1002,,15,177,,,grass-normal,10
1001,,15,439,,,grass-normal,5
1002,,15,439,,,grass-normal,5
1001,,15,438,,,grass-normal,5
1002,,15,438,,,grass-normal,5
1001,,15,311,,,grass-normal,5
1002,,15,311,,,grass-normal,5
1001,,15,312,,,grass-normal,5
1002,,15,312,,,grass-normal,5
1001,,15,421,,,grass-doubles,20
1002,,15,421,,,grass-doubles,20
1001,,15,586,,,grass-doubles,20
1002,,15,586,,,grass-doubles,20
1001,,15,234,,,grass-doubles,10
1002,,15,234,,,grass-doubles,10
1001,,15,590,,,grass-doubles,10
1002,,15,590,,,grass-doubles,10
1001,,15,17,,,grass-doubles,10
1002,,15,17,,,grass-doubles,10
1001,,15,178,,,grass-doubles,10
1002,,15,178,,,grass-doubles,10
1001,,15,122,,,grass-doubles,5
1002,,15,122,,,grass-doubles,5
1001,,15,185,,,grass-doubles,5
1002,,15,185,,,grass-doubles,5
1001,,15,311,,,grass-doubles,5
1002,,15,311,,,grass-doubles,5
1001,,15,312,,,grass-doubles,5
1002,,15,312,,,grass-doubles,5
1001,,15,113,,,grass-special,80
1002,,15,113,,,grass-special,80
1001,,15,587,,,grass-special,10
1002,,15,587,,,grass-special,10
1001,,15,542,,,grass-special,5
1002,,15,542,,,grass-special,5
1001,,15,521,,,grass-special,5
1002,,15,521,,,grass-special,5
1001,,15,456,,,surf-normal,60
1002,,15,456,,,surf-normal,60
1001,,15,118,,,surf-normal,30
1002,,15,118,,,surf-normal,30
1001,,15,170,,,surf-normal,10
1002,,15,170,,,surf-normal,10
1001,,15,457,,,surf-special,60
1002,,15,457,,,surf-special,60
1001,,15,171,,,surf-special,30
1002,,15,171,,,surf-special,30
1001,,15,119,,,surf-special,10
1002,,15,119,,,surf-special,10
1001,,15,456,,,fish-normal,60
1002,,15,456,,,fish-normal,60
1001,,15,170,,,fish-normal,40
1002,,15,170,,,fish-normal,40
1001,,15,457,,,fish-special,60
1002,,15,457,,,fish-special,60
1001,,15,171,,,fish-special,40
1002,,15,171,,,fish-special,40
1001,,15,459,,,grass-normal,20
1002,,15,459,,,grass-normal,20
1001,,15,459,,,grass-doubles,20
1002,,15,459,,,grass-doubles,20
1001,,15,86,,,surf-normal,60
1002,,15,86,,,surf-normal,60
1001,,15,363,,,surf-normal,30
1002,,15,363,,,surf-normal,30
1001,,15,87,,,surf-special,60
1002,,15,87,,,surf-special,60
1001,,15,364,,,surf-special,30
1002,,15,364,,,surf-special,30
1001,,15,86,,,fish-normal,60
1002,,15,86,,,fish-normal,60
1001,,15,363,,,fish-normal,30
1002,,15,363,,,fish-normal,30
1001,,15,87,,,fish-special,60
1002,,15,87,,,fish-special,60
1001,,15,364,,,fish-special,30
1002,,15,364,,,fish-special,30
1001,,244,595,,,cave-normal,20
1002,,244,595,,,cave-normal,20
1001,,244,599,,,cave-normal,20
1002,,244,599,,,cave-normal,20
1001,,244,239,,,cave-normal,10
1002,,244,239,,,cave-normal,10
1001,,244,81,,,cave-normal,10
1002,,244,81,,,cave-normal,10
1001,,244,100,,,cave-normal,10
1002,,244,100,,,cave-normal,10
1001,,244,597,,,cave-normal,10
1002,,244,597,,,cave-normal,10
1001,,244,299,,,cave-normal,10
1002,,244,299,,,cave-normal,10
1001,,244,305,,,cave-normal,10
1002,,244,305,,,cave-normal,10
1001,,244,529,,,cave-special,50
1002,,244,529,,,cave-special,50
1001,,244,50,,,cave-special,50
1002,,244,50,,,cave-special,50
1001,,244,303,,,cave-normal,10
1002,,244,303,,,cave-normal,10
1001,,244,302,,,cave-normal,10
1002,,244,302,,,cave-normal,10
1001,,244,602,,,cave-normal,10
1002,,244,602,,,cave-normal,10
1001,,244,632,,,cave-normal,10
1002,,244,632,,,cave-normal,10
1001,,244,633,,,cave-normal,10
1002,,244,633,,,cave-normal,10
1001,,244,596,,,cave-normal,20
1002,,244,596,,,cave-normal,20
1001,,244,600,,,cave-normal,20
1002,,244,600,,,cave-normal,20
1001,,244,125,,,cave-normal,10
1002,,244,125,,,cave-normal,10
1001,,244,82,,,cave-normal,10
1002,,244,82,,,cave-normal,10
1001,,244,101,,,cave-normal,10
1002,,244,101,,,cave-normal,10
1001,,244,598,,,cave-normal,10
1002,,244,598,,,cave-normal,10
1001,,244,603,,,cave-normal,5
1002,,244,603,,,cave-normal,5
1001,,244,137,,,cave-normal,5
1002,,244,137,,,cave-normal,5
1001,,244,479,,,cave-normal,4
1002,,244,479,,,cave-normal,4
1001,,244,530,,,cave-special,50
1002,,244,530,,,cave-special,50
1001,,244,51,,,cave-special,50
1002,,244,51,,,cave-special,50
1001,,244,145,50,50,legendary,1
1002,,244,145,50,50,legendary,1
1001,,25,77,,,grass-normal,20
1002,,25,77,,,grass-normal,20
1001,,25,190,,,grass-normal,20
1002,,25,190,,,grass-normal,20
1001,,25,240,,,grass-normal,10
1002,,25,240,,,grass-normal,10
1001,,25,290,,,grass-normal,10
1002,,25,290,,,grass-normal,10
1001,,25,84,,,grass-normal,10
1002,,25,84,,,grass-normal,10
1001,,25,104,,,grass-normal,10
1002,,25,104,,,grass-normal,10
1001,,25,227,,,grass-normal,5
1002,,25,227,,,grass-normal,5
1001,,25,417,,,grass-normal,5
1002,,25,417,,,grass-normal,5
1001,,25,324,,,grass-normal,5
1002,,25,324,,,grass-normal,5
1001,,25,207,,,grass-normal,5
1002,,25,207,,,grass-normal,5
1001,,25,78,,,grass-doubles,20
1002,,25,78,,,grass-doubles,20
1001,,25,424,,,grass-doubles,20
1002,,25,424,,,grass-doubles,20
1001,,25,126,,,grass-doubles,10
1002,,25,126,,,grass-doubles,10
1001,,25,291,,,grass-doubles,10
1002,,25,291,,,grass-doubles,10
1001,,25,85,,,grass-doubles,10
1002,,25,85,,,grass-doubles,10
1001,,25,105,,,grass-doubles,10
1002,,25,105,,,grass-doubles,10
1001,,25,631,,,grass-doubles,5
1002,,25,631,,,grass-doubles,5
1001,,25,626,,,grass-doubles,5
1002,,25,626,,,grass-doubles,5
1001,,25,241,,,grass-doubles,5
1002,,25,241,,,grass-doubles,5
1001,,25,128,,,grass-doubles,5
1002,,25,128,,,grass-doubles,5
1001,,25,531,,,grass-shaking,60
1002,,25,531,,,grass-shaking,60
1001,,25,587,,,grass-shaking,30
1002,,25,587,,,grass-shaking,30
1001,,25,472,,,grass-shaking,10
1002,,25,472,,,grass-shaking,10
1001,,246,607,,,tower-normal,20
1002,,246,607,,,tower-normal,20
1001,,246,605,,,tower-normal,20
1002,,246,605,,,tower-normal,20
1001,,246,433,,,tower-normal,10
1002,,246,433,,,tower-normal,10
1001,,246,92,,,tower-normal,10
1002,,246,92,,,tower-normal,10
1001,,246,355,,,tower-normal,10
1002,,246,355,,,tower-normal,10
1001,,246,353,,,tower-normal,10
1002,,246,353,,,tower-normal,10
1001,,246,360,,,tower-normal,10
1002,,246,360,,,tower-normal,10
1001,,246,436,,,tower-normal,10
1002,,246,436,,,tower-normal,10
1001,,246,608,,,tower-normal,20
1002,,246,608,,,tower-normal,20
1001,,246,606,,,tower-normal,20
1002,,246,606,,,tower-normal,20
1001,,246,358,,,tower-normal,10
1002,,246,358,,,tower-normal,10
1001,,246,93,,,tower-normal,10
1002,,246,93,,,tower-normal,10
1001,,246,356,,,tower-normal,10
1002,,246,356,,,tower-normal,10
1001,,246,354,,,tower-normal,10
1002,,246,354,,,tower-normal,10
1001,,246,202,,,tower-normal,10
1002,,246,202,,,tower-normal,10
1001,,246,437,,,tower-normal,10
1002,,246,437,,,tower-normal,10
1001,,246,200,,,tower-normal,20
1002,,246,200,,,tower-normal,20
1001,,246,198,,,tower-normal,20
1002,,246,198,,,tower-normal,20
1001,,246,426,,,tower-normal,20
1002,,246,426,,,tower-normal,20
1001,,246,164,,,tower-normal,20
1002,,246,164,,,tower-normal,20
1001,,246,359,,,tower-normal,10
1002,,246,359,,,tower-normal,10
1001,,246,442,,,tower-normal,10
1002,,246,442,,,tower-normal,10
1001,,246,488,50,50,legendary,1
1002,,246,488,50,50,legendary,1
1001,,30,320,,,surf-normal,60
1002,,30,320,,,surf-normal,60
1001,,30,222,,,surf-normal,30
1002,,30,222,,,surf-normal,30
1001,,30,458,,,surf-normal,10
1002,,30,458,,,surf-normal,10
1001,,30,321,,,surf-special,60
1002,,30,321,,,surf-special,60
1001,,30,222,,,surf-special,30
1002,,30,222,,,surf-special,30
1001,,30,226,,,surf-special,10
1002,,30,226,,,surf-special,10
1001,,30,370,,,fish-normal,100
1002,,30,370,,,fish-normal,100
1001,,30,594,,,fish-special,60
1002,,30,594,,,fish-special,60
1001,,30,222,,,fish-special,40
1002,,30,222,,,fish-special,40
1001,,30,490,30,30,legendary,1
1002,,30,490,30,30,legendary,1
1001,,31,538,,,grass-normal,20
1002,,31,538,,,grass-normal,20
1001,,31,539,,,grass-normal,20
1002,,31,539,,,grass-normal,20
1001,,31,214,,,grass-normal,10
1002,,31,214,,,grass-normal,10
1001,,31,446,,,grass-normal,10
1002,,31,446,,,grass-normal,10
1001,,31,557,,,grass-normal,10
1002,,31,557,,,grass-normal,10
1001,,31,108,,,grass-normal,10
1002,,31,108,,,grass-normal,10
1001,,31,115,,,grass-normal,10
1002,,31,115,,,grass-normal,10
1001,,31,357,,,grass-normal,10
1002,,31,357,,,grass-normal,10
1001,,31,538,,,grass-doubles,20
1002,,31,538,,,grass-doubles,20
1001,,31,539,,,grass-doubles,20
1002,,31,539,,,grass-doubles,20
1001,,31,214,,,grass-doubles,10
1002,,31,214,,,grass-doubles,10
1001,,31,446,,,grass-doubles,10
1002,,31,446,,,grass-doubles,10
1001,,31,558,,,grass-doubles,10
1002,,31,558,,,grass-doubles,10
1001,,31,108,,,grass-doubles,10
1002,,31,108,,,grass-doubles,10
1001,,31,115,,,grass-doubles,10
1002,,31,115,,,grass-doubles,10
1001,,31,357,,,grass-doubles,10
1002,,31,357,,,grass-doubles,10
1001,,31,531,,,shaking grass-normal,90
1002,,31,531,,,shaking grass-normal,90
1001,,31,143,,,shaking grass-normal,5
1002,,31,143,,,shaking grass-normal,5
1001,,31,463,,,shaking grass-normal,5
1002,,31,463,,,shaking grass-normal,5
1001,,31,318,,,surf-normal,60
1002,,31,318,,,surf-normal,60
1001,,31,370,,,surf-normal,30
1002,,31,370,,,surf-normal,30
1001,,31,211,,,surf-normal,10
1002,,31,211,,,surf-normal,10
1001,,31,594,,,surf-special,60
1002,,31,594,,,surf-special,60
1001,,31,211,,,surf-special,30
1002,,31,211,,,surf-special,30
1001,,31,319,,,surf-special,10
1002,,31,319,,,surf-special,10
1001,,31,72,,,fish-normal,60
1002,,31,72,,,fish-normal,60
1001,,31,116,,,fish-normal,40
1002,,31,116,,,fish-normal,40
1001,,31,211,,,fish-special,60
1002,,31,211,,,fish-special,60
1001,,31,117,,,fish-special,30
1002,,31,117,,,fish-special,30
1001,,31,73,,,fish-special,10
1002,,31,73,,,fish-special,10
1001,,30,489,30,30,special,1
1002,,30,489,30,30,special,1
1001,,245,137,,,grass-normal,20
1002,,245,137,,,grass-normal,20
1001,,245,600,,,grass-normal,20
1002,,245,600,,,grass-normal,20
1001,,245,82,,,grass-normal,20
1002,,245,82,,,grass-normal,20
1001,,245,101,,,grass-normal,20
1002,,245,101,,,grass-normal,20
1001,,245,99,,,grass-normal,10
1002,,245,99,,,grass-normal,10
1001,,245,213,,,grass-normal,10
1002,,245,213,,,grass-normal,10
1001,,245,531,,,grass-special,95
1002,,245,531,,,grass-special,95
1001,,245,233,,,grass-special,5
1002,,245,233,,,grass-special,5
1001,,245,278,,,surf-normal,60
1002,,245,278,,,surf-normal,60
1001,,245,72,,,surf-normal,30
1002,,245,72,,,surf-normal,30
1001,,245,279,,,surf-normal,10
1002,,245,279,,,surf-normal,10
1001,,245,73,,,surf-special,60
1002,,245,73,,,surf-special,60
1001,,245,592,,,surf-special,30
1002,,245,592,,,surf-special,30
1001,,245,593,,,surf-special,10
1002,,245,593,,,surf-special,10
1001,,245,98,,,fish-normal,60
1002,,245,98,,,fish-normal,60
1001,,245,341,,,fish-normal,40
1002,,245,341,,,fish-normal,40
1001,,245,99,,,fish-special,60
1002,,245,99,,,fish-special,60
1001,,245,342,,,fish-special,40
1002,,245,342,,,fish-special,40
1001,,243,95,,,cave-normal,20
1002,,243,95,,,cave-normal,20
1001,,243,111,,,cave-normal,20
1002,,243,111,,,cave-normal,20
1001,,243,246,,,cave-normal,10
1002,,243,246,,,cave-normal,10
1001,,243,371,,,cave-normal,10
1002,,243,371,,,cave-normal,10
1001,,243,374,,,cave-normal,10
1002,,243,374,,,cave-normal,10
1001,,243,443,,,cave-normal,10
1002,,243,443,,,cave-normal,10
1001,,243,610,,,cave-normal,10
1002,,243,610,,,cave-normal,10
1001,,243,633,,,cave-normal,10
1002,,243,633,,,cave-normal,10
1001,,243,529,,,cave-special,50
1002,,243,529,,,cave-special,50
1001,,243,50,,,cave-special,50
1002,,243,50,,,cave-special,50
1001,,243,208,,,cave-normal,20
1002,,243,208,,,cave-normal,20
1001,,243,112,,,cave-normal,20
1002,,243,112,,,cave-normal,20
1001,,243,247,,,cave-normal,10
1002,,243,247,,,cave-normal,10
1001,,243,372,,,cave-normal,10
1002,,243,372,,,cave-normal,10
1001,,243,375,,,cave-normal,10
1002,,243,375,,,cave-normal,10
1001,,243,444,,,cave-normal,10
1002,,243,444,,,cave-normal,10
1001,,243,611,,,cave-normal,10
1002,,243,611,,,cave-normal,10
1001,,243,634,,,cave-normal,10
1002,,243,634,,,cave-normal,10
1001,,243,530,,,cave-special,50
1002,,243,530,,,cave-special,50
1001,,243,51,,,cave-special,50
1002,,243,51,,,cave-special,50
1001,,243,480,50,50,legendary,1
1002,,243,480,50,50,legendary,1
1001,,243,481,50,50,legendary,1
1002,,243,481,50,50,legendary,1
1001,,243,482,50,50,legendary,1
1002,,243,482,50,50,legendary,1
1001,,243,638,56,56,legendary,1
1002,,243,638,56,56,legendary,1
1001,,247,231,,,cave-normal,20
1002,,247,231,,,cave-normal,20
1001,,247,216,,,cave-normal,20
1002,,247,216,,,cave-normal,20
1001,,247,613,,,cave-normal,10
1002,,247,613,,,cave-normal,10
1001,,247,215,,,cave-normal,10
1002,,247,215,,,cave-normal,10
1001,,247,225,,,cave-normal,10
1002,,247,225,,,cave-normal,10
1001,,247,220,,,cave-normal,10
1002,,247,220,,,cave-normal,10
1001,,247,75,,,cave-normal,5
1002,,247,75,,,cave-normal,5
1001,,247,525,,,cave-normal,5
1002,,247,525,,,cave-normal,5
1001,,247,615,,,cave-normal,5
1002,,247,615,,,cave-normal,5
1001,,247,533,,,cave-normal,5
1002,,247,533,,,cave-normal,5
1001,,247,530,,,cave-special,50
1002,,247,530,,,cave-special,50
1001,,247,51,,,cave-special,50
1002,,247,51,,,cave-special,50
1001,,247,232,,,cave-normal,20
1002,,247,232,,,cave-normal,20
1001,,247,217,,,cave-normal,20
1002,,247,217,,,cave-normal,20
1001,,247,614,,,cave-normal,10
1002,,247,614,,,cave-normal,10
1001,,247,221,,,cave-normal,10
1002,,247,221,,,cave-normal,10
1001,,247,303,,,cave-normal,5
1002,,247,303,,,cave-normal,5
1001,,247,302,,,cave-normal,5
1002,,247,302,,,cave-normal,5
1001,,247,632,,,cave-normal,5
1002,,247,632,,,cave-normal,5
1001,,247,378,50,50,legendary,1
1002,,247,378,50,50,legendary,1
1001,,498,536,,,puddle-normal,20
1002,,498,536,,,puddle-normal,20
1001,,498,618,,,puddle-normal,20
1002,,498,618,,,puddle-normal,20
1001,,498,453,,,puddle-normal,10
1002,,498,453,,,puddle-normal,10
1001,,498,316,,,puddle-normal,10
1002,,498,316,,,puddle-normal,10
1001,,498,109,,,puddle-normal,10
1002,,498,109,,,puddle-normal,10
1001,,498,88,,,puddle-normal,10
1002,,498,88,,,puddle-normal,10
1001,,498,423,,,puddle-normal,5
1002,,498,423,,,puddle-normal,5
1001,,498,195,,,puddle-normal,5
1002,,498,195,,,puddle-normal,5
1001,,498,454,,,puddle-normal,4
1002,,498,454,,,puddle-normal,4
1001,,498,317,,,puddle-normal,4
1002,,498,317,,,puddle-normal,4
1001,,498,110,,,puddle-normal,1
1002,,498,110,,,puddle-normal,1
1001,,498,89,,,puddle-normal,1
1002,,498,89,,,puddle-normal,1
1001,,24,536,,,puddle-normal,20
1002,,24,536,,,puddle-normal,20
1001,,24,618,,,puddle-normal,20
1002,,24,618,,,puddle-normal,20
1001,,24,453,,,puddle-normal,10
1002,,24,453,,,puddle-normal,10
1001,,24,316,,,puddle-normal,10
1002,,24,316,,,puddle-normal,10
1001,,24,109,,,puddle-normal,10
1002,,24,109,,,puddle-normal,10
1001,,24,88,,,puddle-normal,10
1002,,24,88,,,puddle-normal,10
1001,,24,423,,,puddle-normal,5
1002,,24,423,,,puddle-normal,5
1001,,24,195,,,puddle-normal,5
1002,,24,195,,,puddle-normal,5
1001,,24,454,,,puddle-normal,4
1002,,24,454,,,puddle-normal,4
1001,,24,317,,,puddle-normal,4
1002,,24,317,,,puddle-normal,4
1001,,24,110,,,puddle-normal,1
1002,,24,110,,,puddle-normal,1
1001,,24,89,,,puddle-normal,1
1002,,24,89,,,puddle-normal,1
1001,,498,618,,,surf-normal,60
1002,,498,618,,,surf-normal,60
1001,,498,339,,,surf-normal,40
1002,,498,339,,,surf-normal,40
1001,,24,618,,,surf-normal,60
1002,,24,618,,,surf-normal,60
1001,,24,339,,,surf-normal,40
1002,,24,339,,,surf-normal,40
1001,,498,340,,,surf-special,60
1002,,498,340,,,surf-special,60
1001,,498,537,,,surf-special,40
1002,,498,537,,,surf-special,40
1001,,24,340,,,surf-special,60
1002,,24,340,,,surf-special,60
1001,,24,537,,,surf-special,40
1002,,24,537,,,surf-special,40
1001,,498,339,,,fish-normal,70
1002,,498,339,,,fish-normal,70
1001,,498,618,,,fish-normal,30
1002,,498,618,,,fish-normal,30
1001,,24,339,,,fish-normal,70
1002,,24,339,,,fish-normal,70
1001,,24,618,,,fish-normal,30
1002,,24,618,,,fish-normal,30
1001,,498,339,,,fish-special,60
1002,,498,339,,,fish-special,60
1001,,498,618,,,fish-special,30
1002,,498,618,,,fish-special,30
1001,,498,340,,,fish-special,10
1002,,498,340,,,fish-special,10
1001,,24,339,,,fish-special,60
1002,,24,339,,,fish-special,60
1001,,24,618,,,fish-special,30
1002,,24,618,,,fish-special,30
1001,,24,340,,,fish-special,10
1002,,24,340,,,fish-special,10
1001,,499,195,,,puddle-normal,20
1002,,499,195,,,puddle-normal,20
1001,,499,618,,,puddle-normal,20
1002,,499,618,,,puddle-normal,20
1001,,499,423,,,puddle-normal,10
1002,,499,423,,,puddle-normal,10
1001,,499,454,,,puddle-normal,10
1002,,499,454,,,puddle-normal,10
1001,,499,317,,,puddle-normal,10
1002,,499,317,,,puddle-normal,10
1001,,499,110,,,puddle-normal,10
1002,,499,110,,,puddle-normal,10
1001,,499,89,,,puddle-normal,10
1002,,499,89,,,puddle-normal,10
1001,,499,536,,,puddle-normal,10
1002,,499,536,,,puddle-normal,10
1001,,499,618,,,surf-normal,60
1002,,499,618,,,surf-normal,60
1001,,499,339,,,surf-normal,40
1002,,499,339,,,surf-normal,40
1001,,499,340,,,surf-special,60
1002,,499,340,,,surf-special,60
1001,,499,537,,,surf-special,40
1002,,499,537,,,surf-special,40
1001,,499,339,,,fish-normal,70
1002,,499,339,,,fish-normal,70
1001,,499,618,,,fish-normal,30
1002,,499,618,,,fish-normal,30
1001,,499,339,,,fish-special,60
1002,,499,339,,,fish-special,60
1001,,499,618,,,fish-special,30
1002,,499,618,,,fish-special,30
1001,,499,340,,,fish-special,10
1002,,499,340,,,fish-special,10
1001,,499,647,56,56,legendary,1
1002,,499,647,56,56,legendary,1
1001,,249,619,,,grass-normal,20
1002,,249,619,,,grass-normal,20
1001,,249,585,,,grass-normal,20
1002,,249,585,,,grass-normal,20
1001,,249,621,,,grass-normal,20
1002,,249,621,,,grass-normal,20
1001,,249,333,,,grass-normal,20
1002,,249,333,,,grass-normal,20
1001,,249,64,,,grass-normal,20
1002,,249,64,,,grass-normal,20
1001,,249,620,,,grass-doubles,20
1002,,249,620,,,grass-doubles,20
1001,,249,586,,,grass-doubles,20
1002,,249,586,,,grass-doubles,20
1001,,249,621,,,grass-doubles,20
1002,,249,621,,,grass-doubles,20
1001,,249,334,,,grass-doubles,20
1002,,249,334,,,grass-doubles,20
1001,,249,64,,,grass-doubles,20
1002,,249,64,,,grass-doubles,20
1001,,249,531,,,grass-shaking,90
1002,,249,531,,,grass-shaking,90
1001,,249,65,,,grass-shaking,10
1002,,249,65,,,grass-shaking,10
1001,,249,116,,,surf-normal,60
1002,,249,116,,,surf-normal,60
1001,,249,147,,,surf-normal,40
1002,,249,147,,,surf-normal,40
1001,,249,117,,,surf-special,60
1002,,249,117,,,surf-special,60
1001,,249,148,,,surf-special,40
1002,,249,148,,,surf-special,40
1001,,249,116,,,fish-normal,60
1002,,249,116,,,fish-normal,60
1001,,249,550,,,fish-normal,30
1002,,249,550,,,fish-normal,30
1001,,249,147,,,fish-normal,10
1002,,249,147,,,fish-normal,10
1001,,249,117,,,fish-special,60
1002,,249,117,,,fish-special,60
1001,,249,148,,,fish-special,30
1002,,249,148,,,fish-special,30
1001,,249,230,,,fish-special,9
1002,,249,230,,,fish-special,9
1001,,249,149,,,fish-special,1
1002,,249,149,,,fish-special,1
1001,,249,459,,,grass-normal,20
1002,,249,459,,,grass-normal,20
1001,,249,613,,,grass-normal,20
1002,,249,613,,,grass-normal,20
1001,,249,582,,,grass-normal,20
1002,,249,582,,,grass-normal,20
1001,,249,460,,,grass-doubles,20
1002,,249,460,,,grass-doubles,20
1001,,249,614,,,grass-doubles,20
1002,,249,614,,,grass-doubles,20
1001,,249,583,,,grass-doubles,20
1002,,249,583,,,grass-doubles,20
1001,,249,621,,,tower-normal,40
1002,,249,621,,,tower-normal,40
1001,,249,343,,,tower-normal,30
1002,,249,343,,,tower-normal,30
1001,,249,622,,,tower-normal,30
1002,,249,622,,,tower-normal,30
1001,,249,344,,,tower-normal,50
1002,,249,344,,,tower-normal,50
1001,,249,623,,,tower-normal,50
1002,,249,623,,,tower-normal,50
1001,,249,144,50,50,legendary,1
1002,,249,144,50,50,legendary,1
1001,,249,245,50,50,legendary,1
1002,,249,245,50,50,legendary,1
1001,,19,575,,,grass-normal,20
1002,,19,575,,,grass-normal,20
1001,,19,578,,,grass-normal,20
1002,,19,578,,,grass-normal,20
1001,,19,281,,,grass-normal,10
1002,,19,281,,,grass-normal,10
1001,,19,572,,,grass-normal,10
1002,,19,572,,,grass-normal,10
1001,,19,624,,,grass-normal,10
1002,,19,624,,,grass-normal,10
1001,,19,300,,,grass-normal,10
1002,,19,300,,,grass-normal,10
1001,,19,510,,,grass-normal,10
1002,,19,510,,,grass-normal,10
1001,,19,53,,,grass-normal,10
1002,,19,53,,,grass-normal,10
1001,,19,180,,,grass-doubles,20
1002,,19,180,,,grass-doubles,20
1001,,19,404,,,grass-doubles,20
1002,,19,404,,,grass-doubles,20
1001,,19,97,,,grass-doubles,10
1002,,19,97,,,grass-doubles,10
1001,,19,573,,,grass-doubles,10
1002,,19,573,,,grass-doubles,10
1001,,19,625,,,grass-doubles,10
1002,,19,625,,,grass-doubles,10
1001,,19,569,,,grass-doubles,10
1002,,19,569,,,grass-doubles,10
1001,,19,229,,,grass-doubles,10
1002,,19,229,,,grass-doubles,10
1001,,19,210,,,grass-doubles,10
1002,,19,210,,,grass-doubles,10
1001,,19,531,,,grass-special,90
1002,,19,531,,,grass-special,90
1001,,19,576,,,grass-special,5
1002,,19,576,,,grass-special,5
1001,,19,579,,,grass-special,5
1002,,19,579,,,grass-special,5
1001,,19,243,50,50,legendary,1
1002,,19,243,50,50,legendary,1
1001,,19,244,50,50,legendary,1
1002,,19,244,50,50,legendary,1
1001,,20,507,,,grass-normal,20
1002,,20,507,,,grass-normal,20
1001,,20,17,,,grass-normal,20
1002,,20,17,,,grass-normal,20
1001,,20,627,,,grass-normal,10
1002,,20,627,,,grass-normal,10
1001,,20,629,,,grass-normal,10
1002,,20,629,,,grass-normal,10
1001,,20,67,,,grass-normal,10
1002,,20,67,,,grass-normal,10
1001,,20,57,,,grass-normal,10
1002,,20,57,,,grass-normal,10
1001,,20,591,,,grass-normal,10
1002,,20,591,,,grass-normal,10
1001,,20,520,,,grass-normal,10
1002,,20,520,,,grass-normal,10
1001,,20,630,,,grass-doubles,20
1002,,20,630,,,grass-doubles,20
1001,,20,628,,,grass-doubles,20
1002,,20,628,,,grass-doubles,20
1001,,20,626,,,grass-doubles,10
1002,,20,626,,,grass-doubles,10
1001,,20,326,,,grass-doubles,10
1002,,20,326,,,grass-doubles,10
1001,,20,452,,,grass-doubles,10
1002,,20,452,,,grass-doubles,10
1001,,20,560,,,grass-doubles,10
1002,,20,560,,,grass-doubles,10
1001,,20,214,,,grass-doubles,10
1002,,20,214,,,grass-doubles,10
1001,,20,310,,,grass-doubles,10
1002,,20,310,,,grass-doubles,10
1001,,20,531,,,grass-special,100
1002,,20,531,,,grass-special,100
1002,,20,641,40,40,legendary,1
1001,,20,642,40,40,legendary,1
1001,,20,264,,,grass-normal,20
1002,,20,264,,,grass-normal,20
1001,,20,400,,,grass-normal,20
1002,,20,400,,,grass-normal,20
1001,,20,188,,,grass-normal,10
1002,,20,188,,,grass-normal,10
1001,,20,24,,,grass-normal,10
1002,,20,24,,,grass-normal,10
