encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_BB_WORKER_VICTOR,VICTOR,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_WORKER_GLENN,GLENN,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_WORKER_FILIPE,FILIPE,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_WORKER_PATTON,PATTON,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_WORKER_RYAN,RYAN,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_15,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,242,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_16,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,242,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_17,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,242,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_18,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,242,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_MOTORCYCLIST_CHARLES,CHARLES,TRAINER_CLASS_MOTORCYCLIST,241,,,,TRAINER_PIC_BW_BIKER,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_YOUNGSTER_KYLE,KYLE,TRAINER_CLASS_YOUNGSTER,241,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_WORKER_FELIX,FELIX,TRAINER_CLASS_WORKER,241,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_WORKER_DON,DON,TRAINER_CLASS_WORKER,241,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_WORKER_STERLING,STERLING,TRAINER_CLASS_WORKER,241,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_CLERK_ISAAC,ISAAC,TRAINER_CLASS_CLERK,241,,,,TRAINER_PIC_BW_CLERK_M_A,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_CLERK_KATIE,KATIE,TRAINER_CLASS_CLERK,241,,,,TRAINER_PIC_BW_CLERK_F,,blazeblack_doc=trainer_rosters; location_header=Driftveil City,1001,7,
TRAINER_BB_SCIENTIST_WILLIAM,WILLIAM,TRAINER_CLASS_SCIENTIST,15,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_PKMN_RANGER_SHANTI,SHANTI,TRAINER_CLASS_PKMN_RANGER,15,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_PARASOL_LADY_NICOLE,NICOLE,TRAINER_CLASS_PARASOL_LADY,15,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_SCIENTIST_RON,RON,TRAINER_CLASS_SCIENTIST,15,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_SCIENTIST_MARIA,MARIA,TRAINER_CLASS_SCIENTIST,15,,,,TRAINER_PIC_BW_SCIENTIST_F,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_PARASOL_LADY_TIHANA,TIHANA,TRAINER_CLASS_PARASOL_LADY,15,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_PKMN_RANGER_RICHARD,RICHARD,TRAINER_CLASS_PKMN_RANGER,15,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Route 6,1001,7,
TRAINER_BB_ACE_TRAINER_JARED,JARED,TRAINER_CLASS_ACE_TRAINER,244,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_SCIENTIST_RONALD,RONALD,TRAINER_CLASS_SCIENTIST,244,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_SCIENTIST_NAOKO,NAOKO,TRAINER_CLASS_SCIENTIST,244,,,,TRAINER_PIC_BW_SCIENTIST_F,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_HIKER_HARDY,HARDY,TRAINER_CLASS_HIKER,244,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_SCIENTIST_ORVILLE,ORVILLE,TRAINER_CLASS_SCIENTIST,244,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_ACE_TRAINER_CORKY,CORKY,TRAINER_CLASS_ACE_TRAINER,244,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_DOCTOR_WAYNE,WAYNE,TRAINER_CLASS_DOCTOR,244,,,,TRAINER_PIC_BW_DOCTOR,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_19,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_20,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_21,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_22,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_23,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_24,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_25,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,244,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_ACE_TRAINER_ALLISON,ALLISON,TRAINER_CLASS_ACE_TRAINER,244,,,,TRAINER_PIC_BW_ACE_TRAINER_F,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_ACE_TRAINER_STELLA,STELLA,TRAINER_CLASS_ACE_TRAINER,244,,,,TRAINER_PIC_BW_ACE_TRAINER_F,,blazeblack_doc=trainer_rosters; location_header=Chargestone Cave,1001,7,
TRAINER_BB_YOUNGSTER_MIKEY,MIKEY,TRAINER_CLASS_YOUNGSTER,25,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_YOUNGSTER_PARKER,PARKER,TRAINER_CLASS_YOUNGSTER,25,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_BACKPACKER_TERRANCE,TERRANCE,TRAINER_CLASS_BACKPACKER,25,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_ACE_TRAINER_ELMER,ELMER,TRAINER_CLASS_ACE_TRAINER,25,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_BACKPACKER_RUTH,RUTH,TRAINER_CLASS_BACKPACKER,25,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_PKMN_RANGER_MARY,MARY,TRAINER_CLASS_PKMN_RANGER,25,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_PKMN_RANGER_PEDRO,PEDRO,TRAINER_CLASS_PKMN_RANGER,25,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_HARLEQUIN_IAN,IAN,TRAINER_CLASS_HARLEQUIN,25,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_HARLEQUIN_PAT,PAT,TRAINER_CLASS_HARLEQUIN,25,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Route 7,1001,7,
TRAINER_BB_PSYCHIC_DOREEN,DOREEN,TRAINER_CLASS_PSYCHIC,246,,,,TRAINER_PIC_BW_PSYCHIC_F,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_LASS_KARA,KARA,TRAINER_CLASS_LASS,246,,,,TRAINER_PIC_BW_LASS,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_POKEFAN_JUDE,JUDE,TRAINER_CLASS_POKEFAN,246,,,,TRAINER_PIC_BW_POKEFAN_M,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_POKEFAN_GEORGIA,GEORGIA,TRAINER_CLASS_POKEFAN,246,,,,TRAINER_PIC_BW_POKEFAN_F,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_PSYCHIC_MICKI,MICKI,TRAINER_CLASS_PSYCHIC,246,,,,TRAINER_PIC_BW_PSYCHIC_M,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_PSYCHIC_LIN,LIN,TRAINER_CLASS_PSYCHIC,246,,,,TRAINER_PIC_BW_PSYCHIC_F,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_PSYCHIC_BRYCE,BRYCE,TRAINER_CLASS_PSYCHIC,246,,,,TRAINER_PIC_BW_PSYCHIC_M,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_PSYCHIC_BELLE,BELLE,TRAINER_CLASS_PSYCHIC,246,,,,TRAINER_PIC_BW_PSYCHIC_F,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_NURSE_SACHIKO,SACHIKO,TRAINER_CLASS_NURSE,246,,,,TRAINER_PIC_BW_NURSE,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_ACE_TRAINER_BECKETT,BECKETT,TRAINER_CLASS_ACE_TRAINER,246,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_ACE_TRAINER_KASSANDRA,KASSANDRA,TRAINER_CLASS_ACE_TRAINER,246,,,,TRAINER_PIC_BW_ACE_TRAINER_F,,blazeblack_doc=trainer_rosters; location_header=Celestial Tower,1001,7,
TRAINER_BB_WORKER_CLIFF,CLIFF,TRAINER_CLASS_WORKER,493,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Mistralton City,1001,7,
TRAINER_BB_WORKER_BRADY,BRADY,TRAINER_CLASS_WORKER,493,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Mistralton City,1001,7,
TRAINER_BB_PILOT_TED,TED,TRAINER_CLASS_PILOT,493,,,,TRAINER_PIC_BW_PILOT,,blazeblack_doc=trainer_rosters; location_header=Mistralton City,1001,7,
TRAINER_BB_PILOT_CHASE,CHASE,TRAINER_CLASS_PILOT,493,,,,TRAINER_PIC_BW_PILOT,,blazeblack_doc=trainer_rosters; location_header=Mistralton City,1001,7,
TRAINER_BB_WORKER_ARNOLD,ARNOLD,TRAINER_CLASS_WORKER,493,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Mistralton City,1001,7,
TRAINER_BB_FISHERMAN_LYDON,LYDON,TRAINER_CLASS_FISHERMAN,30,,,,TRAINER_PIC_BW_FISHERMAN,,blazeblack_doc=trainer_rosters; location_header=Route 17,1001,7,
TRAINER_BB_SWIMMER_JOYCE,JOYCE,TRAINER_CLASS_SWIMMER,30,,,,TRAINER_PIC_BW_SWIMMER_F,,blazeblack_doc=trainer_rosters; location_header=Route 17,1001,7,
TRAINER_BB_SWIMMER_WRIGHT,WRIGHT,TRAINER_CLASS_SWIMMER,30,,,,TRAINER_PIC_BW_SWIMMER_M,,blazeblack_doc=trainer_rosters; location_header=Route 17,1001,7,
TRAINER_BB_SWIMMER_BERKE,BERKE,TRAINER_CLASS_SWIMMER,30,,,,TRAINER_PIC_BW_SWIMMER_M,,blazeblack_doc=trainer_rosters; location_header=Route 17,1001,7,
TRAINER_BB_SWIMMER_CAROLINE,CAROLINE,TRAINER_CLASS_SWIMMER,30,,,,TRAINER_PIC_BW_SWIMMER_F,,blazeblack_doc=trainer_rosters; location_header=Route 17,1001,7,
TRAINER_BB_HIKER_JEREMIAH,JEREMIAH,TRAINER_CLASS_HIKER,31,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Route 18,1001,7,
TRAINER_BB_BACKPACKER_KUMIKO,KUMIKO,TRAINER_CLASS_BACKPACKER,31,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 18,1001,7,
TRAINER_BB_BACKPACKER_SAM,SAM,TRAINER_CLASS_BACKPACKER,31,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 18,1001,7,
TRAINER_BB_VETERAN_RAY,RAY,TRAINER_CLASS_VETERAN,31,,,,TRAINER_PIC_BW_VETERAN_M,,blazeblack_doc=trainer_rosters; location_header=Route 18,1001,7,
TRAINER_BB_BATTLE_GIRL_HILLARY,HILLARY,TRAINER_CLASS_BATTLE_GIRL,31,,,,TRAINER_PIC_BW_BATTLE_GIRL,,blazeblack_doc=trainer_rosters; location_header=Route 18,1001,7,
TRAINER_BB_HIKER_HUGH,HUGH,TRAINER_CLASS_HIKER,243,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Mistralton Cave,1001,7,
TRAINER_BB_HIKER_CLARKE,CLARKE,TRAINER_CLASS_HIKER,243,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Mistralton Cave,1001,7,
TRAINER_BB_HIKER_TERRELL,TERRELL,TRAINER_CLASS_HIKER,247,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_BLACK_BELT_TEPPEI,TEPPEI,TRAINER_CLASS_BLACK_BELT,247,,,,TRAINER_PIC_BW_BLACK_BELT,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_WORKER_RICH,RICH,TRAINER_CLASS_WORKER,247,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_WORKER_ROB,ROB,TRAINER_CLASS_WORKER,247,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_WORKER_CAIRN,CAIRN,TRAINER_CLASS_WORKER,247,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_DOCTOR_HANK,HANK,TRAINER_CLASS_DOCTOR,247,,,,TRAINER_PIC_BW_DOCTOR,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_HIKER_NEIL,NEIL,TRAINER_CLASS_HIKER,247,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_HIKER_DARRELL,DARRELL,TRAINER_CLASS_HIKER,247,,,,TRAINER_PIC_BW_HIKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_BATTLE_GIRL_SHARON,SHARON,TRAINER_CLASS_BATTLE_GIRL,247,,,,TRAINER_PIC_BW_BATTLE_GIRL,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_ACE_TRAINER_CAROLL,CAROLL,TRAINER_CLASS_ACE_TRAINER,247,,,,TRAINER_PIC_BW_ACE_TRAINER_F,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_WORKER_BRAND,BRAND,TRAINER_CLASS_WORKER,247,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_WORKER_HEATH,HEATH,TRAINER_CLASS_WORKER,247,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_ACE_TRAINER_JORDAN,JORDAN,TRAINER_CLASS_ACE_TRAINER,247,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Twist Mountain,1001,7,
TRAINER_BB_BLACK_BELT_GRANT,GRANT,TRAINER_CLASS_BLACK_BELT,498,,,,TRAINER_PIC_BW_BLACK_BELT,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_BATTLE_GIRL_MIRIAM,MIRIAM,TRAINER_CLASS_BATTLE_GIRL,498,,,,TRAINER_PIC_BW_BATTLE_GIRL,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_BLACK_BELT_KENDREW,KENDREW,TRAINER_CLASS_BLACK_BELT,498,,,,TRAINER_PIC_BW_BLACK_BELT,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_BATTLE_GIRL_MIKIKO,MIKIKO,TRAINER_CLASS_BATTLE_GIRL,498,,,,TRAINER_PIC_BW_BATTLE_GIRL,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_BATTLE_GIRL_CHANDRA,CHANDRA,TRAINER_CLASS_BATTLE_GIRL,498,,,,TRAINER_PIC_BW_BATTLE_GIRL,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_BLACK_BELT_THOMAS,THOMAS,TRAINER_CLASS_BLACK_BELT,498,,,,TRAINER_PIC_BW_BLACK_BELT,,blazeblack_doc=trainer_rosters; location_header=Icirrus City,1001,7,
TRAINER_BB_PKMN_RANGER_LEWIS,LEWIS,TRAINER_CLASS_PKMN_RANGER,24,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Route 8,1001,7,
TRAINER_BB_PARASOL_LADY_MELITA,MELITA,TRAINER_CLASS_PARASOL_LADY,24,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Route 8,1001,7,
TRAINER_BB_FISHERMAN_BRUCE,BRUCE,TRAINER_CLASS_FISHERMAN,24,,,,TRAINER_PIC_BW_FISHERMAN,,blazeblack_doc=trainer_rosters; location_header=Route 8,1001,7,
TRAINER_BB_PARASOL_LADY_LUMI,LUMI,TRAINER_CLASS_PARASOL_LADY,24,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Route 8,1001,7,
TRAINER_BB_PKMN_RANGER_ANNIE,ANNIE,TRAINER_CLASS_PKMN_RANGER,24,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Route 8,1001,7,
TRAINER_BB_PKMN_RANGER_HARRY,HARRY,TRAINER_CLASS_PKMN_RANGER,499,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Moor of Icirrus,1001,7,
TRAINER_BB_PKMN_RANGER_CHLORIS,CHLORIS,TRAINER_CLASS_PKMN_RANGER,499,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Moor of Icirrus,1001,7,
TRAINER_BB_FISHERMAN_DAMON,DAMON,TRAINER_CLASS_FISHERMAN,499,,,,TRAINER_PIC_BW_FISHERMAN,,blazeblack_doc=trainer_rosters; location_header=Moor of Icirrus,1001,7,
TRAINER_BB_PARASOL_LADY_MIRIAH,MIRIAH,TRAINER_CLASS_PARASOL_LADY,499,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Moor of Icirrus,1001,7,
TRAINER_BB_ACE_TRAINER_JESSE,JESSE,TRAINER_CLASS_ACE_TRAINER,249,,,,TRAINER_PIC_BW_ACE_TRAINER_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_ACE_TRAINER_JAMIE,JAMIE,TRAINER_CLASS_ACE_TRAINER,249,,,,TRAINER_PIC_BW_ACE_TRAINER_F,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_26,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_27,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_28,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_29,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_30,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_31,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_32,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_33,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_34,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,249,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Dragonspiral Tower,1001,7,
TRAINER_BB_BIKER_MORGANN,MORGANN,TRAINER_CLASS_BIKER,500,,,,TRAINER_PIC_BW_BIKER,,blazeblack_doc=trainer_rosters; location_header=Tubeline Bridge,1001,7,
TRAINER_BB_BIKER_JEREMY,JEREMY,TRAINER_CLASS_BIKER,500,,,,TRAINER_PIC_BW_BIKER,,blazeblack_doc=trainer_rosters; location_header=Tubeline Bridge,1001,7,
TRAINER_BB_ROUGHNECK_REESE,REESE,TRAINER_CLASS_ROUGHNECK,19,,,,TRAINER_PIC_BW_ROUGHNECK,,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
TRAINER_BB_BIKER_PHILIP,PHILIP,TRAINER_CLASS_BIKER,19,,,,TRAINER_PIC_BW_BIKER,,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
TRAINER_BB_DUO_HOOLIGANS_JIM_CAS,HOOLIGANS JIM & CAS,TRAINER_CLASS_DUO,19,,,,TRAINER_PIC_BW_HOOLIGANS,true,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
TRAINER_BB_BIKER_ZEKE,ZEKE,TRAINER_CLASS_BIKER,19,,,,TRAINER_PIC_BW_BIKER,,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
TRAINER_BB_ROUGHNECK_CHANCE,CHANCE,TRAINER_CLASS_ROUGHNECK,19,,,,TRAINER_PIC_BW_ROUGHNECK,,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
TRAINER_BB_WAITRESS_FLO,FLO,TRAINER_CLASS_WAITRESS,19,,,,TRAINER_PIC_BW_WAITRESS,,blazeblack_doc=trainer_rosters; location_header=Route 9,1001,7,
