species_id,move_id,learn_method,learn_level,version_group_id
134,55,level-up,13,1001
134,98,level-up,18,1001
134,44,level-up,23,1001
134,352,level-up,28,1001
134,62,level-up,33,1001
134,392,level-up,38,1001
134,503,level-up,43,1001
134,387,level-up,48,1001
134,114,level-up,53,1001
134,151,level-up,58,1001
134,56,level-up,63,1001
134,330,level-up,68,1001
134,215,level-up,73,1001
135,33,level-up,1,1001
135,39,level-up,1,1001
135,74,level-up,1,1001
135,270,level-up,1,1001
135,28,level-up,8,1001
135,84,level-up,13,1001
135,98,level-up,18,1001
135,24,level-up,23,1001
135,351,level-up,28,1001
135,42,level-up,33,1001
135,422,level-up,38,1001
135,486,level-up,43,1001
135,387,level-up,48,1001
135,86,level-up,53,1001
135,97,level-up,58,1001
135,87,level-up,63,1001
135,435,level-up,68,1001
135,344,level-up,73,1001
136,33,level-up,1,1001
136,39,level-up,1,1001
136,74,level-up,1,1001
136,270,level-up,1,1001
136,28,level-up,8,1001
136,52,level-up,13,1001
136,98,level-up,18,1001
136,44,level-up,23,1001
136,172,level-up,28,1001
136,83,level-up,33,1001
136,424,level-up,38,1001
136,276,level-up,43,1001
136,387,level-up,48,1001
136,123,level-up,53,1001
136,184,level-up,58,1001
136,126,level-up,63,1001
136,436,level-up,68,1001
136,394,level-up,73,1001
137,33,level-up,1,1001
137,112,level-up,1,1001
137,144,level-up,1,1001
137,159,level-up,1,1001
137,160,level-up,1,1001
137,176,level-up,1,1001
137,60,level-up,7,1001
137,97,level-up,12,1001
137,105,level-up,18,1001
137,393,level-up,23,1001
137,324,level-up,29,1001
137,278,level-up,34,1001
137,435,level-up,40,1001
137,199,level-up,45,1001
137,161,level-up,51,1001
137,277,level-up,56,1001
137,192,level-up,62,1001
137,356,level-up,67,1001
138,110,level-up,1,1001
138,132,level-up,1,1001
138,44,level-up,7,1001
138,55,level-up,10,1001
138,205,level-up,16,1001
138,43,level-up,19,1001
138,341,level-up,25,1001
138,362,level-up,28,1001
138,182,level-up,34,1001
138,246,level-up,37,1001
138,408,level-up,40,1001
138,321,level-up,43,1001
138,350,level-up,46,1001
138,504,level-up,52,1001
138,56,level-up,55,1001
138,414,level-up,58,1001
139,44,level-up,1,1001
139,110,level-up,1,1001
139,132,level-up,1,1001
139,55,level-up,10,1001
139,205,level-up,16,1001
139,43,level-up,19,1001
139,341,level-up,25,1001
139,362,level-up,28,1001
139,182,level-up,34,1001
139,246,level-up,37,1001
139,131,level-up,40,1001
139,408,level-up,40,1001
139,321,level-up,48,1001
139,350,level-up,56,1001
139,504,level-up,67,1001
139,56,level-up,75,1001
139,414,level-up,83,1001
142,17,level-up,1,1001
142,44,level-up,1,1001
142,48,level-up,1,1001
142,184,level-up,1,1001
142,422,level-up,1,1001
142,423,level-up,1,1001
142,424,level-up,1,1001
142,46,level-up,9,1001
142,97,level-up,17,1001
142,246,level-up,25,1001
142,242,level-up,33,1001
142,36,level-up,41,1001
142,507,level-up,49,1001
142,442,level-up,57,1001
142,63,level-up,65,1001
142,157,level-up,73,1001
142,349,level-up,81,1001
142,457,level-up,89,1001
142,416,level-up,97,1001
143,33,level-up,1,1001
143,402,level-up,1,1001
143,441,level-up,1,1001
143,111,level-up,4,1001
143,133,level-up,9,1001
143,122,level-up,12,1001
143,187,level-up,17,1001
143,281,level-up,20,1001
143,498,level-up,25,1001
143,156,level-up,28,1001
143,173,level-up,28,1001
143,214,level-up,33,1001
143,34,level-up,36,1001
143,335,level-up,41,1001
143,205,level-up,44,1001
143,242,level-up,49,1001
143,484,level-up,52,1001
143,416,level-up,57,1001
143,303,level-up,62,1001
143,38,level-up,67,1001
143,120,level-up,72,1001
147,35,level-up,1,1001
147,43,level-up,1,1001
147,56,level-up,1,1001
147,86,level-up,5,1001
147,239,level-up,11,1001
147,82,level-up,15,1001
147,21,level-up,21,1001
147,97,level-up,25,1001
147,525,level-up,31,1001
147,401,level-up,35,1001
147,407,level-up,41,1001
147,219,level-up,45,1001
147,349,level-up,51,1001
147,200,level-up,55,1001
147,406,level-up,61,1001
147,63,level-up,65,1001
148,35,level-up,1,1001
148,43,level-up,1,1001
148,86,level-up,1,1001
148,239,level-up,1,1001
148,489,level-up,1,1001
148,82,level-up,15,1001
148,21,level-up,21,1001
148,97,level-up,25,1001
148,525,level-up,33,1001
148,401,level-up,39,1001
148,407,level-up,47,1001
148,219,level-up,53,1001
148,349,level-up,61,1001
148,200,level-up,67,1001
148,406,level-up,75,1001
148,63,level-up,81,1001
149,7,level-up,1,1001
149,9,level-up,1,1001
149,35,level-up,1,1001
149,43,level-up,1,1001
149,86,level-up,1,1001
149,239,level-up,1,1001
149,245,level-up,1,1001
149,355,level-up,1,1001
149,82,level-up,15,1001
149,21,level-up,21,1001
149,97,level-up,25,1001
149,525,level-up,33,1001
149,401,level-up,39,1001
149,407,level-up,47,1001
149,219,level-up,53,1001
149,17,level-up,55,1001
149,349,level-up,61,1001
149,200,level-up,67,1001
149,406,level-up,75,1001
149,542,level-up,81,1001
149,63,level-up,89,1001
152,33,level-up,1,1001
152,45,level-up,1,1001
152,75,level-up,6,1001
152,77,level-up,9,1001
152,78,level-up,9,1001
152,79,level-up,9,1001
152,235,level-up,12,1001
152,267,level-up,15,1001
152,115,level-up,17,1001
152,345,level-up,20,1001
152,363,level-up,23,1001
152,230,level-up,28,1001
152,113,level-up,31,1001
152,34,level-up,34,1001
152,219,level-up,39,1001
152,312,level-up,42,1001
152,76,level-up,45,1001
152,437,level-up,48,1001
153,33,level-up,1,1001
153,45,level-up,1,1001
153,75,level-up,1,1001
153,77,level-up,1,1001
153,78,level-up,9,1001
153,79,level-up,9,1001
153,235,level-up,12,1001
153,267,level-up,15,1001
153,115,level-up,18,1001
153,345,level-up,22,1001
153,363,level-up,26,1001
153,230,level-up,32,1001
153,113,level-up,36,1001
153,34,level-up,40,1001
153,219,level-up,46,1001
153,312,level-up,50,1001
153,76,level-up,54,1001
153,437,level-up,58,1001
154,33,level-up,1,1001
154,45,level-up,1,1001
154,75,level-up,1,1001
154,77,level-up,1,1001
154,320,level-up,1,1001
154,78,level-up,9,1001
154,79,level-up,9,1001
154,235,level-up,12,1001
154,267,level-up,15,1001
154,115,level-up,18,1001
154,345,level-up,22,1001
154,363,level-up,26,1001
154,80,level-up,32,1001
154,230,level-up,34,1001
154,113,level-up,40,1001
154,34,level-up,46,1001
154,219,level-up,54,1001
154,312,level-up,60,1001
154,76,level-up,66,1001
154,437,level-up,72,1001
155,33,level-up,1,1001
155,43,level-up,1,1001
155,108,level-up,6,1001
155,52,level-up,10,1001
155,98,level-up,13,1001
155,326,level-up,16,1001
155,172,level-up,19,1001
155,111,level-up,22,1001
155,488,level-up,28,1001
155,129,level-up,31,1001
155,436,level-up,37,1001
155,53,level-up,40,1001
155,517,level-up,46,1001
155,205,level-up,49,1001
155,267,level-up,52,1001
155,38,level-up,55,1001
155,284,level-up,58,1001
156,33,level-up,1,1001
156,43,level-up,1,1001
156,108,level-up,1,1001
156,52,level-up,10,1001
156,98,level-up,13,1001
156,326,level-up,16,1001
156,172,level-up,20,1001
156,111,level-up,24,1001
156,129,level-up,31,1001
156,488,level-up,35,1001
156,436,level-up,42,1001
156,53,level-up,46,1001
156,517,level-up,53,1001
156,205,level-up,57,1001
156,267,level-up,61,1001
156,38,level-up,64,1001
156,284,level-up,68,1001
157,9,level-up,1,1001
157,33,level-up,1,1001
157,43,level-up,1,1001
157,52,level-up,1,1001
157,108,level-up,1,1001
157,360,level-up,1,1001
157,414,level-up,1,1001
157,98,level-up,13,1001
157,326,level-up,16,1001
157,172,level-up,20,1001
157,111,level-up,24,1001
157,129,level-up,31,1001
157,488,level-up,35,1001
157,436,level-up,43,1001
157,53,level-up,48,1001
157,517,level-up,56,1001
157,205,level-up,61,1001
157,267,level-up,65,1001
157,38,level-up,69,1001
157,284,level-up,74,1001
158,10,level-up,1,1001
158,43,level-up,1,1001
158,55,level-up,6,1001
158,99,level-up,8,1001
158,44,level-up,13,1001
158,184,level-up,15,1001
158,423,level-up,20,1001
158,175,level-up,22,1001
158,242,level-up,27,1001
158,498,level-up,29,1001
158,163,level-up,34,1001
158,103,level-up,36,1001
158,37,level-up,41,1001
158,401,level-up,43,1001
158,276,level-up,48,1001
158,56,level-up,50,1001
158,349,level-up,54,1001
159,10,level-up,1,1001
159,43,level-up,1,1001
159,55,level-up,1,1001
159,99,level-up,8,1001
159,44,level-up,13,1001
159,184,level-up,15,1001
159,423,level-up,21,1001
159,175,level-up,24,1001
159,242,level-up,30,1001
159,498,level-up,33,1001
159,163,level-up,39,1001
159,103,level-up,42,1001
159,37,level-up,48,1001
159,401,level-up,51,1001
159,276,level-up,57,1001
159,56,level-up,60,1001
159,349,level-up,64,1001
160,8,level-up,1,1001
160,10,level-up,1,1001
160,43,level-up,1,1001
160,55,level-up,1,1001
160,66,level-up,1,1001
160,99,level-up,1,1001
160,44,level-up,13,1001
160,184,level-up,15,1001
160,423,level-up,21,1001
160,175,level-up,24,1001
160,97,level-up,30,1001
160,242,level-up,32,1001
160,498,level-up,37,1001
160,163,level-up,45,1001
160,103,level-up,50,1001
160,37,level-up,58,1001
160,401,level-up,63,1001
160,276,level-up,71,1001
160,56,level-up,76,1001
160,349,level-up,81,1001
161,10,level-up,1,1001
161,146,level-up,1,1001
161,193,level-up,1,1001
161,111,level-up,4,1001
161,98,level-up,7,1001
161,154,level-up,13,1001
161,270,level-up,16,1001
161,266,level-up,19,1001
161,162,level-up,22,1001
161,21,level-up,25,1001
161,156,level-up,28,1001
161,389,level-up,31,1001
161,133,level-up,36,1001
161,226,level-up,39,1001
161,382,level-up,42,1001
161,304,level-up,47,1001
162,10,level-up,1,1001
162,98,level-up,1,1001
162,111,level-up,1,1001
162,193,level-up,1,1001
162,154,level-up,13,1001
162,270,level-up,17,1001
162,266,level-up,21,1001
162,162,level-up,25,1001
162,21,level-up,28,1001
162,156,level-up,32,1001
162,389,level-up,36,1001
162,133,level-up,42,1001
162,226,level-up,46,1001
162,382,level-up,50,1001
162,304,level-up,56,1001
163,33,level-up,1,1001
163,45,level-up,1,1001
163,101,level-up,1,1001
163,193,level-up,1,1001
163,95,level-up,5,1001
163,64,level-up,9,1001
163,253,level-up,13,1001
163,115,level-up,17,1001
163,93,level-up,21,1001
163,497,level-up,25,1001
163,36,level-up,29,1001
163,403,level-up,33,1001
163,428,level-up,37,1001
163,485,level-up,41,1001
163,326,level-up,45,1001
163,375,level-up,49,1001
163,355,level-up,53,1001
163,138,level-up,57,1001
163,417,level-up,61,1001
164,33,level-up,1,1001
164,45,level-up,1,1001
164,95,level-up,1,1001
164,143,level-up,1,1001
164,193,level-up,1,1001
164,257,level-up,1,1001
164,318,level-up,1,1001
164,466,level-up,1,1001
164,64,level-up,9,1001
164,253,level-up,13,1001
164,115,level-up,17,1001
164,93,level-up,22,1001
164,497,level-up,27,1001
164,36,level-up,32,1001
164,403,level-up,37,1001
164,428,level-up,42,1001
164,485,level-up,47,1001
164,326,level-up,52,1001
164,375,level-up,57,1001
164,355,level-up,62,1001
164,138,level-up,67,1001
164,417,level-up,72,1001
166,4,level-up,1,1001
166,33,level-up,1,1001
166,48,level-up,1,1001
166,113,level-up,14,1001
166,115,level-up,14,1001
166,219,level-up,14,1001
166,183,level-up,17,1001
166,7,level-up,18,1001
166,8,level-up,18,1001
166,9,level-up,18,1001
166,146,level-up,18,1001
166,409,level-up,18,1001
166,226,level-up,24,1001
166,318,level-up,29,1001
166,97,level-up,36,1001
166,129,level-up,41,1001
166,38,level-up,48,1001
166,405,level-up,53,1001
167,40,level-up,1,1001
167,81,level-up,1,1001
167,184,level-up,5,1001
167,132,level-up,8,1001
167,141,level-up,12,1001
167,450,level-up,12,1001
167,101,level-up,15,1001
167,527,level-up,17,1001
167,425,level-up,19,1001
167,154,level-up,22,1001
167,389,level-up,26,1001
167,169,level-up,29,1001
167,97,level-up,33,1001
167,42,level-up,36,1001
167,94,level-up,40,1001
167,398,level-up,43,1001
167,440,level-up,47,1001
168,40,level-up,1,1001
168,81,level-up,1,1001
168,132,level-up,1,1001
168,184,level-up,1,1001
168,450,level-up,1,1001
168,141,level-up,12,1001
168,450,level-up,12,1001
168,101,level-up,15,1001
168,527,level-up,17,1001
168,425,level-up,19,1001
168,154,level-up,23,1001
168,389,level-up,28,1001
168,169,level-up,32,1001
168,97,level-up,37,1001
168,42,level-up,41,1001
168,94,level-up,46,1001
168,398,level-up,50,1001
168,440,level-up,55,1001
169,48,level-up,1,1001
169,103,level-up,1,1001
169,141,level-up,1,1001
169,257,level-up,1,1001
169,310,level-up,1,1001
169,440,level-up,1,1001
169,44,level-up,13,1001
169,17,level-up,16,1001
169,95,level-up,18,1001
169,109,level-up,21,1001
169,355,level-up,22,1001
169,314,level-up,27,1001
169,212,level-up,33,1001
169,512,level-up,39,1001
169,305,level-up,45,1001
169,114,level-up,51,1001
169,403,level-up,57,1001
169,417,level-up,63,1001
169,413,level-up,69,1001
170,48,level-up,1,1001
170,113,level-up,1,1001
170,145,level-up,1,1001
170,86,level-up,6,1001
170,175,level-up,9,1001
170,109,level-up,12,1001
170,55,level-up,17,1001
170,209,level-up,20,1001
170,36,level-up,23,1001
170,486,level-up,28,1001
170,61,level-up,31,1001
170,324,level-up,34,1001
170,435,level-up,39,1001
170,392,level-up,42,1001
170,56,level-up,45,1001
170,268,level-up,50,1001
172,84,level-up,1,1001
172,204,level-up,1,1001
172,39,level-up,5,1001
172,86,level-up,10,1001
172,186,level-up,13,1001
172,417,level-up,18,1001
172,273,level-up,23,1001
172,47,level-up,28,1001
172,80,level-up,33,1001
172,146,level-up,38,1001
173,1,level-up,1,1001
173,118,level-up,1,1001
173,204,level-up,1,1001
173,227,level-up,4,1001
173,47,level-up,7,1001
173,186,level-up,10,1001
173,383,level-up,13,1001
173,345,level-up,16,1001
173,500,level-up,19,1001
173,129,level-up,22,1001
173,80,level-up,25,1001
174,47,level-up,1,1001
174,118,level-up,1,1001
174,204,level-up,1,1001
174,111,level-up,5,1001
174,1,level-up,9,1001
174,186,level-up,13,1001
174,383,level-up,17,1001
174,313,level-up,21,1001
174,102,level-up,25,1001
174,80,level-up,29,1001
175,45,level-up,1,1001
175,204,level-up,1,1001
175,326,level-up,1,1001
175,118,level-up,5,1001
175,186,level-up,9,1001
175,281,level-up,13,1001
175,161,level-up,15,1001
175,227,level-up,17,1001
175,266,level-up,21,1001
175,516,level-up,25,1001
175,500,level-up,27,1001
175,273,level-up,29,1001
175,135,level-up,31,1001
175,246,level-up,33,1001
175,219,level-up,37,1001
175,226,level-up,41,1001
175,38,level-up,45,1001
175,387,level-up,49,1001
175,495,level-up,53,1001
176,45,level-up,1,1001
176,118,level-up,1,1001
176,186,level-up,1,1001
176,204,level-up,1,1001
176,326,level-up,1,1001
176,345,level-up,1,1001
176,281,level-up,13,1001
176,161,level-up,15,1001
176,227,level-up,17,1001
176,266,level-up,21,1001
176,516,level-up,25,1001
176,500,level-up,27,1001
176,273,level-up,29,1001
176,135,level-up,31,1001
176,246,level-up,33,1001
176,219,level-up,37,1001
176,226,level-up,41,1001
176,38,level-up,45,1001
176,387,level-up,49,1001
176,495,level-up,53,1001
177,219,level-up,1,1001
177,314,level-up,1,1001
177,101,level-up,6,1001
177,100,level-up,9,1001
177,381,level-up,12,1001
177,93,level-up,14,1001
177,357,level-up,17,1001
177,382,level-up,20,1001
177,109,level-up,23,1001
177,273,level-up,28,1001
177,427,level-up,30,1001
177,375,level-up,33,1001
177,248,level-up,36,1001
177,500,level-up,39,1001
177,403,level-up,42,1001
177,466,level-up,44,1001
177,384,level-up,47,1001
177,385,level-up,47,1001
177,94,level-up,50,1001
178,314,level-up,1,1001
178,101,level-up,6,1001
178,100,level-up,9,1001
178,381,level-up,12,1001
178,93,level-up,14,1001
178,357,level-up,17,1001
178,382,level-up,20,1001
178,109,level-up,23,1001
178,366,level-up,27,1001
178,273,level-up,30,1001
178,427,level-up,33,1001
178,375,level-up,37,1001
178,248,level-up,42,1001
178,500,level-up,47,1001
178,403,level-up,51,1001
178,384,level-up,54,1001
178,466,level-up,54,1001
178,385,level-up,59,1001
178,94,level-up,66,1001
179,33,level-up,1,1001
179,268,level-up,1,1001
179,45,level-up,5,1001
179,84,level-up,10,1001
179,86,level-up,14,1001
179,351,level-up,16,1001
179,178,level-up,19,1001
179,268,level-up,23,1001
179,486,level-up,28,1001
179,538,level-up,32,1001
179,435,level-up,37,1001
179,324,level-up,41,1001
179,113,level-up,46,1001
179,408,level-up,50,1001
179,87,level-up,55,1001
179,192,level-up,60,1001
180,33,level-up,1,1001
180,45,level-up,1,1001
180,84,level-up,1,1001
180,268,level-up,1,1001
180,86,level-up,14,1001
180,351,level-up,17,1001
180,178,level-up,20,1001
180,268,level-up,25,1001
180,486,level-up,31,1001
180,538,level-up,36,1001
180,435,level-up,42,1001
180,324,level-up,47,1001
180,113,level-up,53,1001
180,408,level-up,59,1001
180,87,level-up,65,1001
180,192,level-up,71,1001
181,7,level-up,1,1001
181,33,level-up,1,1001
181,45,level-up,1,1001
181,84,level-up,1,1001
181,86,level-up,1,1001
181,268,level-up,1,1001
181,294,level-up,1,1001
181,406,level-up,1,1001
181,351,level-up,17,1001
181,178,level-up,20,1001
181,268,level-up,25,1001
181,9,level-up,30,1001
181,486,level-up,33,1001
181,538,level-up,40,1001
181,435,level-up,48,1001
181,324,level-up,55,1001
181,113,level-up,63,1001
181,408,level-up,71,1001
181,87,level-up,79,1001
181,192,level-up,87,1001
182,72,level-up,1,1001
182,78,level-up,1,1001
182,80,level-up,1,1001
182,230,level-up,1,1001
182,241,level-up,1,1001
182,348,level-up,1,1001
182,345,level-up,23,1001
182,483,level-up,38,1001
182,437,level-up,53,1001
182,414,level-up,65,1001
183,33,level-up,1,1001
183,146,level-up,1,1001
183,111,level-up,2,1001
183,39,level-up,7,1001
183,55,level-up,10,1001
183,205,level-up,15,1001
183,61,level-up,18,1001
183,453,level-up,21,1001
183,392,level-up,23,1001
183,8,level-up,25,1001
183,38,level-up,27,1001
183,240,level-up,32,1001
183,401,level-up,37,1001
183,56,level-up,42,1001
183,276,level-up,47,1001
184,33,level-up,1,1001
184,39,level-up,1,1001
184,55,level-up,1,1001
184,111,level-up,1,1001
184,205,level-up,15,1001
184,61,level-up,20,1001
184,453,level-up,24,1001
184,392,level-up,27,1001
184,8,level-up,30,1001
184,38,level-up,33,1001
184,240,level-up,40,1001
184,401,level-up,47,1001
184,56,level-up,54,1001
184,276,level-up,61,1001
185,7,level-up,1,1001
185,8,level-up,1,1001
185,9,level-up,1,1001
185,67,level-up,1,1001
185,88,level-up,1,1001
185,175,level-up,1,1001
185,383,level-up,1,1001
185,452,level-up,1,1001
185,102,level-up,17,1001
185,335,level-up,22,1001
185,185,level-up,25,1001
185,317,level-up,30,1001
185,157,level-up,33,1001
185,21,level-up,38,1001
185,389,level-up,41,1001
185,38,level-up,46,1001
185,359,level-up,49,1001
185,120,level-up,53,1001
187,97,level-up,1,1001
187,150,level-up,1,1001
187,235,level-up,4,1001
187,39,level-up,7,1001
187,33,level-up,10,1001
187,77,level-up,12,1001
187,78,level-up,14,1001
187,79,level-up,16,1001
187,331,level-up,19,1001
187,73,level-up,22,1001
187,72,level-up,25,1001
187,512,level-up,28,1001
187,476,level-up,31,1001
187,178,level-up,34,1001
187,369,level-up,37,1001
187,388,level-up,40,1001
187,202,level-up,43,1001
187,340,level-up,46,1001
187,262,level-up,49,1001
187,538,level-up,52,1001
188,33,level-up,1,1001
188,39,level-up,1,1001
188,150,level-up,1,1001
188,235,level-up,1,1001
188,77,level-up,12,1001
188,78,level-up,14,1001
188,79,level-up,16,1001
188,331,level-up,20,1001
188,73,level-up,24,1001
188,72,level-up,28,1001
188,512,level-up,32,1001
188,476,level-up,36,1001
188,178,level-up,40,1001
188,369,level-up,44,1001
188,388,level-up,48,1001
188,202,level-up,52,1001
188,340,level-up,56,1001
188,262,level-up,60,1001
188,538,level-up,64,1001
189,33,level-up,1,1001
189,39,level-up,1,1001
189,150,level-up,1,1001
189,235,level-up,1,1001
189,77,level-up,12,1001
189,78,level-up,14,1001
189,79,level-up,16,1001
189,331,level-up,20,1001
189,73,level-up,24,1001
189,72,level-up,29,1001
189,512,level-up,34,1001
189,476,level-up,39,1001
189,178,level-up,44,1001
189,369,level-up,49,1001
189,388,level-up,54,1001
189,202,level-up,59,1001
189,340,level-up,64,1001
189,262,level-up,69,1001
189,538,level-up,74,1001
189,312,level-up,79,1001
190,10,level-up,1,1001
190,39,level-up,1,1001
190,28,level-up,4,1001
190,310,level-up,8,1001
190,226,level-up,11,1001
190,321,level-up,15,1001
190,154,level-up,18,1001
190,129,level-up,22,1001
190,103,level-up,25,1001
190,97,level-up,29,1001
190,458,level-up,32,1001
190,374,level-up,36,1001
190,417,level-up,39,1001
190,387,level-up,43,1001
190,252,level-up,47,1001
191,71,level-up,1,1001
191,74,level-up,1,1001
191,72,level-up,5,1001
191,275,level-up,9,1001
191,320,level-up,13,1001
191,73,level-up,17,1001
191,267,level-up,20,1001
191,283,level-up,21,1001
191,388,level-up,25,1001
191,75,level-up,29,1001
191,414,level-up,32,1001
191,235,level-up,33,1001
191,241,level-up,37,1001
191,234,level-up,38,1001
191,202,level-up,41,1001
191,402,level-up,45,1001
192,1,level-up,1,1001
192,71,level-up,1,1001
192,74,level-up,1,1001
192,72,level-up,5,1001
192,275,level-up,9,1001
192,320,level-up,13,1001
192,73,level-up,17,1001
192,267,level-up,20,1001
192,331,level-up,21,1001
192,388,level-up,25,1001
192,75,level-up,29,1001
192,414,level-up,32,1001
192,80,level-up,33,1001
192,241,level-up,37,1001
192,552,level-up,38,1001
192,76,level-up,41,1001
192,437,level-up,45,1001
193,33,level-up,1,1001
193,193,level-up,1,1001
193,211,level-up,1,1001
193,98,level-up,6,1001
193,104,level-up,11,1001
193,49,level-up,14,1001
193,197,level-up,17,1001
193,314,level-up,20,1001
193,48,level-up,22,1001
193,324,level-up,25,1001
193,253,level-up,27,1001
193,228,level-up,30,1001
193,246,level-up,33,1001
193,202,level-up,36,1001
193,95,level-up,38,1001
193,17,level-up,43,1001
193,103,level-up,46,1001
193,369,level-up,49,1001
193,403,level-up,54,1001
193,405,level-up,57,1001
194,39,level-up,1,1001
194,55,level-up,1,1001
194,187,level-up,1,1001
194,300,level-up,5,1001
194,341,level-up,9,1001
194,491,level-up,12,1001
194,21,level-up,15,1001
194,426,level-up,19,1001
194,133,level-up,23,1001
194,401,level-up,26,1001
194,281,level-up,29,1001
194,89,level-up,33,1001
194,240,level-up,37,1001
194,54,level-up,43,1001
194,114,level-up,43,1001
194,330,level-up,47,1001
194,105,level-up,51,1001
195,34,level-up,1,1001
195,39,level-up,1,1001
195,55,level-up,1,1001
195,300,level-up,1,1001
195,341,level-up,9,1001
195,491,level-up,12,1001
195,21,level-up,15,1001
195,426,level-up,19,1001
195,133,level-up,24,1001
195,401,level-up,28,1001
195,281,level-up,31,1001
195,89,level-up,36,1001
195,240,level-up,41,1001
195,54,level-up,48,1001
195,114,level-up,48,1001
195,330,level-up,53,1001
195,105,level-up,58,1001
196,33,level-up,1,1001
196,39,level-up,1,1001
196,74,level-up,1,1001
196,270,level-up,1,1001
196,28,level-up,8,1001
196,93,level-up,13,1001
196,98,level-up,18,1001
196,129,level-up,23,1001
196,408,level-up,28,1001
196,60,level-up,33,1001
196,248,level-up,38,1001
196,313,level-up,43,1001
196,387,level-up,48,1001
196,244,level-up,53,1001
196,94,level-up,58,1001
196,234,level-up,63,1001
196,384,level-up,68,1001
196,396,level-up,73,1001
197,33,level-up,1,1001
197,39,level-up,1,1001
197,74,level-up,1,1001
197,270,level-up,1,1001
197,28,level-up,8,1001
197,228,level-up,13,1001
197,98,level-up,18,1001
197,109,level-up,23,1001
197,321,level-up,28,1001
197,185,level-up,33,1001
197,372,level-up,38,1001
197,492,level-up,43,1001
197,387,level-up,48,1001
197,212,level-up,53,1001
197,103,level-up,58,1001
197,236,level-up,63,1001
197,385,level-up,68,1001
197,379,level-up,73,1001
198,64,level-up,1,1001
198,251,level-up,1,1001
198,310,level-up,1,1001
198,228,level-up,5,1001
198,114,level-up,11,1001
198,17,level-up,15,1001
198,101,level-up,21,1001
198,372,level-up,25,1001
198,269,level-up,31,1001
198,65,level-up,35,1001
198,185,level-up,35,1001
198,212,level-up,41,1001
198,492,level-up,45,1001
198,366,level-up,51,1001
198,389,level-up,55,1001
198,259,level-up,61,1001
198,511,level-up,65,1001
198,413,level-up,71,1001
199,33,level-up,1,1001
199,174,level-up,1,1001
199,237,level-up,1,1001
199,281,level-up,1,1001
199,408,level-up,1,1001
199,45,level-up,5,1001
199,55,level-up,9,1001
199,93,level-up,14,1001
199,50,level-up,19,1001
199,362,level-up,21,1001
199,29,level-up,23,1001
199,352,level-up,28,1001
199,428,level-up,32,1001
199,417,level-up,36,1001
199,207,level-up,41,1001
199,94,level-up,45,1001
199,376,level-up,49,1001
199,244,level-up,54,1001
199,505,level-up,58,1001
199,396,level-up,62,1001
200,45,level-up,1,1001
200,149,level-up,1,1001
200,180,level-up,5,1001
200,310,level-up,10,1001
200,109,level-up,14,1001
200,212,level-up,19,1001
200,506,level-up,23,1001
200,60,level-up,28,1001
200,220,level-up,32,1001
200,371,level-up,37,1001
200,247,level-up,41,1001
200,195,level-up,46,1001
200,288,level-up,50,1001
200,408,level-up,55,1001
200,417,level-up,60,1001
200,95,level-up,64,1001
200,194,level-up,69,1001
201,237,level-up,1,1001
201,290,level-up,11,1001
201,267,level-up,21,1001
201,246,level-up,31,1001
201,322,level-up,41,1001
201,414,level-up,51,1001
201,500,level-up,61,1001
202,68,level-up,1,1001
202,194,level-up,1,1001
202,219,level-up,1,1001
202,243,level-up,1,1001
202,102,level-up,15,1001
203,33,level-up,1,1001
203,45,level-up,1,1001
203,93,level-up,1,1001
203,310,level-up,1,1001
203,384,level-up,1,1001
203,385,level-up,1,1001
203,316,level-up,5,1001
203,23,level-up,10,1001
203,97,level-up,14,1001
203,60,level-up,19,1001
203,226,level-up,23,1001
203,372,level-up,28,1001
203,458,level-up,32,1001
203,94,level-up,37,1001
203,428,level-up,41,1001
203,242,level-up,46,1001
203,417,level-up,51,1001
204,33,level-up,1,1001
204,182,level-up,1,1001
204,120,level-up,6,1001
204,450,level-up,9,1001
204,36,level-up,12,1001
204,229,level-up,17,1001
204,117,level-up,20,1001
204,363,level-up,23,1001
204,68,level-up,26,1001
204,191,level-up,28,1001
204,371,level-up,31,1001
204,153,level-up,34,1001
204,334,level-up,39,1001
204,360,level-up,42,1001
204,38,level-up,45,1001
205,33,level-up,1,1001
205,120,level-up,1,1001
205,182,level-up,1,1001
205,390,level-up,1,1001
205,450,level-up,1,1001
205,36,level-up,12,1001
205,229,level-up,17,1001
205,117,level-up,20,1001
205,363,level-up,23,1001
205,68,level-up,26,1001
205,191,level-up,28,1001
205,429,level-up,31,1001
205,475,level-up,32,1001
205,371,level-up,36,1001
205,153,level-up,42,1001
205,334,level-up,46,1001
205,360,level-up,50,1001
205,38,level-up,56,1001
205,393,level-up,60,1001
205,192,level-up,64,1001
205,484,level-up,70,1001
206,32,level-up,1,1001
206,99,level-up,1,1001
206,111,level-up,4,1001
206,281,level-up,8,1001
206,137,level-up,12,1001
206,205,level-up,16,1001
206,180,level-up,20,1001
206,228,level-up,24,1001
206,103,level-up,28,1001
206,355,level-up,33,1001
206,36,level-up,38,1001
206,489,level-up,43,1001
206,246,level-up,48,1001
206,91,level-up,53,1001
206,283,level-up,58,1001
206,175,level-up,63,1001
208,20,level-up,1,1001
208,33,level-up,1,1001
208,106,level-up,1,1001
208,300,level-up,1,1001
208,422,level-up,1,1001
208,423,level-up,1,1001
208,424,level-up,1,1001
208,489,level-up,3,1001
