encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_SKIER_SHAWN,SHAWN,TRAINER_CLASS_SKIER_MALE,219,,,,TRAINER_PIC_SKIER_MALE,,platinum_trainer_index=142; source=res/trainers/data/skier_shawn.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_SKIER_BJORN,BJORN,TRAINER_CLASS_SKIER_MALE,219,,,,TRAINER_PIC_SKIER_MALE,,platinum_trainer_index=143; source=res/trainers/data/skier_bjorn.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_SKIER_LEXIE,LEXIE,TRAINER_CLASS_SKIER_FEMALE,219,,,,TRAINER_PIC_SKIER_FEMALE,,platinum_trainer_index=144; source=res/trainers/data/skier_lexie.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_SKIER_MADISON,MADISON,TRAINER_CLASS_SKIER_FEMALE,219,,,,TRAINER_PIC_SKIER_FEMALE,,platinum_trainer_index=145; source=res/trainers/data/skier_madison.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_NINJA_BOY_MATTHEW,MATTHEW,TRAINER_CLASS_NINJA_BOY,219,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=146; source=res/trainers/data/ninja_boy_matthew.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_NINJA_BOY_ETHAN,ETHAN,TRAINER_CLASS_NINJA_BOY,219,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=147; source=res/trainers/data/ninja_boy_ethan.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_BLACK_BELT_LUKE,LUKE,TRAINER_CLASS_BLACK_BELT,219,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=148; source=res/trainers/data/black_belt_luke.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_FISHERMAN_MIGUEL,MIGUEL,TRAINER_CLASS_FISHERMAN,214,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=153; source=res/trainers/data/fisherman_miguel.json; map_refs=route_218; matched_map=route_218,9,5,
TRAINER_FISHERMAN_LUC,LUC,TRAINER_CLASS_FISHERMAN,214,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=154; source=res/trainers/data/fisherman_luc.json; map_refs=route_218; matched_map=route_218,9,5,
TRAINER_SWIMMER_ADRIAN,ADRIAN,TRAINER_CLASS_SWIMMER_MALE,211,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=159; source=res/trainers/data/swimmer_adrian.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_ERIK,ERIK,TRAINER_CLASS_SWIMMER_MALE,211,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=160; source=res/trainers/data/swimmer_erik.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_VINCENT,VINCENT,TRAINER_CLASS_SWIMMER_MALE,211,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=161; source=res/trainers/data/swimmer_vincent.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_JESSICA,JESSICA,TRAINER_CLASS_SWIMMER_FEMALE,211,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=162; source=res/trainers/data/swimmer_jessica.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_ERICA,ERICA,TRAINER_CLASS_SWIMMER_FEMALE,211,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=163; source=res/trainers/data/swimmer_erica.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_KATELYN,KATELYN,TRAINER_CLASS_SWIMMER_FEMALE,211,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=164; source=res/trainers/data/swimmer_katelyn.json; map_refs=route_220; matched_map=route_220,9,5,
TRAINER_SWIMMER_DILLON,DILLON,TRAINER_CLASS_SWIMMER_MALE,213,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=166; source=res/trainers/data/swimmer_dillon.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_SWIMMER_VANESSA,VANESSA,TRAINER_CLASS_SWIMMER_FEMALE,213,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=167; source=res/trainers/data/swimmer_vanessa.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_FISHERMAN_CORY,CORY,TRAINER_CLASS_FISHERMAN,213,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=168; source=res/trainers/data/fisherman_cory.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_ACE_TRAINER_JAKE,JAKE,TRAINER_CLASS_ACE_TRAINER_MALE,213,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=170; source=res/trainers/data/ace_trainer_jake.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_ACE_TRAINER_SHANNON,SHANNON,TRAINER_CLASS_ACE_TRAINER_FEMALE,213,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=171; source=res/trainers/data/ace_trainer_shannon.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_FISHERMAN_BRETT,BRETT,TRAINER_CLASS_FISHERMAN,223,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=172; source=res/trainers/data/fisherman_brett.json; map_refs=route_222; matched_map=route_222,9,5,
TRAINER_FISHERMAN_ALEC,ALEC,TRAINER_CLASS_FISHERMAN,223,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=173; source=res/trainers/data/fisherman_alec.json; map_refs=route_222; matched_map=route_222,9,5,
TRAINER_FISHERMAN_GEORGE,GEORGE,TRAINER_CLASS_FISHERMAN,223,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=174; source=res/trainers/data/fisherman_george.json; map_refs=route_222; matched_map=route_222,9,5,
TRAINER_FISHERMAN_COLE,COLE,TRAINER_CLASS_FISHERMAN,223,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=175; source=res/trainers/data/fisherman_cole.json; map_refs=route_222; matched_map=route_222,9,5,
TRAINER_SAILOR_LUTHER,LUTHER,TRAINER_CLASS_SAILOR,223,,,,TRAINER_PIC_SAILOR,,platinum_trainer_index=180; source=res/trainers/data/sailor_luther.json; map_refs=route_222; matched_map=route_222,9,5,
TRAINER_SWIMMER_WESLEY,WESLEY,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=183; source=res/trainers/data/swimmer_wesley.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_RICARDO,RICARDO,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=184; source=res/trainers/data/swimmer_ricardo.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_FRANCISCO,FRANCISCO,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=185; source=res/trainers/data/swimmer_francisco.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_COLTON,COLTON,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=186; source=res/trainers/data/swimmer_colton.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_TROY,TROY,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=187; source=res/trainers/data/swimmer_troy.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_OSCAR,OSCAR,TRAINER_CLASS_SWIMMER_MALE,225,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=188; source=res/trainers/data/swimmer_oscar.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_MIRANDA,MIRANDA,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=189; source=res/trainers/data/swimmer_miranda.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_AUBREE,AUBREE,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=190; source=res/trainers/data/swimmer_aubree.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_PAIGE,PAIGE,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=191; source=res/trainers/data/swimmer_paige.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_CRYSTAL,CRYSTAL,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=192; source=res/trainers/data/swimmer_crystal.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_CASSANDRA,CASSANDRA,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=193; source=res/trainers/data/swimmer_cassandra.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_SWIMMER_GABRIELLE,GABRIELLE,TRAINER_CLASS_SWIMMER_FEMALE,225,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=194; source=res/trainers/data/swimmer_gabrielle.json; map_refs=route_223; matched_map=route_223,9,5,
TRAINER_WORKER_COLIN,COLIN,TRAINER_CLASS_WORKER,177,,,,TRAINER_PIC_WORKER,,platinum_trainer_index=195; source=res/trainers/data/worker_colin.json; map_refs=oreburgh_mine_b2f; matched_map=oreburgh_mine_b2f,9,5,
TRAINER_WORKER_MASON,MASON,TRAINER_CLASS_WORKER,177,,,,TRAINER_PIC_WORKER,,platinum_trainer_index=196; source=res/trainers/data/worker_mason.json; map_refs=oreburgh_mine_b2f; matched_map=oreburgh_mine_b2f,9,5,
TRAINER_BUG_CATCHER_JACK,JACK,TRAINER_CLASS_BUG_CATCHER,184,,,,TRAINER_PIC_BUG_CATCHER,,platinum_trainer_index=201; source=res/trainers/data/bug_catcher_jack.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_BUG_CATCHER_PHILLIP,PHILLIP,TRAINER_CLASS_BUG_CATCHER,184,,,,TRAINER_PIC_BUG_CATCHER,,platinum_trainer_index=202; source=res/trainers/data/bug_catcher_phillip.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_BUG_CATCHER_DONALD,DONALD,TRAINER_CLASS_BUG_CATCHER,184,,,,TRAINER_PIC_BUG_CATCHER,,platinum_trainer_index=203; source=res/trainers/data/bug_catcher_donald.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_LASS_BRIANA,BRIANA,TRAINER_CLASS_LASS,184,,,,TRAINER_PIC_LASS,,platinum_trainer_index=204; source=res/trainers/data/lass_briana.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_PSYCHIC_ELIJAH,ELIJAH,TRAINER_CLASS_PSYCHIC_MALE,184,,,,TRAINER_PIC_PSYCHIC_MALE,,platinum_trainer_index=205; source=res/trainers/data/psychic_elijah.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_PSYCHIC_LINDSEY,LINDSEY,TRAINER_CLASS_PSYCHIC_FEMALE,184,,,,TRAINER_PIC_PSYCHIC_FEMALE,,platinum_trainer_index=206; source=res/trainers/data/psychic_lindsey.json; map_refs=eterna_forest; matched_map=eterna_forest,9,5,
TRAINER_ACE_TRAINER_OMAR,OMAR,TRAINER_CLASS_ACE_TRAINER_MALE,48,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=224; source=res/trainers/data/ace_trainer_omar.json; map_refs=victory_road_2f; matched_map=victory_road_2f,9,5,
TRAINER_ACE_TRAINER_HENRY,HENRY,TRAINER_CLASS_ACE_TRAINER_MALE,48,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=225; source=res/trainers/data/ace_trainer_henry.json; map_refs=victory_road_b1f; matched_map=victory_road_b1f,9,5,
TRAINER_ACE_TRAINER_MARIAH,MARIAH,TRAINER_CLASS_ACE_TRAINER_FEMALE,48,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=226; source=res/trainers/data/ace_trainer_mariah.json; map_refs=victory_road_1f; matched_map=victory_road_1f,9,5,
TRAINER_ACE_TRAINER_SYDNEY,SYDNEY,TRAINER_CLASS_ACE_TRAINER_FEMALE,48,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=227; source=res/trainers/data/ace_trainer_sydney.json; map_refs=victory_road_2f; matched_map=victory_road_2f,9,5,
TRAINER_VETERAN_EDGAR,EDGAR,TRAINER_CLASS_VETERAN,48,,,,TRAINER_PIC_VETERAN,,platinum_trainer_index=228; source=res/trainers/data/veteran_edgar.json; map_refs=victory_road_1f; matched_map=victory_road_1f,9,5,
TRAINER_VETERAN_CLAYTON,CLAYTON,TRAINER_CLASS_VETERAN,48,,,,TRAINER_PIC_VETERAN,,platinum_trainer_index=229; source=res/trainers/data/veteran_clayton.json; map_refs=victory_road_2f; matched_map=victory_road_2f,9,5,
TRAINER_DRAGON_TAMER_ONDREJ,ONDREJ,TRAINER_CLASS_DRAGON_TAMER,48,,,,TRAINER_PIC_DRAGON_TAMER,,platinum_trainer_index=230; source=res/trainers/data/dragon_tamer_ondrej.json; map_refs=victory_road_b1f; matched_map=victory_road_b1f,9,5,
TRAINER_DRAGON_TAMER_CLINTON,CLINTON,TRAINER_CLASS_DRAGON_TAMER,48,,,,TRAINER_PIC_DRAGON_TAMER,,platinum_trainer_index=231; source=res/trainers/data/dragon_tamer_clinton.json; map_refs=victory_road_1f; matched_map=victory_road_1f,9,5,
TRAINER_BLACK_BELT_DAVID,DAVID,TRAINER_CLASS_BLACK_BELT,215,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=232; source=res/trainers/data/black_belt_david.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_BIRD_KEEPER_HANA,HANA,TRAINER_CLASS_BIRD_KEEPER,48,,,,TRAINER_PIC_BIRD_KEEPER,,platinum_trainer_index=233; source=res/trainers/data/bird_keeper_hana.json; map_refs=victory_road_1f; matched_map=victory_road_1f,9,5,
TRAINER_PSYCHIC_BRYCE,BRYCE,TRAINER_CLASS_PSYCHIC_MALE,48,,,,TRAINER_PIC_PSYCHIC_MALE,,platinum_trainer_index=234; source=res/trainers/data/psychic_bryce.json; map_refs=victory_road_1f; matched_map=victory_road_1f,9,5,
TRAINER_PSYCHIC_VALENCIA,VALENCIA,TRAINER_CLASS_PSYCHIC_FEMALE,48,,,,TRAINER_PIC_PSYCHIC_FEMALE,,platinum_trainer_index=235; source=res/trainers/data/psychic_valencia.json; map_refs=victory_road_b1f; matched_map=victory_road_b1f,9,5,
TRAINER_DOUBLE_TEAM_JO_AND_PAT,JO & PAT,TRAINER_CLASS_DOUBLE_TEAM,48,,,,TRAINER_PIC_DOUBLE_TEAM,True,platinum_trainer_index=236; source=res/trainers/data/double_team_jo_and_pat.json; map_refs=victory_road_b1f; matched_map=victory_road_b1f,9,5,
TRAINER_DOUBLE_TEAM_AL_AND_KAY,AL & KAY,TRAINER_CLASS_DOUBLE_TEAM,48,,,,TRAINER_PIC_DOUBLE_TEAM,True,platinum_trainer_index=237; source=res/trainers/data/double_team_al_and_kay.json; map_refs=victory_road_2f; matched_map=victory_road_2f,9,5,
TRAINER_VETERAN_GRANT,GRANT,TRAINER_CLASS_VETERAN,175,,,,TRAINER_PIC_VETERAN,,platinum_trainer_index=240; source=res/trainers/data/veteran_grant.json; map_refs=oreburgh_gate_b1f; matched_map=oreburgh_gate_b1f,9,5,
TRAINER_YOUNGSTER_JONATHON,JONATHON,TRAINER_CLASS_YOUNGSTER,176,,,,TRAINER_PIC_YOUNGSTER,,platinum_trainer_index=244; source=res/trainers/data/youngster_jonathon.json; map_refs=oreburgh_city_gym; matched_map=oreburgh_city_gym,9,5,
TRAINER_YOUNGSTER_DARIUS,DARIUS,TRAINER_CLASS_YOUNGSTER,176,,,,TRAINER_PIC_YOUNGSTER,,platinum_trainer_index=245; source=res/trainers/data/youngster_darius.json; map_refs=oreburgh_city_gym; matched_map=oreburgh_city_gym,9,5,
TRAINER_LEADER_ROARK,ROARK,TRAINER_CLASS_LEADER_ROARK,176,,,"ITEM_POTION,ITEM_POTION",TRAINER_PIC_LEADER_ROARK,,platinum_trainer_index=246; source=res/trainers/data/leader_roark.json; map_refs=oreburgh_city_gym|sunyshore_city_gym_room_3; matched_map=oreburgh_city_gym,9,5,
TRAINER_RIVAL_ROUTE_203_PIPLUP,CEDRIC,TRAINER_CLASS_RIVAL,174,,,,TRAINER_PIC_RIVAL,,platinum_trainer_index=247; source=res/trainers/data/rival_route_203_piplup.json; map_refs=route_203; matched_map=route_203,9,5,
TRAINER_RIVAL_ROUTE_203_TURTWIG,CEDRIC,TRAINER_CLASS_RIVAL,174,,,,TRAINER_PIC_RIVAL,,platinum_trainer_index=248; source=res/trainers/data/rival_route_203_turtwig.json; map_refs=route_203; matched_map=route_203,9,5,
TRAINER_RIVAL_ROUTE_203_CHIMCHAR,CEDRIC,TRAINER_CLASS_RIVAL,174,,,,TRAINER_PIC_RIVAL,,platinum_trainer_index=249; source=res/trainers/data/rival_route_203_chimchar.json; map_refs=route_203; matched_map=route_203,9,5,
TRAINER_LEADER_BYRON,BYRON,TRAINER_CLASS_LEADER_BYRON,215,,,"ITEM_HYPER_POTION,ITEM_FULL_RESTORE",TRAINER_PIC_LEADER_BYRON,,platinum_trainer_index=250; source=res/trainers/data/leader_byron.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_WORKER_JACKSON,JACKSON,TRAINER_CLASS_WORKER,215,,,,TRAINER_PIC_WORKER,,platinum_trainer_index=256; source=res/trainers/data/worker_jackson.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_WORKER_GARY,GARY,TRAINER_CLASS_WORKER,215,,,,TRAINER_PIC_WORKER,,platinum_trainer_index=257; source=res/trainers/data/worker_gary.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_BLACK_BELT_PHILIP,PHILIP,TRAINER_CLASS_BLACK_BELT,218,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=258; source=res/trainers/data/black_belt_philip.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_AROMA_LADY_JENNA,JENNA,TRAINER_CLASS_AROMA_LADY,186,,,,TRAINER_PIC_AROMA_LADY,,platinum_trainer_index=259; source=res/trainers/data/aroma_lady_jenna.json; map_refs=eterna_city_gym; matched_map=eterna_city_gym,9,5,
TRAINER_AROMA_LADY_ANGELA,ANGELA,TRAINER_CLASS_AROMA_LADY,186,,,,TRAINER_PIC_AROMA_LADY,,platinum_trainer_index=260; source=res/trainers/data/aroma_lady_angela.json; map_refs=eterna_city_gym; matched_map=eterna_city_gym,9,5,
TRAINER_ELITE_FOUR_AARON,AARON,TRAINER_CLASS_ELITE_FOUR_AARON,226,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_ELITE_FOUR_AARON,,platinum_trainer_index=261; source=res/trainers/data/elite_four_aaron.json; map_refs=pokemon_league_aaron_room; matched_map=pokemon_league_aaron_room,9,5,
TRAINER_ELITE_FOUR_BERTHA,BERTHA,TRAINER_CLASS_ELITE_FOUR_BERTHA,226,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_ELITE_FOUR_BERTHA,,platinum_trainer_index=262; source=res/trainers/data/elite_four_bertha.json; map_refs=pokemon_league_bertha_room; matched_map=pokemon_league_bertha_room,9,5,
TRAINER_ELITE_FOUR_FLINT,FLINT,TRAINER_CLASS_ELITE_FOUR_FLINT,226,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_ELITE_FOUR_FLINT,,platinum_trainer_index=263; source=res/trainers/data/elite_four_flint.json; map_refs=pokemon_league_flint_room; matched_map=pokemon_league_flint_room,9,5,
TRAINER_ELITE_FOUR_LUCIAN,LUCIAN,TRAINER_CLASS_ELITE_FOUR_LUCIAN,226,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_ELITE_FOUR_LUCIAN,,platinum_trainer_index=264; source=res/trainers/data/elite_four_lucian.json; map_refs=pokemon_league_lucian_room; matched_map=pokemon_league_lucian_room,9,5,
TRAINER_CAMPER_CURTIS,CURTIS,TRAINER_CLASS_CAMPER,175,,,,TRAINER_PIC_CAMPER,,platinum_trainer_index=265; source=res/trainers/data/camper_curtis.json; map_refs=oreburgh_gate_1f; matched_map=oreburgh_gate_1f,9,5,
TRAINER_CAMPER_DREW,DREW,TRAINER_CLASS_CAMPER,191,,,,TRAINER_PIC_CAMPER,,platinum_trainer_index=266; source=res/trainers/data/camper_drew.json; map_refs=hearthome_city_dp_gym_leader_room|hearthome_city_dp_gym_trainer_room_1|hearthome_city_gym_leader_room; matched_map=hearthome_city_dp_gym_leader_room,9,5,
TRAINER_CHAMPION_CYNTHIA,CYNTHIA,TRAINER_CLASS_CHAMPION_CYNTHIA,226,,,"ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE,ITEM_FULL_RESTORE",TRAINER_PIC_CHAMPION_CYNTHIA,,platinum_trainer_index=267; source=res/trainers/data/champion_cynthia.json; map_refs=pokemon_league_champion_room; matched_map=pokemon_league_champion_room,9,5,
TRAINER_COLLECTOR_DOUGLAS,DOUGLAS,TRAINER_CLASS_COLLECTOR,205,,,,TRAINER_PIC_COLLECTOR,,platinum_trainer_index=272; source=res/trainers/data/collector_douglas.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_COLLECTOR_BRADY,BRADY,TRAINER_CLASS_COLLECTOR,205,,,,TRAINER_PIC_COLLECTOR,,platinum_trainer_index=273; source=res/trainers/data/collector_brady.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_COLLECTOR_IVAN,IVAN,TRAINER_CLASS_COLLECTOR,213,,,,TRAINER_PIC_COLLECTOR,,platinum_trainer_index=274; source=res/trainers/data/collector_ivan.json; map_refs=route_221; matched_map=route_221,9,5,
TRAINER_ACE_TRAINER_DENNIS,DENNIS,TRAINER_CLASS_ACE_TRAINER_MALE,196,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=278; source=res/trainers/data/ace_trainer_dennis.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_ACE_TRAINER_CESAR,CESAR,TRAINER_CLASS_ACE_TRAINER_MALE,215,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=279; source=res/trainers/data/ace_trainer_cesar.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_ACE_TRAINER_ALLEN,ALLEN,TRAINER_CLASS_ACE_TRAINER_MALE,191,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=280; source=res/trainers/data/ace_trainer_allen.json; map_refs=hearthome_city_dp_gym_leader_room|hearthome_city_dp_gym_trainer_room_5|hearthome_city_gym_leader_room|hearthome_city_gym_trainer_room_2; matched_map=hearthome_city_dp_gym_leader_room,9,5,
TRAINER_ACE_TRAINER_ZACHERY,ZACHERY,TRAINER_CLASS_ACE_TRAINER_MALE,224,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=281; source=res/trainers/data/ace_trainer_zachery.json; map_refs=sunyshore_city_gym_room_3; matched_map=sunyshore_city_gym_room_3,9,5,
TRAINER_ACE_TRAINER_BREANNA,BREANNA,TRAINER_CLASS_ACE_TRAINER_FEMALE,215,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=283; source=res/trainers/data/ace_trainer_breanna.json; map_refs=canalave_city_gym; matched_map=canalave_city_gym,9,5,
TRAINER_ACE_TRAINER_CATHERINE,CATHERINE,TRAINER_CLASS_ACE_TRAINER_FEMALE,191,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=284; source=res/trainers/data/ace_trainer_catherine.json; map_refs=hearthome_city_dp_gym_leader_room|hearthome_city_dp_gym_trainer_room_6|hearthome_city_gym_leader_room|hearthome_city_gym_trainer_room_2; matched_map=hearthome_city_dp_gym_leader_room,9,5,
TRAINER_ACE_TRAINER_DESTINY,DESTINY,TRAINER_CLASS_ACE_TRAINER_FEMALE,224,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=285; source=res/trainers/data/ace_trainer_destiny.json; map_refs=sunyshore_city_gym_room_3; matched_map=sunyshore_city_gym_room_3,9,5,
TRAINER_ACE_TRAINER_MAYA,MAYA,TRAINER_CLASS_ACE_TRAINER_FEMALE,196,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=287; source=res/trainers/data/ace_trainer_maya.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_BELLE_AND_PA_AVA_AND_MATT,AVA & MATT,TRAINER_CLASS_BELLE_AND_PA,195,,,,TRAINER_PIC_BELLE_AND_PA,True,platinum_trainer_index=290; source=res/trainers/data/belle_and_pa_ava_and_matt.json; map_refs=route_210_south; matched_map=route_210_south,9,5,
TRAINER_RANCHER_MARCO,MARCO,TRAINER_CLASS_RANCHER,195,,,,TRAINER_PIC_RANCHER,,platinum_trainer_index=292; source=res/trainers/data/rancher_marco.json; map_refs=route_210_south; matched_map=route_210_south,9,5,
TRAINER_FISHERMAN_ERICK,ERICK,TRAINER_CLASS_FISHERMAN,199,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=293; source=res/trainers/data/fisherman_erick.json; map_refs=pastoria_city_gym; matched_map=pastoria_city_gym,9,5,
TRAINER_TWINS_EMMA_AND_LIL,EMMA & LIL,TRAINER_CLASS_TWINS,192,,,,TRAINER_PIC_TWINS,True,platinum_trainer_index=294; source=res/trainers/data/twins_emma_and_lil.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_COMMANDER_MARS_VALLEY_WINDWORKS,MARS,TRAINER_CLASS_COMMANDER_MARS,183,,,,TRAINER_PIC_COMMANDER_MARS,,platinum_trainer_index=295; source=res/trainers/data/commander_mars_valley_windworks.json; map_refs=valley_windworks_building; matched_map=valley_windworks_building,9,5,
TRAINER_GALACTIC_GRUNT_FLOAROMA_MEADOW_1,GRUNT,TRAINER_CLASS_GALACTIC_GRUNT_MALE,181,,,,TRAINER_PIC_GALACTIC_GRUNT_MALE,,platinum_trainer_index=296; source=res/trainers/data/galactic_grunt_floaroma_meadow_1.json; map_refs=floaroma_meadow; matched_map=floaroma_meadow,9,5,
TRAINER_GALACTIC_GRUNT_FLOAROMA_MEADOW_2,GRUNT,TRAINER_CLASS_GALACTIC_GRUNT_MALE,181,,,,TRAINER_PIC_GALACTIC_GRUNT_MALE,,platinum_trainer_index=297; source=res/trainers/data/galactic_grunt_floaroma_meadow_2.json; map_refs=floaroma_meadow; matched_map=floaroma_meadow,9,5,
TRAINER_GALACTIC_GRUNT_VALLEY_WINDWORKS_2,GRUNT,TRAINER_CLASS_GALACTIC_GRUNT_MALE,183,,,,TRAINER_PIC_GALACTIC_GRUNT_MALE,,platinum_trainer_index=298; source=res/trainers/data/galactic_grunt_valley_windworks_2.json; map_refs=valley_windworks_building; matched_map=valley_windworks_building,9,5,
