game,trainer_index,map_name,zone_index,map_script_index,npc_index,npc_script_id
white2,222,Castelia Sewers,497,994,11,3222
white2,253,Castelia Sewers,498,996,1,3253
white2,252,Castelia Sewers,498,996,4,3252
white2,254,Castelia Sewers,498,996,6,3254
white2,293,Castelia Sewers,498,996,7,3293
white2,752,Castelia City,500,1000,0,3752
white2,267,Castelia City,500,1000,1,3267
white2,266,Castelia City,500,1000,2,3266
white2,263,Castelia City,500,1000,3,3263
white2,264,Castelia City,500,1000,4,3264
white2,268,Castelia City,500,1000,5,3268
white2,265,Castelia City,500,1000,6,3265
white2,292,Castelia City,500,1000,7,3292
white2,680,Virbank City,502,1004,3,3680
white2,681,Virbank City,502,1004,4,3681
white2,682,Relic Passage,503,1006,3,3682
white2,683,Relic Passage,503,1006,4,3683
white2,269,Clay Tunnel,506,1012,0,3269
white2,302,Clay Tunnel,506,1012,1,3302
white2,272,Clay Tunnel,506,1012,2,3272
white2,273,Clay Tunnel,506,1012,3,3273
white2,274,Clay Tunnel,506,1012,4,3274
white2,276,Clay Tunnel,506,1012,7,3276
white2,271,Clay Tunnel,506,1012,8,3271
white2,554,Clay Tunnel,508,1016,4,3554
white2,549,Clay Tunnel,508,1016,5,3549
white2,555,Twist Mountain,509,1018,3,3555
white2,550,Twist Mountain,509,1018,4,3550
white2,673,Twist Mountain,509,1018,5,3673
white2,552,Strange House,510,1020,3,3552
white2,551,Strange House,510,1020,4,3551
white2,556,Strange House,510,1020,5,3556
white2,572,Strange House,514,1028,6,3572
white2,574,Strange House,514,1028,7,3574
white2,575,Strange House,514,1028,8,3575
white2,573,Strange House,514,1028,9,3573
white2,576,Seaside Cave,515,1030,2,3576
white2,578,Seaside Cave,515,1030,4,3578
white2,579,Seaside Cave,515,1030,9,3579
white2,577,Seaside Cave,515,1030,10,3577
white2,329,Cave of Being,517,1034,0,3329
white2,330,Cave of Being,517,1034,3,3330
white2,328,Cave of Being,517,1034,4,3328
white2,12,Route 4,519,1038,10,3012
white2,11,Route 4,519,1038,11,3011
white2,303,Reversal Mountain,534,1068,4,3303
white2,305,Reversal Mountain,534,1068,5,3305
white2,304,Reversal Mountain,534,1068,6,3304
white2,291,Reversal Mountain,537,1074,0,3291
white2,300,Reversal Mountain,537,1074,2,3300
white2,301,Reversal Mountain,537,1074,3,3301
white2,133,Reversal Mountain,539,1078,5,3133
white2,286,Reversal Mountain,539,1078,6,3286
white2,287,Reversal Mountain,539,1078,7,3287
white2,294,Reversal Mountain,539,1078,8,3294
white2,289,Reversal Mountain,539,1078,9,3289
white2,134,Reversal Mountain,539,1078,10,3134
white2,288,Reversal Mountain,539,1078,11,3288
white2,290,Reversal Mountain,539,1078,12,3290
white2,731,Reversal Mountain,539,1078,24,3731
white2,730,Reversal Mountain,539,1078,25,3730
white2,282,Driftveil City,543,1086,0,3282
white2,283,Driftveil City,543,1086,1,3283
white2,281,Driftveil City,543,1086,2,3281
white2,277,Driftveil City,543,1086,3,3277
white2,278,Driftveil City,543,1086,4,3278
white2,279,Driftveil City,543,1086,5,3279
white2,280,Driftveil City,543,1086,6,3280
white2,285,Driftveil City,543,1086,7,3285
white2,558,Driftveil City,545,1090,6,3558
white2,560,Driftveil City,545,1090,7,3560
white2,559,Driftveil City,545,1090,9,3559
white2,654,Driftveil City,547,1094,5,3654
white2,653,Driftveil City,547,1094,6,3653
white2,655,Driftveil City,547,1094,7,3655
white2,257,Plasma Frigate,552,1104,2,3257
white2,259,Plasma Frigate,552,1104,6,3259
white2,258,Plasma Frigate,552,1104,7,3258
white2,262,Plasma Frigate,552,1104,8,3262
white2,299,Plasma Frigate,554,1108,0,3299
white2,142,Plasma Frigate,554,1108,3,3142
white2,423,Plasma Frigate,556,1112,3,3423
white2,420,Plasma Frigate,556,1112,4,3420
white2,424,Plasma Frigate,556,1112,5,3424
white2,419,Plasma Frigate,556,1112,6,3419
white2,421,Plasma Frigate,556,1112,7,3421
white2,422,Plasma Frigate,556,1112,9,3422
white2,392,Plasma Frigate,560,1120,1,3392
white2,175,Plasma Frigate,560,1120,2,3175
white2,173,Plasma Frigate,560,1120,4,3173
white2,174,Plasma Frigate,560,1120,5,3174
white2,176,Plasma Frigate,560,1120,6,3176
white2,164,Plasma Frigate,560,1120,7,3164
white2,165,Plasma Frigate,560,1120,12,3165
white2,44,Plasma Frigate,562,1124,0,3044
white2,306,Plasma Frigate,562,1124,1,3306
white2,333,Plasma Frigate,562,1124,2,3333
white2,43,Plasma Frigate,562,1124,3,3043
white2,307,Plasma Frigate,562,1124,4,3307
white2,334,Plasma Frigate,562,1124,5,3334
white2,483,Plasma Frigate,563,1126,0,3483
white2,476,Plasma Frigate,563,1126,1,3476
white2,485,Plasma Frigate,563,1126,2,3485
white2,486,Plasma Frigate,563,1126,3,3486
white2,481,Plasma Frigate,563,1126,4,3481
white2,482,Plasma Frigate,563,1126,5,3482
white2,479,Plasma Frigate,563,1126,23,3479
white2,480,Plasma Frigate,563,1126,28,3480
white2,478,Plasma Frigate,563,1126,31,3478
white2,414,Underground Ruins,610,1220,0,3414
white2,413,Underground Ruins,610,1220,1,3413
white2,417,Underground Ruins,610,1220,2,3417
white2,415,Underground Ruins,610,1220,3,3415
white2,418,Underground Ruins,610,1220,5,3418
white2,309,Rock Peak Chamber,611,1222,0,3309
white2,308,Rock Peak Chamber,611,1222,1,3308
white2,310,Rock Peak Chamber,611,1222,2,3310
white2,311,Rock Peak Chamber,611,1222,3,3311
white2,312,Rock Peak Chamber,611,1222,4,3312
white2,327,Rock Peak Chamber,611,1222,5,3327
white2,326,Rock Peak Chamber,611,1222,6,3326
