version_group_id,trainer_key,canonical_location_id,area_name,status,is_rematch,is_event,game_id,note
11,TRAINER_PKMN_RANGER_F_AUDRA,237,,placed,f,f,,Bulbapedia Pinwheel_Forest lists Ranger Audra (gives Chesto Berries); adjacent rom_index with Irene/Miguel
11,TRAINER_PKMN_RANGER_F_ELIZA,503,,placed,t,f,17,"Bulbapedia Black_City resident (Flygon Lv.61, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_PKMN_RANGER_F_HEIDI,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional rotating trainer, appears in either arena"
11,TRAINER_PKMN_RANGER_F_IRENE,237,,placed,f,f,,"Bulbapedia Pinwheel_Forest lists Ranger Irene (gives Pecha Berries); rom_index 27-29 adjacent with Miguel/Audra, elemental-monkey L18 fits Pinwheel stage"
11,TRAINER_PKMN_RANGER_M_ALAIN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional rotating trainer, appears in either arena"
11,TRAINER_PKMN_RANGER_M_MIGUEL,237,,placed,f,f,,Bulbapedia Pinwheel_Forest lists Ranger Miguel (gives Pecha Berries); adjacent rom_index with Irene/Audra
11,TRAINER_PKMN_RANGER_M_RALPH,503,,placed,t,f,17,"Bulbapedia Black_City resident (Ludicolo Lv.61, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_PKMN_TRAINER_BIANCA_16,496,,placed,t,f,,Bulbapedia Bianca: post-game she battles the player in Nuvema Town on weekends (repeatable); team matches the page exactly. Samurott L65 variant = player chose Snivy.
11,TRAINER_PKMN_TRAINER_BIANCA_17,496,,placed,t,f,,Bulbapedia Bianca: post-game weekend battles in Nuvema Town. Serperior L65 variant = player chose Tepig.
11,TRAINER_PKMN_TRAINER_BIANCA_18,496,,placed,t,f,,Bulbapedia Bianca: post-game weekend battles in Nuvema Town. Emboar L65 variant = player chose Oshawott.
11,TRAINER_PKMN_TRAINER_CHEREN_22,48,,placed,t,f,,Bulbapedia Cheren: post-game he moves to Victory Road (upper cave before the League exit) and is battled once a day at L65+; Emboar/Simisage variant (player chose Snivy).
11,TRAINER_PKMN_TRAINER_CHEREN_23,48,,placed,t,f,,Bulbapedia Cheren: same once-a-day post-game Victory Road rematch; Samurott/Simisear variant (player chose Tepig).
11,TRAINER_PKMN_TRAINER_CHEREN_24,48,,placed,t,f,,Bulbapedia Cheren: after the Hall of Fame he waits in Victory Road and can be battled once a day. L65/67 post-game team; Serperior L67 variant = player chose Oshawott.
11,TRAINER_PKMN_TRAINER_TRAINER_219,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_510,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_511,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_512,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_558,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_559,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_560,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_PKMN_TRAINER_TRAINER_561,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_POKEFAN_F_DARCY,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_POKEFAN_M_COLIN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer, party confirmed; rotates into either arena"
11,TRAINER_POLICEMAN_JEFF,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, party matches"
11,TRAINER_PRESCHOOLER_F_BILLY,14,,placed,f,f,,"Bulbapedia Preschooler class page lists BW Billy on Unova Route 5; paired with Sarah, L26 fits"
11,TRAINER_PRESCHOOLER_F_EVAN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, Mime Jr. L64 matches (ROM gender tag swapped; Evan is male)"
11,TRAINER_PRESCHOOLER_M_MIA,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, Smoochum L64 matches (ROM gender tag swapped; Mia is female)"
11,TRAINER_PRESCHOOLER_M_SARAH,14,,placed,f,f,,Bulbapedia Preschooler class page lists BW Sarah on Unova Route 5; L26 fits mid-game route level band
11,TRAINER_PRESCHOOLER_M_WINTER,492,Rondez-View Ferris Wheel,placed,t,f,,"Bulbapedia Nimbasa_City: Ferris Wheel seasonal trainer, winter (male player), Solosis L24; battled daily."
11,TRAINER_PSYCHIC_F_BELLE,246,3F,placed,f,f,,"Serebii Musharna trainer list: Psychic Belle, Celestial Tower 3F, Musharna L32"
11,TRAINER_PSYCHIC_F_FUTURE,234,,placed,f,f,,Bulbapedia Psychic class page: BW Future at Dreamyard; L64 fits post-game Dreamyard
11,TRAINER_PSYCHIC_F_LIN,246,3F,placed,f,f,,"Bulbapedia Celestial Tower BW: Psychic Lin 3F, Litwick/Swoobat L31"
11,TRAINER_PSYCHIC_F_MADHU,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_PSYCHIC_M_BRYCE,246,3F,placed,f,f,,"Bulbapedia Celestial Tower BW: Psychic Bryce 3F, Duosion L32"
11,TRAINER_PSYCHIC_M_GERARD,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_PSYCHIC_M_MICKI,246,3F,placed,f,f,,"Bulbapedia Celestial Tower BW: Psychic Micki 3F, Yamask/Golett L31"
11,TRAINER_PSYCHIC_M_TOMMY,234,,placed,f,f,,Bulbapedia Psychic class page: BW Tommy at Dreamyard; L63 fits post-game Dreamyard
11,TRAINER_RICH_BOY_ANTHONY,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_RICH_BOY_BRAD,501,,placed,f,t,,Bulbapedia Royal_Unova confirms Rich Boy Brad (Aipom/Murkrow L64) as a cruise passenger battle
11,TRAINER_RICH_BOY_CODY,492,Nimbasa Gym,placed,f,f,, [Nimbasa Gym trainer]
11,TRAINER_RICH_BOY_MANUEL,19,Shopping Mall Nine,placed,,,,
11,TRAINER_RICH_BOY_MARTIN,492,,placed,t,f,,"Nimbasa Ferris Wheel companion (female player, Winter), daily-repeatable, Tranquill L24; rom_index adjacent to the other Ferris Wheel trainers"
11,TRAINER_RICH_BOY_PIERCE,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Rich Boy Pierce, Ampharos L35"
11,TRAINER_RICH_BOY_ROLAN,492,Nimbasa Gym,placed,f,f,,"Bulbapedia Nimbasa_Gym BW trainer list: Rich Boy Rolan, two Blitzle L24 (Elesa's gym uses Rich Boys/Ladies with Blitzle/Emolga lines)"
11,TRAINER_ROUGHNECK_DAVE,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Roughneck Dave, Gengar L30"
11,TRAINER_ROUGHNECK_FLETCHER,502,,placed,t,f,,Serebii Crawdaunt/Mightyena trainer lists: Nimbasa City Dome; Bulbapedia lists him among post-game additional trainers appearing in either arena
11,TRAINER_ROUGHNECK_JOHNNY,503,,placed,f,f,17,"Bulbapedia Black City: Roughneck Johnny in the marketplace, one-time Rotation Battle (bt=3 rotation flag), Black version only; Galvantula/Gothitelle/Krookodile L65 matches exactly."
11,TRAINER_SCHOOL_KID_F_ANN,23,,placed,f,f,,Bulbapedia School Kid class page: BW Ann on Unova Route 12; L64 fits post-game eastern route band
11,TRAINER_SCHOOL_KID_F_LYDIA,236,Nacrene Gym,placed,f,f,,"Serebii BW Lillipup trainer list: School Kid Lydia, Nacrene City Gym, Lillipup L15 x3"
11,TRAINER_SCHOOL_KID_F_SALLY,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_SCHOOL_KID_F_SILVIA,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: School Kid Silvia, Beautifly/Dustox L44"
11,TRAINER_SCHOOL_KID_M_ALAN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_SCHOOL_KID_M_LEO,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: School Kid Leo, Pidgeot L45"
11,TRAINER_SCHOOL_KID_M_SHANE,503,,placed,t,f,17,"Bulbapedia Black_City resident (Rhyperior Lv.45, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_SCHOOL_KID_M_SHAYE,254,,placed,t,f,18,"Bulbapedia Triple_Battle/White_Forest: School Kid Shayne, White Forest resident (White-only venue), Scrafty/Cofagrigus/Reuniclus; triple battle. BW1 gives White the triples, so battle_type=2 here is the White battle; trainer cannot exist in Black."
11,TRAINER_SCIENTIST_BLYTHE,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_SCIENTIST_CHAN,234,,placed,f,f,,Bulbapedia Scientist class page: BW Chan at Dreamyard; L63 fits post-game Dreamyard interior
11,TRAINER_SCIENTIST_DUDLEY,,,excluded,f,t,,unused in BW: Dudley is the B2W2-only P2 Lab Genesect event battle; present in the ROM trainer table but unreachable in Black/White
11,TRAINER_SCIENTIST_JACQUES,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Scientist Jacques, Nidoqueen L50"
11,TRAINER_SCIENTIST_LUKE,234,,placed,f,f,,Bulbapedia Scientist class page: BW Luke at Dreamyard; Musharna party and L64 fit post-game Dreamyard
11,TRAINER_SCIENTIST_MARIE,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Scientist Marie, Magnezone L50"
11,TRAINER_SCIENTIST_SATOMI,236,Nacrene Gym,placed,f,f,,"Serebii BW Herdier trainer list: Scientist Satomi, Nacrene City Gym; L17 matches Lenora's gym stage"
11,TRAINER_SCIENTIST_SIMON,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_SMASHER_ASPEN,502,Small Court,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Small Court Smasher, 7+ badge tier Whimsicott/Lilligant L40 (L67 pair post-game); rotating daily re-battleable"
11,TRAINER_SMASHER_ASPEN_2,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_SMASHER_ELENA,502,Small Court,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Small Court Smasher, base tier Blitzle L25 (later Zebstrika L33/41, L67 post-game); rotating daily re-battleable"
11,TRAINER_SMASHER_ELENA_2,502,Small Court,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Smasher Elena, Small Court tennis, tier 2 (5-6 badges, L33)"
11,TRAINER_SMASHER_ELENA_3,502,Small Court,placed,t,f,,"Bulbapedia BW stadium subpage: Smasher Elena tier 3 (7-8 badges, L41), Small Court"
11,TRAINER_SMASHER_ELENA_4,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_SMASHER_MARI,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_SOCIALITE_CASSANDRA,501,,placed,f,t,,Bulbapedia Royal_Unova confirms Socialite Cassandra (Liepard/Arbok L64) passenger battle
11,TRAINER_SOCIALITE_EMILIA,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_SOCIALITE_GRACE,503,,placed,t,f,17,"Bulbapedia Black_City resident (Salamence Lv.40, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_STRIKER_MARCO,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_STRIKER_ROBERTO,502,Big Stadium,placed,t,f,,"Bulbapedia Big Stadium and Small Court/Black_and_White: Striker Roberto, Big Stadium, Tue/Fri, 7th-8th badge tier Liepard L41"
11,TRAINER_STRIKER_ROBERTO_2,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_STRIKER_TONY,502,Big Stadium,placed,t,f,,"Bulbapedia Big Stadium and Small Court/Black_and_White: Striker Tony, Big Stadium, Tue/Fri, base tier (3rd-4th badges) Ducklett L25"
11,TRAINER_STRIKER_TONY_2,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Striker Tony (soccer, Big Stadium), tier 2 L33"
11,TRAINER_STRIKER_TONY_3,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Striker Tony tier 3 L41, Big Stadium"
11,TRAINER_STRIKER_TONY_4,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_SUBWAY_BOSS_EMMET,,,excluded,f,f,,"Battle Subway facility placeholder: Patrat L10 dummy table entry; real Subway battles use the subway roster system, out of run-script scope"
11,TRAINER_SUBWAY_BOSS_INGO,,,excluded,f,f,,"Battle Subway facility placeholder: Patrat L10 dummy table entry; real Subway battles use the subway roster system, out of run-script scope"
11,TRAINER_TEAM_PLASMA_GRUNT,235,,placed,f,f,,"Bulbapedia Wellspring_Cave: three grunts on 1F, each Patrat L12 (two fought as Multi Battle with Cheren); Dreamyard grunts are L7, so L12 pins Wellspring. rom_index 62/63 adjacent pair"
11,TRAINER_TEAM_PLASMA_GRUNT_11,242,,placed,f,f,,"Bulbapedia Cold_Storage: story grunt in the container, Watchog/Scraggy L23 exact match"
11,TRAINER_TEAM_PLASMA_GRUNT_12,242,,placed,f,f,,"Bulbapedia Cold_Storage: female story grunt in the container, solo Trubbish L24 exact match"
11,TRAINER_TEAM_PLASMA_GRUNT_13,492,,placed,f,f,,"Bulbapedia Nimbasa_City: story grunt near the city entrance/amusement park chase, Watchog/Trubbish L18 exact match"
11,TRAINER_TEAM_PLASMA_GRUNT_14,234,,placed,f,f,,Bulbapedia Dreamyard: male grunt in the Munna story event has solo Patrat L10 (his partner has Purrloin L10)
11,TRAINER_TEAM_PLASMA_GRUNT_15,235,1F,placed,f,f,,"Bulbapedia Wellspring_Cave: all three 1F story grunts use Patrat L12, exact match"
11,TRAINER_TEAM_PLASMA_GRUNT_16,237,,placed,f,f,,"Bulbapedia Pinwheel Forest page + BW walkthrough Part 4: first dragon-skull chase grunt, Sandile L16 (interior)"
11,TRAINER_TEAM_PLASMA_GRUNT_17,237,,placed,f,f,,"Bulbapedia BW walkthrough Part 4 wikitext: third skull-chase grunt has lone Patrat L16; rom_index 296 sits between the two confirmed Pinwheel grunts (295, 297)"
11,TRAINER_TEAM_PLASMA_GRUNT_18,237,,placed,f,f,,"Bulbapedia Pinwheel Forest trainerentry: final skull-chase grunt (holds Dragon Skull), Patrat/Patrat/Sandile L14"
11,TRAINER_TEAM_PLASMA_GRUNT_2,235,,placed,f,f,,"Bulbapedia Wellspring_Cave: three grunts on 1F, each Patrat L12; adjacent rom_index with previous grunt"
11,TRAINER_TEAM_PLASMA_GRUNT_26,249,,placed,f,f,,"Dragonspiral Tower 6F, first of four consecutive grunts before Sage Giallo (thonky BW guide); rom 305-307 block"
11,TRAINER_TEAM_PLASMA_GRUNT_27,249,,placed,f,f,,"Dragonspiral Tower 6F, second consecutive grunt before Giallo (thonky BW guide)"
11,TRAINER_TEAM_PLASMA_GRUNT_28,249,,placed,f,f,,Dragonspiral Tower grunt with Watchog L34 (matches 6F fourth grunt in the Giallo gauntlet; a 4F Watchog L34 grunt also exists — same location either way)
11,TRAINER_TEAM_PLASMA_GRUNT_29,234,,placed,f,f,,Bulbapedia Dreamyard: female grunt with Purrloin L10 in the Munna/Musharna story event (ruins area)
11,TRAINER_TEAM_PLASMA_GRUNT_3,242,,placed,f,f,,Bulbapedia Cold_Storage BW: male grunt in the container with exactly Sandile L23 + Watchog L23
11,TRAINER_TEAM_PLASMA_GRUNT_30,237,,placed,f,f,,"Bulbapedia Pinwheel Forest trainerentry: female skull-chase grunt, Purrloin L16"
11,TRAINER_TEAM_PLASMA_GRUNT_34,249,,placed,f,f,,"Dragonspiral Tower 6F, third consecutive grunt before Giallo: Trubbish L33 + Liepard L33 (thonky BW guide)"
11,TRAINER_TEAM_PLASMA_GRUNT_35,238,,placed,f,f,,Bulbapedia Team_Plasma_Grunt: the BW grunt with two Sandile L17 is battled in Castelia City (hideout raid with Burgh); Liberty Garden's Sandile grunts have different parties.
11,TRAINER_TEAM_PLASMA_GRUNT_40,257,,placed,f,t,,"Bulbapedia Liberty_Garden: basement grunt guarding Victini has a lone Watchog L20 (exact match); venue is gated behind the event-exclusive Liberty Pass, hence is_event."
11,TRAINER_TEAM_PLASMA_GRUNT_41,244,,placed,f,f,,Bulbapedia Chargestone Cave: post-game (Seven Sages hunt) female grunt guarding Sage Bronius on B2F — Liepard/Garbodor/Liepard L62 matches exactly.
11,TRAINER_TEAM_PLASMA_GRUNT_42,240,,placed,f,f,,Bulbapedia Relic Castle: post-game grunt on the lowest floor with Sage Ryoku; Krookodile L64 is the highest-level Pokémon ever used by a villain-team grunt.
11,TRAINER_TEAM_PLASMA_GRUNT_43,244,,placed,f,f,,Bulbapedia Chargestone Cave: post-game male grunt guarding Sage Bronius on B2F — Watchog/Scrafty L63 matches exactly.
11,TRAINER_TEAM_PLASMA_GRUNT_44,242,,placed,f,f,,"Bulbapedia Cold Storage story battles (with Clay): female grunt with a single Liepard L24. The other three Cold Storage grunt parties match CSV rom_index 81/276/278 exactly, leaving this as the fourth; no other BW grunt has Liepard L24 alone."
11,TRAINER_TEAM_PLASMA_TRAINER_220,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_TEAM_PLASMA_TRAINER_277,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_TEAM_PLASMA_TRAINER_497,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_TEAM_PLASMA_TRAINER_80,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_THE_RICHES_CLAIRDONNA,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches' villa, day 3 of the family gauntlet (Bronzor/Kangaskhan/Golurk Lv.62, exact match)."
11,TRAINER_THE_RICHES_DRACO,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches' villa, day 1 of the consecutive-day family gauntlet (Buizel Lv.60, exact match). One battle per day, sequence ends permanently after Miles."
11,TRAINER_THE_RICHES_MILES,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches villa, 6th and final family member (exact party match); one battle per day sequence, no rematches after he is beaten."
11,TRAINER_THE_RICHES_SUSAN,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches villa, 2nd of 6 family members battled one per day (Teddiursa/Lopunny L61 exact match); sequence ends after Miles, not re-battleable."
11,TRAINER_THE_RICHES_TRISH,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches' villa, day 5 of the family gauntlet (5-Pokémon Lv.64 party, exact match)."
11,TRAINER_THE_RICHES_ZILLION,252,,placed,f,f,,"Bulbapedia Undella_Town: The Riches' villa, day 4 of the family gauntlet (4-Pokémon Lv.63 party, exact match)."
11,TRAINER_TWINS_KUMI_AMY,8,,placed,f,f,,"Route 3: the twins blocking the westward path — the game's first (mandatory) Double Battle; Serebii Purrloin trainer list confirms Kumi & Amy, Purrloin L10 x2"
11,TRAINER_TWINS_TRAINER_204,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_VETERAN_F_JULIA,495,,placed,,,,
11,TRAINER_VETERAN_F_KIM,494,,placed,,,,
11,TRAINER_VETERAN_F_ROSA,503,,placed,t,f,17,"Bulbapedia Black_City resident (Exploud Lv.67, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_VETERAN_F_SAYURI,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_VETERAN_M_ARLEN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_VETERAN_M_HUGO,494,Opelucid Gym,placed,f,f,,Bulbapedia Opelucid Gym / BW walkthrough Part 11: Veteran Hugo battles on the dragon-statue walkway inside Drayden/Iris's gym with Druddigon
11,TRAINER_VETERAN_M_KEN,503,,placed,t,f,17,"Bulbapedia Black_City resident (Nidoking Lv.67, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_VETERAN_M_SHAUN,495,,placed,,,,
11,TRAINER_VETERAN_M_TRAINER_562,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_WAITER_BERT,19,Shopping Mall Nine,placed,,,,
11,TRAINER_WAITER_CLINT,502,,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_WAITER_TRAINER_283,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_WAITRESS_AURORA,492,Rondez-View Ferris Wheel,placed,t,f,,"Bulbapedia Nimbasa_City: Ferris Wheel seasonal trainer, autumn (female player), Swadloon L25; battled daily."
11,TRAINER_WAITRESS_BONITA,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_WAITRESS_FLO,19,Shopping Mall Nine,placed,,,,
11,TRAINER_WORKER_ARNOLD,493,,placed,,,,
11,TRAINER_WORKER_BRADY,493,,placed,,,,
11,TRAINER_WORKER_CAIRN,247,,placed,f,f,,"Serebii BW Excadrill trainer list: Worker Cairn, Twist Mountain 2F, Excadrill L35"
11,TRAINER_WORKER_CLIFF,493,,placed,,,,
11,TRAINER_WORKER_HEATH,247,,placed,f,f,,"Bulbapedia Twist Mountain BW: Worker Heath, Swoobat L35"
11,TRAINER_WORKER_MATTHEW,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game daily visitors appearing in either arena three at a time (Serebii lists him under 'Nimbasa City - Dome'); no fixed venue so area_name null
11,TRAINER_WORKER_RICH,247,1F,placed,f,f,,"Serebii BW Gurdurr trainer list: Worker Rich, Twist Mountain 1F, Gurdurr L34; rom_index adjacent to Rob/Heath"
11,TRAINER_WORKER_ROB,247,,placed,f,f,,"Bulbapedia Twist Mountain BW: Worker Rob, 3x Boldore L33"
11,TRAINER_WORKER_SCOTT,9,,placed,f,f,,"Serebii BW Roggenrola trainer list: Worker Scott, Route 4, Roggenrola L18 + Timburr L18 (Route 4 construction site workers)"
11,TRAINER_WORKER_TRAINER_126,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_WORKER_TRAINER_79,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_WORKER_TYLER,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_YOUNGSTER_ABE,501,Cabin,placed,f,t,,"Serebii BW Fearow trainer list: Youngster Abe, Royal Unova - Cabin, L63 (post-game cruise passenger)"
11,TRAINER_YOUNGSTER_KEVIN,502,,placed,t,f,,"Serebii BW Venomoth trainer list: Nimbasa City Dome; post-game additional trainer, can appear in either arena"
11,TRAINER_YOUNGSTER_KYLE,241,,placed,f,f,,"Bulbapedia Youngster class page + Driftveil_City: Kyle battled in Driftveil City after the Minccino in-game trade (his Cinccino's level is set at runtime, listed up to Lv.65; L10 is the ROM baseline). Both versions."
11,TRAINER_YOUNGSTER_ROBBIE,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Youngster Robbie, Electivire L30"
