map,file,line,label,class,id,event,source,x,y,location_method,canonical_location_id,canonical_location_name
Route15,Route15.asm,60,TrainerSchoolboyJohnny,SCHOOLBOY,JOHNNY,EVENT_BEAT_SCHOOLBOY_JOHNNY,trainer,33,10,route,34,Route 15
Route15,Route15.asm,71,TrainerSchoolboyBilly,SCHOOLBOY,BILLY,EVENT_BEAT_SCHOOLBOY_BILLY,trainer,27,10,route,34,Route 15
Route17,Route17.asm,19,TrainerBikerCharles,BIKER,CHARLES,EVENT_BEAT_BIKER_CHARLES,trainer,6,80,route,30,Route 17
Route17,Route17.asm,30,TrainerBikerRiley,BIKER,RILEY,EVENT_BEAT_BIKER_RILEY,trainer,4,17,route,30,Route 17
Route17,Route17.asm,41,TrainerBikerJoel,BIKER,JOEL,EVENT_BEAT_BIKER_JOEL,trainer,9,68,route,30,Route 17
Route17,Route17.asm,52,TrainerBikerGlenn,BIKER,GLENN,EVENT_BEAT_BIKER_GLENN,trainer,3,53,route,30,Route 17
Route18,Route18.asm,11,TrainerBirdKeeperBoris,BIRD_KEEPER,BORIS,EVENT_BEAT_BIRD_KEEPER_BORIS,trainer,9,12,route,31,Route 18
Route18,Route18.asm,22,TrainerBirdKeeperBob,BIRD_KEEPER,BOB,EVENT_BEAT_BIRD_KEEPER_BOB,trainer,13,6,route,31,Route 18
Route19,Route19.asm,28,TrainerSwimmerfDawn,SWIMMERF,DAWN,EVENT_BEAT_SWIMMERF_DAWN,trainer,9,23,route,38,Route 19
Route19,Route19.asm,39,TrainerSwimmermHarold,SWIMMERM,HAROLD,EVENT_BEAT_SWIMMERM_HAROLD,trainer,13,28,route,38,Route 19
Route19,Route19.asm,50,TrainerSwimmermJerome,SWIMMERM,JEROME,EVENT_BEAT_SWIMMERM_JEROME,trainer,11,17,route,38,Route 19
Route19,Route19.asm,61,TrainerSwimmermTucker,SWIMMERM,TUCKER,EVENT_BEAT_SWIMMERM_TUCKER,trainer,8,23,route,38,Route 19
Route2,Route2.asm,17,TrainerBugCatcherRob,BUG_CATCHER,ROB,EVENT_BEAT_BUG_CATCHER_ROB,trainer,10,45,route,6,Route 2
Route2,Route2.asm,28,TrainerBugCatcherEd,BUG_CATCHER,ED,EVENT_BEAT_BUG_CATCHER_ED,trainer,6,4,route,6,Route 2
Route2,Route2.asm,39,TrainerBugCatcherDoug,BUG_CATCHER,DOUG,EVENT_BEAT_BUG_CATCHER_DOUG,trainer,0,40,route,6,Route 2
Route20,Route20.asm,17,TrainerSwimmerfNicole,SWIMMERF,NICOLE,EVENT_BEAT_SWIMMERF_NICOLE,trainer,52,8,route,39,Route 20
Route20,Route20.asm,28,TrainerSwimmerfLori,SWIMMERF,LORI,EVENT_BEAT_SWIMMERF_LORI,trainer,45,13,route,39,Route 20
Route20,Route20.asm,39,TrainerSwimmermCameron,SWIMMERM,CAMERON,EVENT_BEAT_SWIMMERM_CAMERON,trainer,12,13,route,39,Route 20
Route21,Route21.asm,12,TrainerSwimmermSeth,SWIMMERM,SETH,EVENT_BEAT_SWIMMERM_SETH,trainer,2,30,route,46,Route 21
Route21,Route21.asm,23,TrainerSwimmerfNikki,SWIMMERF,NIKKI,EVENT_BEAT_SWIMMERF_NIKKI,trainer,11,16,route,46,Route 21
Route21,Route21.asm,34,TrainerFisherArnold,FISHER,ARNOLD,EVENT_BEAT_FISHER_ARNOLD,trainer,14,22,route,46,Route 21
Route25,Route25.asm,80,TrainerSchoolboyDudley,SCHOOLBOY,DUDLEY,EVENT_BEAT_SCHOOLBOY_DUDLEY,trainer,12,8,route,13,Route 25
Route25,Route25.asm,91,TrainerLassEllen,LASS,ELLEN,EVENT_BEAT_LASS_ELLEN,trainer,16,11,route,13,Route 25
Route25,Route25.asm,102,TrainerSchoolboyJoe,SCHOOLBOY,JOE,EVENT_BEAT_SCHOOLBOY_JOE,trainer,21,8,route,13,Route 25
Route25,Route25.asm,113,TrainerLassLaura,LASS,LAURA,EVENT_BEAT_LASS_LAURA,trainer,22,6,route,13,Route 25
Route25,Route25.asm,124,TrainerCamperLloyd,CAMPER,LLOYD,EVENT_BEAT_CAMPER_LLOYD,trainer,25,4,route,13,Route 25
Route25,Route25.asm,135,TrainerLassShannon,LASS,SHANNON,EVENT_BEAT_LASS_SHANNON,trainer,28,11,route,13,Route 25
Route25,Route25.asm,146,TrainerSupernerdPat,SUPER_NERD,PAT,EVENT_BEAT_SUPER_NERD_PAT,trainer,31,7,route,13,Route 25
Route26,Route26.asm,17,TrainerCooltrainermJake,COOLTRAINERM,JAKE,EVENT_BEAT_COOLTRAINERM_JAKE,trainer,14,24,route,98,Route 26
Route26,Route26.asm,28,TrainerCooltrainermGaven3,COOLTRAINERM,GAVEN3,EVENT_BEAT_COOLTRAINERM_GAVEN,trainer,9,38,route,98,Route 26
Route26,Route26.asm,70,TrainerCooltrainermGaven3,COOLTRAINERM,GAVEN3,,loadtrainer,,,route,98,Route 26
Route26,Route26.asm,121,TrainerCooltrainerfJoyce,COOLTRAINERF,JOYCE,EVENT_BEAT_COOLTRAINERF_JOYCE,trainer,10,56,route,98,Route 26
Route26,Route26.asm,132,TrainerCooltrainerfBeth1,COOLTRAINERF,BETH1,EVENT_BEAT_COOLTRAINERF_BETH,trainer,5,8,route,98,Route 26
Route26,Route26.asm,174,TrainerCooltrainerfBeth1,COOLTRAINERF,BETH1,,loadtrainer,,,route,98,Route 26
Route26,Route26.asm,225,TrainerPsychicRichard,PSYCHIC_T,RICHARD,EVENT_BEAT_PSYCHIC_RICHARD,trainer,13,79,route,98,Route 26
Route26,Route26.asm,236,TrainerFisherScott,FISHER,SCOTT,EVENT_BEAT_FISHER_SCOTT,trainer,10,92,route,98,Route 26
Route27,Route27.asm,50,TrainerPsychicGilbert,PSYCHIC_T,GILBERT,EVENT_BEAT_PSYCHIC_GILBERT,trainer,65,7,route,96,Route 27
Route27,Route27.asm,61,TrainerBirdKeeperJose2,BIRD_KEEPER,JOSE2,EVENT_BEAT_BIRD_KEEPER_JOSE2,trainer,58,13,route,96,Route 27
Route27,Route27.asm,105,TrainerBirdKeeperJose2,BIRD_KEEPER,JOSE2,,loadtrainer,,,route,96,Route 27
Route27,Route27.asm,174,TrainerCooltrainermBlake,COOLTRAINERM,BLAKE,EVENT_BEAT_COOLTRAINERM_BLAKE,trainer,48,7,route,96,Route 27
Route27,Route27.asm,185,TrainerCooltrainermBrian,COOLTRAINERM,BRIAN,EVENT_BEAT_COOLTRAINERM_BRIAN,trainer,58,6,route,96,Route 27
Route27,Route27.asm,196,TrainerCooltrainerfReena,COOLTRAINERF,REENA1,EVENT_BEAT_COOLTRAINERF_REENA,trainer,72,10,route,96,Route 27
Route27,Route27.asm,238,TrainerCooltrainerfReena,COOLTRAINERF,REENA1,,loadtrainer,,,route,96,Route 27
Route27,Route27.asm,289,TrainerCooltrainerfMegan,COOLTRAINERF,MEGAN,EVENT_BEAT_COOLTRAINERF_MEGAN,trainer,37,6,route,96,Route 27
Route3,Route3.asm,13,TrainerFirebreatherOtis,FIREBREATHER,OTIS,EVENT_BEAT_FIREBREATHER_OTIS,trainer,26,12,route,8,Route 3
Route3,Route3.asm,24,TrainerYoungsterWarren,YOUNGSTER,WARREN,EVENT_BEAT_YOUNGSTER_WARREN,trainer,10,7,route,8,Route 3
Route3,Route3.asm,35,TrainerYoungsterJimmy,YOUNGSTER,JIMMY,EVENT_BEAT_YOUNGSTER_JIMMY,trainer,16,3,route,8,Route 3
Route3,Route3.asm,46,TrainerFirebreatherBurt,FIREBREATHER,BURT,EVENT_BEAT_FIREBREATHER_BURT,trainer,49,5,route,8,Route 3
Route30,Route30.asm,40,TrainerYoungsterJoey,YOUNGSTER,JOEY1,EVENT_BEAT_YOUNGSTER_JOEY,trainer,2,28,route,57,Route 30
Route30,Route30.asm,90,TrainerYoungsterJoey,YOUNGSTER,JOEY1,,loadtrainer,,,route,57,Route 30
Route30,Route30.asm,187,TrainerYoungsterMikey,YOUNGSTER,MIKEY,EVENT_BEAT_YOUNGSTER_MIKEY,trainer,5,23,route,57,Route 30
Route30,Route30.asm,198,TrainerBugCatcherDon,BUG_CATCHER,DON,EVENT_BEAT_BUG_CATCHER_DON,trainer,1,7,route,57,Route 30
Route31,Route31.asm,26,TrainerBugCatcherWade1,BUG_CATCHER,WADE1,EVENT_BEAT_BUG_CATCHER_WADE,trainer,21,13,route,58,Route 31
Route31,Route31.asm,78,TrainerBugCatcherWade1,BUG_CATCHER,WADE1,,loadtrainer,,,route,58,Route 31
Route32,Route32.asm,145,TrainerCamperRoland,CAMPER,ROLAND,EVENT_BEAT_CAMPER_ROLAND,trainer,3,45,route,62,Route 32
Route32,Route32.asm,156,TrainerFisherJustin,FISHER,JUSTIN,EVENT_BEAT_FISHER_JUSTIN,trainer,8,49,route,62,Route 32
Route32,Route32.asm,167,TrainerFisherRalph1,FISHER,RALPH1,EVENT_BEAT_FISHER_RALPH,trainer,12,56,route,62,Route 32
Route32,Route32.asm,219,TrainerFisherRalph1,FISHER,RALPH1,,loadtrainer,,,route,62,Route 32
Route32,Route32.asm,292,TrainerFisherHenry,FISHER,HENRY,EVENT_BEAT_FISHER_HENRY,trainer,6,48,route,62,Route 32
Route32,Route32.asm,303,TrainerPicnickerLiz1,PICNICKER,LIZ1,EVENT_BEAT_PICNICKER_LIZ,trainer,10,30,route,62,Route 32
Route32,Route32.asm,353,TrainerPicnickerLiz1,PICNICKER,LIZ1,,loadtrainer,,,route,62,Route 32
Route32,Route32.asm,420,TrainerYoungsterAlbert,YOUNGSTER,ALBERT,EVENT_BEAT_YOUNGSTER_ALBERT,trainer,12,22,route,62,Route 32
Route32,Route32.asm,431,TrainerYoungsterGordon,YOUNGSTER,GORDON,EVENT_BEAT_YOUNGSTER_GORDON,trainer,4,63,route,62,Route 32
Route32,Route32.asm,442,TrainerBirdKeeperPeter,BIRD_KEEPER,PETER,EVENT_BEAT_BIRD_KEEPER_PETER,trainer,11,82,route,62,Route 32
Route33,Route33.asm,15,TrainerHikerAnthony,HIKER,ANTHONY2,EVENT_BEAT_HIKER_ANTHONY,trainer,6,13,route,65,Route 33
Route33,Route33.asm,67,TrainerHikerAnthony,HIKER,ANTHONY2,,loadtrainer,,,route,65,Route 33
Route34,Route34.asm,89,TrainerCamperTodd1,CAMPER,TODD1,EVENT_BEAT_CAMPER_TODD,trainer,13,7,route,69,Route 34
Route34,Route34.asm,141,TrainerCamperTodd1,CAMPER,TODD1,,loadtrainer,,,route,69,Route 34
Route34,Route34.asm,214,TrainerPicnickerGina1,PICNICKER,GINA1,EVENT_BEAT_PICNICKER_GINA,trainer,10,26,route,69,Route 34
Route34,Route34.asm,266,TrainerPicnickerGina1,PICNICKER,GINA1,,loadtrainer,,,route,69,Route 34
Route34,Route34.asm,383,TrainerYoungsterSamuel,YOUNGSTER,SAMUEL,EVENT_BEAT_YOUNGSTER_SAMUEL,trainer,15,32,route,69,Route 34
Route34,Route34.asm,394,TrainerYoungsterIan,YOUNGSTER,IAN,EVENT_BEAT_YOUNGSTER_IAN,trainer,11,20,route,69,Route 34
Route34,Route34.asm,405,TrainerPokefanmBrandon,POKEFANM,BRANDON,EVENT_BEAT_POKEFANM_BRANDON,trainer,18,28,route,69,Route 34
Route34,Route34.asm,416,TrainerCooltrainerfIrene,COOLTRAINERF,IRENE,EVENT_BEAT_COOLTRAINERF_IRENE,trainer,11,48,route,69,Route 34
Route34,Route34.asm,435,TrainerCooltrainerfJenn,COOLTRAINERF,JENN,EVENT_BEAT_COOLTRAINERF_JENN,trainer,3,48,route,69,Route 34
Route34,Route34.asm,454,TrainerCooltrainerfKate,COOLTRAINERF,KATE,EVENT_BEAT_COOLTRAINERF_KATE,trainer,6,51,route,69,Route 34
Route35,Route35.asm,20,TrainerBirdKeeperBryan,BIRD_KEEPER,BRYAN,EVENT_BEAT_BIRD_KEEPER_BRYAN,trainer,14,28,route,71,Route 35
Route35,Route35.asm,31,TrainerJugglerIrwin,JUGGLER,IRWIN1,EVENT_BEAT_JUGGLER_IRWIN,trainer,5,10,route,71,Route 35
Route35,Route35.asm,86,TrainerCamperIvan,CAMPER,IVAN,EVENT_BEAT_CAMPER_IVAN,trainer,4,19,route,71,Route 35
Route35,Route35.asm,97,TrainerCamperElliot,CAMPER,ELLIOT,EVENT_BEAT_CAMPER_ELLIOT,trainer,8,20,route,71,Route 35
Route35,Route35.asm,108,TrainerPicnickerBrooke,PICNICKER,BROOKE,EVENT_BEAT_PICNICKER_BROOKE,trainer,7,20,route,71,Route 35
Route35,Route35.asm,119,TrainerPicnickerKim,PICNICKER,KIM,EVENT_BEAT_PICNICKER_KIM,trainer,10,26,route,71,Route 35
Route35,Route35.asm,130,TrainerBugCatcherArnie,BUG_CATCHER,ARNIE1,EVENT_BEAT_BUG_CATCHER_ARNIE,trainer,16,7,route,71,Route 35
Route35,Route35.asm,182,TrainerBugCatcherArnie,BUG_CATCHER,ARNIE1,,loadtrainer,,,route,71,Route 35
Route35,Route35.asm,227,TrainerFirebreatherWalt,FIREBREATHER,WALT,EVENT_BEAT_FIREBREATHER_WALT,trainer,2,10,route,71,Route 35
Route36,Route36.asm,168,TrainerSchoolboyAlan1,SCHOOLBOY,ALAN1,EVENT_BEAT_SCHOOLBOY_ALAN,trainer,31,14,route,73,Route 36
Route36,Route36.asm,220,TrainerSchoolboyAlan1,SCHOOLBOY,ALAN1,,loadtrainer,,,route,73,Route 36
Route36,Route36.asm,306,TrainerPsychicMark,PSYCHIC_T,MARK,EVENT_BEAT_PSYCHIC_MARK,trainer,20,13,route,73,Route 36
Route37,Route37.asm,27,TrainerTwinsAnnandanne1,TWINS,ANNANDANNE1,EVENT_BEAT_TWINS_ANN_AND_ANNE,trainer,6,12,route,74,Route 37
Route37,Route37.asm,38,TrainerTwinsAnnandanne2,TWINS,ANNANDANNE2,EVENT_BEAT_TWINS_ANN_AND_ANNE,trainer,7,12,route,74,Route 37
Route37,Route37.asm,49,TrainerPsychicGreg,PSYCHIC_T,GREG,EVENT_BEAT_PSYCHIC_GREG,trainer,6,6,route,74,Route 37
Route38,Route38.asm,16,TrainerBirdKeeperToby,BIRD_KEEPER,TOBY,EVENT_BEAT_BIRD_KEEPER_TOBY,trainer,12,15,route,78,Route 38
Route38,Route38.asm,27,TrainerSailorHarry,SAILOR,HARRY,EVENT_BEAT_SAILOR_HARRY,trainer,24,5,route,78,Route 38
Route38,Route38.asm,38,TrainerLassDana1,LASS,DANA1,EVENT_BEAT_LASS_DANA,trainer,15,3,route,78,Route 38
Route38,Route38.asm,90,TrainerLassDana1,LASS,DANA1,,loadtrainer,,,route,78,Route 38
Route38,Route38.asm,176,TrainerSchoolboyChad1,SCHOOLBOY,CHAD1,EVENT_BEAT_SCHOOLBOY_CHAD,trainer,4,1,route,78,Route 38
Route38,Route38.asm,226,TrainerSchoolboyChad1,SCHOOLBOY,CHAD1,,loadtrainer,,,route,78,Route 38
Route38,Route38.asm,293,TrainerBeautyValerie,BEAUTY,VALERIE,EVENT_BEAT_BEAUTY_VALERIE,trainer,19,9,route,78,Route 38
Route38,Route38.asm,304,TrainerBeautyOlivia,BEAUTY,OLIVIA,EVENT_BEAT_BEAUTY_OLIVIA,trainer,5,8,route,78,Route 38
Route39,Route39.asm,27,TrainerPokefanmDerek,POKEFANM,DEREK1,EVENT_BEAT_POKEFANM_DEREK,trainer,10,22,route,79,Route 39
Route39,Route39.asm,106,TrainerPokefanfRuth,POKEFANF,RUTH,EVENT_BEAT_POKEFANF_RUTH,trainer,11,19,route,79,Route 39
Route39,Route39.asm,117,TrainerSailorEugene,SAILOR,EUGENE,EVENT_BEAT_SAILOR_EUGENE,trainer,13,29,route,79,Route 39
Route39,Route39.asm,128,TrainerPsychicNorman,PSYCHIC_T,NORMAN,EVENT_BEAT_PSYCHIC_NORMAN,trainer,13,7,route,79,Route 39
Route4,Route4.asm,13,TrainerBirdKeeperHank,BIRD_KEEPER,HANK,EVENT_BEAT_BIRD_KEEPER_HANK,trainer,17,9,route,9,Route 4
Route4,Route4.asm,24,TrainerPicnickerHope,PICNICKER,HOPE,EVENT_BEAT_PICNICKER_HOPE,trainer,9,8,route,9,Route 4
Route4,Route4.asm,35,TrainerPicnickerSharon,PICNICKER,SHARON,EVENT_BEAT_PICNICKER_SHARON,trainer,21,6,route,9,Route 4
Route40,Route40.asm,33,TrainerSwimmerfElaine,SWIMMERF,ELAINE,EVENT_BEAT_SWIMMERF_ELAINE,trainer,3,19,route,81,Route 40
Route40,Route40.asm,44,TrainerSwimmerfPaula,SWIMMERF,PAULA,EVENT_BEAT_SWIMMERF_PAULA,trainer,10,25,route,81,Route 40
Route40,Route40.asm,55,TrainerSwimmermSimon,SWIMMERM,SIMON,EVENT_BEAT_SWIMMERM_SIMON,trainer,14,15,route,81,Route 40
Route40,Route40.asm,66,TrainerSwimmermRandall,SWIMMERM,RANDALL,EVENT_BEAT_SWIMMERM_RANDALL,trainer,18,30,route,81,Route 40
Route41,Route41.asm,19,TrainerSwimmerfKaylee,SWIMMERF,KAYLEE,EVENT_BEAT_SWIMMERF_KAYLEE,trainer,17,4,route,82,Route 41
Route41,Route41.asm,30,TrainerSwimmerfSusie,SWIMMERF,SUSIE,EVENT_BEAT_SWIMMERF_SUSIE,trainer,23,19,route,82,Route 41
Route41,Route41.asm,41,TrainerSwimmerfDenise,SWIMMERF,DENISE,EVENT_BEAT_SWIMMERF_DENISE,trainer,27,34,route,82,Route 41
Route41,Route41.asm,52,TrainerSwimmerfKara,SWIMMERF,KARA,EVENT_BEAT_SWIMMERF_KARA,trainer,44,28,route,82,Route 41
Route41,Route41.asm,63,TrainerSwimmerfWendy,SWIMMERF,WENDY,EVENT_BEAT_SWIMMERF_WENDY,trainer,9,50,route,82,Route 41
Route41,Route41.asm,74,TrainerSwimmermCharlie,SWIMMERM,CHARLIE,EVENT_BEAT_SWIMMERM_CHARLIE,trainer,32,6,route,82,Route 41
Route41,Route41.asm,85,TrainerSwimmermGeorge,SWIMMERM,GEORGE,EVENT_BEAT_SWIMMERM_GEORGE,trainer,46,8,route,82,Route 41
Route41,Route41.asm,96,TrainerSwimmermBerke,SWIMMERM,BERKE,EVENT_BEAT_SWIMMERM_BERKE,trainer,20,26,route,82,Route 41
Route41,Route41.asm,107,TrainerSwimmermKirk,SWIMMERM,KIRK,EVENT_BEAT_SWIMMERM_KIRK,trainer,32,30,route,82,Route 41
Route41,Route41.asm,118,TrainerSwimmermMathew,SWIMMERM,MATHEW,EVENT_BEAT_SWIMMERM_MATHEW,trainer,19,46,route,82,Route 41
Route42,Route42.asm,38,TrainerFisherTully,FISHER,TULLY1,EVENT_BEAT_FISHER_TULLY,trainer,40,10,route,85,Route 42
Route42,Route42.asm,86,TrainerFisherTully,FISHER,TULLY1,,loadtrainer,,,route,85,Route 42
Route42,Route42.asm,164,TrainerPokemaniacShane,POKEMANIAC,SHANE,EVENT_BEAT_POKEMANIAC_SHANE,trainer,47,8,route,85,Route 42
Route42,Route42.asm,175,TrainerHikerBenjamin,HIKER,BENJAMIN,EVENT_BEAT_HIKER_BENJAMIN,trainer,51,9,route,85,Route 42
Route43,Route43.asm,28,TrainerCamperSpencer,CAMPER,SPENCER,EVENT_BEAT_CAMPER_SPENCER,trainer,13,40,route,87,Route 43
Route43,Route43.asm,39,TrainerPokemaniacBen,POKEMANIAC,BEN,EVENT_BEAT_POKEMANIAC_BEN,trainer,13,5,route,87,Route 43
Route43,Route43.asm,50,TrainerPokemaniacBrent,POKEMANIAC,BRENT1,EVENT_BEAT_POKEMANIAC_BRENT,trainer,13,20,route,87,Route 43
Route43,Route43.asm,96,TrainerPokemaniacBrent,POKEMANIAC,BRENT1,,loadtrainer,,,route,87,Route 43
Route43,Route43.asm,155,TrainerPokemaniacRon,POKEMANIAC,RON,EVENT_BEAT_POKEMANIAC_RON,trainer,14,7,route,87,Route 43
Route43,Route43.asm,166,TrainerFisherMarvin,FISHER,MARVIN,EVENT_BEAT_FISHER_MARVIN,trainer,4,16,route,87,Route 43
Route43,Route43.asm,177,TrainerPicnickerTiffany,PICNICKER,TIFFANY3,EVENT_BEAT_PICNICKER_TIFFANY,trainer,9,25,route,87,Route 43
Route43,Route43.asm,227,TrainerPicnickerTiffany,PICNICKER,TIFFANY3,,loadtrainer,,,route,87,Route 43
Route44,Route44.asm,20,TrainerBirdKeeperVance1,BIRD_KEEPER,VANCE1,EVENT_BEAT_BIRD_KEEPER_VANCE,trainer,51,5,route,90,Route 44
Route44,Route44.asm,62,TrainerBirdKeeperVance1,BIRD_KEEPER,VANCE1,,loadtrainer,,,route,90,Route 44
Route44,Route44.asm,151,TrainerPsychicPhil,PSYCHIC_T,PHIL,EVENT_BEAT_PSYCHIC_PHIL,trainer,10,9,route,90,Route 44
Route44,Route44.asm,162,TrainerFisherWilton1,FISHER,WILTON1,EVENT_BEAT_FISHER_WILTON,trainer,35,3,route,90,Route 44
Route44,Route44.asm,206,TrainerFisherWilton1,FISHER,WILTON1,,loadtrainer,,,route,90,Route 44
Route44,Route44.asm,257,TrainerFisherEdgar,FISHER,EDGAR,EVENT_BEAT_FISHER_EDGAR,trainer,19,13,route,90,Route 44
Route44,Route44.asm,268,TrainerCooltrainerfCybil,COOLTRAINERF,CYBIL,EVENT_BEAT_COOLTRAINERF_CYBIL,trainer,31,14,route,90,Route 44
Route44,Route44.asm,279,TrainerPokemaniacZach,POKEMANIAC,ZACH,EVENT_BEAT_POKEMANIAC_ZACH,trainer,43,2,route,90,Route 44
Route44,Route44.asm,290,TrainerCooltrainermAllen,COOLTRAINERM,ALLEN,EVENT_BEAT_COOLTRAINERM_ALLEN,trainer,41,15,route,90,Route 44
Route45,Route45.asm,22,TrainerBlackbeltKenji,BLACKBELT_T,KENJI3,EVENT_BEAT_BLACKBELT_KENJI,trainer,11,50,route,94,Route 45
Route45,Route45.asm,126,TrainerHikerErik,HIKER,ERIK,EVENT_BEAT_HIKER_ERIK,trainer,10,16,route,94,Route 45
Route45,Route45.asm,137,TrainerHikerMichael,HIKER,MICHAEL,EVENT_BEAT_HIKER_MICHAEL,trainer,15,65,route,94,Route 45
Route45,Route45.asm,148,TrainerHikerParry,HIKER,PARRY3,EVENT_BEAT_HIKER_PARRY,trainer,5,28,route,94,Route 45
Route45,Route45.asm,190,TrainerHikerParry,HIKER,PARRY3,,loadtrainer,,,route,94,Route 45
Route45,Route45.asm,234,TrainerHikerTimothy,HIKER,TIMOTHY,EVENT_BEAT_HIKER_TIMOTHY,trainer,9,65,route,94,Route 45
Route45,Route45.asm,245,TrainerCooltrainermRyan,COOLTRAINERM,RYAN,EVENT_BEAT_COOLTRAINERM_RYAN,trainer,17,18,route,94,Route 45
Route45,Route45.asm,256,TrainerCooltrainerfKelly,COOLTRAINERF,KELLY,EVENT_BEAT_COOLTRAINERF_KELLY,trainer,5,36,route,94,Route 45
Route46,Route46.asm,15,TrainerCamperTed,CAMPER,TED,EVENT_BEAT_CAMPER_TED,trainer,4,14,route,95,Route 46
Route46,Route46.asm,26,TrainerPicnickerErin1,PICNICKER,ERIN1,EVENT_BEAT_PICNICKER_ERIN,trainer,2,13,route,95,Route 46
Route46,Route46.asm,68,TrainerPicnickerErin1,PICNICKER,ERIN1,,loadtrainer,,,route,95,Route 46
Route46,Route46.asm,149,TrainerHikerBailey,HIKER,BAILEY,EVENT_BEAT_HIKER_BAILEY,trainer,12,19,route,95,Route 46
Route6,Route6.asm,12,TrainerPokefanmRex,POKEFANM,REX,EVENT_BEAT_POKEFANM_REX,trainer,9,12,route,15,Route 6
Route6,Route6.asm,23,TrainerPokefanmAllan,POKEFANM,ALLAN,EVENT_BEAT_POKEFANM_ALLAN,trainer,10,12,route,15,Route 6
Route8,Route8.asm,15,TrainerBikerDwayne,BIKER,DWAYNE,EVENT_BEAT_BIKER_DWAYNE,trainer,10,8,route,24,Route 8
Route8,Route8.asm,26,TrainerBikerHarris,BIKER,HARRIS,EVENT_BEAT_BIKER_HARRIS,trainer,10,9,route,24,Route 8
Route8,Route8.asm,37,TrainerBikerZeke,BIKER,ZEKE,EVENT_BEAT_BIKER_ZEKE,trainer,10,10,route,24,Route 8
Route8,Route8.asm,48,TrainerSupernerdSam,SUPER_NERD,SAM,EVENT_BEAT_SUPER_NERD_SAM,trainer,23,2,route,24,Route 8
Route8,Route8.asm,59,TrainerSupernerdTom,SUPER_NERD,TOM,EVENT_BEAT_SUPER_NERD_TOM,trainer,31,12,route,24,Route 8
Route9,Route9.asm,15,TrainerCamperDean,CAMPER,DEAN,EVENT_BEAT_CAMPER_DEAN,trainer,23,11,route,19,Route 9
Route9,Route9.asm,26,TrainerPicnickerHeidi,PICNICKER,HEIDI,EVENT_BEAT_PICNICKER_HEIDI,trainer,39,8,route,19,Route 9
Route9,Route9.asm,37,TrainerCamperSid,CAMPER,SID,EVENT_BEAT_CAMPER_SID,trainer,11,4,route,19,Route 9
Route9,Route9.asm,48,TrainerPicnickerEdna,PICNICKER,EDNA,EVENT_BEAT_PICNICKER_EDNA,trainer,12,15,route,19,Route 9
Route9,Route9.asm,59,TrainerHikerTim,HIKER,TIM,EVENT_BEAT_HIKER_TIM,trainer,28,3,route,19,Route 9
Route9,Route9.asm,70,TrainerHikerSidney,HIKER,SIDNEY,EVENT_BEAT_HIKER_SIDNEY,trainer,36,15,route,19,Route 9
RuinsOfAlphOutside,RuinsOfAlphOutside.asm,103,TrainerPsychicNathan,PSYCHIC_T,NATHAN,EVENT_BEAT_PSYCHIC_NATHAN,trainer,4,20,manual,63,Ruins of Alph
RuinsOfAlphOutside,RuinsOfAlphOutside.asm,114,TrainerSuperNerdStan,SUPER_NERD,STAN,EVENT_BEAT_SUPER_NERD_STAN,trainer,,,manual,63,Ruins of Alph
SaffronGym,SaffronGym.asm,48,TrainerMediumRebecca,MEDIUM,REBECCA,EVENT_BEAT_MEDIUM_REBECCA,trainer,17,16,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,59,TrainerPsychicFranklin,PSYCHIC_T,FRANKLIN,EVENT_BEAT_PSYCHIC_FRANKLIN,trainer,3,16,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,70,TrainerMediumDoris,MEDIUM,DORIS,EVENT_BEAT_MEDIUM_DORIS,trainer,3,4,canon_not_in_event,27,Saffron City
SaffronGym,SaffronGym.asm,81,TrainerPsychicJared,PSYCHIC_T,JARED,EVENT_BEAT_PSYCHIC_JARED,trainer,17,4,canon_not_in_event,27,Saffron City
SlowpokeWellB1F,SlowpokeWellB1F.asm,21,TrainerGruntM29,GRUNTM,GRUNTM_29,EVENT_BEAT_ROCKET_GRUNTM_29,trainer,15,7,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,32,TrainerGruntM1,GRUNTM,GRUNTM_1,EVENT_BEAT_ROCKET_GRUNTM_1,trainer,5,2,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,75,TrainerGruntM2,GRUNTM,GRUNTM_2,EVENT_BEAT_ROCKET_GRUNTM_2,trainer,5,6,manual,67,Slowpoke Well
SlowpokeWellB1F,SlowpokeWellB1F.asm,86,TrainerGruntF1,GRUNTF,GRUNTF_1,EVENT_BEAT_ROCKET_GRUNTF_1,trainer,10,4,manual,67,Slowpoke Well
SproutTower1F,SproutTower1F.asm,27,TrainerSageChow,SAGE,CHOW,EVENT_BEAT_SAGE_CHOW,trainer,3,5,manual,61,Sprout Tower
SproutTower2F,SproutTower2F.asm,12,TrainerSageNico,SAGE,NICO,EVENT_BEAT_SAGE_NICO,trainer,12,3,manual,61,Sprout Tower
SproutTower2F,SproutTower2F.asm,23,TrainerSageEdmond,SAGE,EDMOND,EVENT_BEAT_SAGE_EDMOND,trainer,9,14,manual,61,Sprout Tower
